Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,0.98,,1e-06
5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
8.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.35,0.01,0.003,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.84,11.01,,,1.15e-05
9.4,0.0,0.0,0.0,0.0,0.0,-0.056,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
9.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
10.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,11.01,,,1e-06
11.35,1.47,0.408,0.0,0.0,0.0,8.167,0.0,0.0,0.01,0.84,11.0,,,0.084049
11.4,2.41,0.669,0.02,0.0,0.0,5.222,0.0,0.0,0.04,0.84,10.97,,,0.22511950000000003
11.45,3.23,0.897,0.02,0.0,0.0,4.556,0.0,0.0,0.08,0.84,10.93,,,0.4040995
11.5,3.62,1.006,0.02,0.003,0.01,2.167,0.056,0.0,0.13,0.84,10.88,,,0.5080279999999999
11.55,3.84,1.067,0.02,0.003,0.01,1.222,0.0,0.0,0.19,0.84,10.82,,,0.5713764999999998
11.6,3.85,1.069,0.02,0.003,0.01,0.056,0.0,0.0,0.24,0.84,10.77,,,0.5735164999999998
11.65,3.87,1.075,0.02,0.003,0.01,0.111,0.0,0.0,0.29,0.84,10.71,,,0.5799604999999999
11.7,3.89,1.081,0.02,0.003,0.01,0.111,0.0,0.0,0.35,0.84,10.66,,,0.5864404999999998
11.75,4.02,1.117,0.02,0.003,0.01,0.722,0.0,0.0,0.4,0.84,10.61,,,0.6260764999999999
11.8,4.22,1.172,0.02,0.006,0.02,1.111,0.056,0.0,0.46,0.84,10.55,,,0.6891249999999998
