Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
5.0,7.98,2.217,10.23,2.778,10.0,0.667,0.0,0.0,3.98,7.99,34.29,0.99,,0.0
5.05,8.12,2.256,9.76,2.778,10.0,0.778,0.0,0.0,4.09,8.13,34.31,,,0.0
5.1,8.25,2.292,10.23,2.778,10.0,0.722,0.0,0.0,4.21,8.27,34.34,,,0.05878899999999909
5.15,8.39,2.331,9.76,2.778,10.0,0.778,0.0,0.0,4.32,8.4,34.36,,,0.14901549999999952
5.2,8.51,2.364,10.23,2.778,10.0,0.667,0.0,0.0,4.44,8.54,34.39,,,0.22654899999999945
5.25,8.63,2.397,9.76,2.778,10.0,0.667,0.0,0.0,4.56,8.68,34.4,,,0.30517149999999926
5.3,8.76,2.433,10.23,2.778,10.0,0.722,0.0,0.0,4.68,8.82,34.42,,,0.39218349999999935
5.35,8.88,2.467,9.76,2.778,10.0,0.667,0.0,0.0,4.8,8.96,34.44,,,0.4755514999999999
5.4,8.98,2.494,10.23,2.778,10.0,0.556,0.0,0.0,4.93,9.1,34.46,,,0.5425790000000004
5.45,9.05,2.514,9.76,2.778,10.0,0.389,0.0,0.0,5.05,9.24,34.47,,,0.5926989999999996
5.5,9.12,2.533,10.23,2.778,10.0,0.389,0.0,0.0,5.18,9.38,34.48,,,0.6406834999999997
5.55,9.2,2.556,9.76,2.778,10.0,0.444,0.0,0.0,5.31,9.51,34.49,,,0.6992529999999997
5.6,9.3,2.583,10.23,2.778,10.0,0.556,0.0,0.0,5.43,9.66,34.5,,,0.7686835000000003
5.65,9.45,2.625,9.76,2.778,10.0,0.833,0.0,0.0,5.56,9.79,34.51,,,0.8781355
