Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
0.0,2.02,0.56,1.76,0.49,1.76,,,1.5,0.0,0.0,40.9,11.53,,0.08
0.05,2.23,0.62,1.76,0.49,1.76,1.135,0.0,1.5,0.03,0.01,40.86,,,0.11
0.1,2.22,0.62,1.76,0.49,1.76,-0.032,0.001,1.5,0.06,0.03,40.83,,,0.11
0.15000000000000002,2.14,0.59,1.77,0.49,1.76,-0.437,0.002,1.5,0.09,0.04,40.81,,,0.1
0.2,2.16,0.6,1.77,0.49,1.77,0.128,0.005,1.5,0.12,0.06,40.78,,,0.1
0.25,2.28,0.63,1.77,0.49,1.77,0.62,0.009,1.5,0.15,0.07,40.75,,,0.12
0.30000000000000004,2.33,0.65,1.78,0.49,1.77,0.3,0.014,1.5,0.18,0.09,40.72,,,0.13
0.35000000000000003,2.43,0.67,1.8,0.49,1.77,0.551,0.021,1.5,0.22,0.1,40.69,,,0.15
0.4,2.52,0.7,1.82,0.49,1.78,0.517,0.028,1.5,0.25,0.12,40.66,,,0.17
0.45,2.68,0.74,1.84,0.5,1.78,0.884,0.037,1.5,0.29,0.14,40.63,,,0.2
0.5,2.89,0.8,1.88,0.5,1.8,1.176,0.062,1.5,0.33,0.15,40.6,,,0.24
0.55,3.15,0.87,1.91,0.5,1.81,1.417,0.084,1.5,0.37,0.17,40.57,,,0.3
0.6000000000000001,3.41,0.95,1.96,0.51,1.83,1.474,0.108,1.5,0.41,0.19,40.54,,,0.37
0.65,3.67,1.02,2.01,0.52,1.85,1.408,0.136,1.5,0.46,0.21,40.5,,,0.43
0.7000000000000001,3.88,1.08,2.07,0.52,1.88,1.176,0.166,1.5,0.52,0.23,40.46,,,0.49
0.75,4.04,1.12,2.13,0.53,1.92,0.914,0.198,1.5,0.57,0.25,40.42,,,0.54
0.8,4.15,1.15,2.2,0.55,1.96,0.618,0.232,1.5,0.63,0.28,40.39,,,0.57
0.8500000000000001,4.22,1.17,2.28,0.56,2.01,0.385,0.266,1.5,0.69,0.3,40.35,,,0.59
0.9,4.27,1.19,2.36,0.57,2.06,0.274,0.3,1.5,0.75,0.33,40.31,,,0.6
0.9500000000000001,4.36,1.21,2.45,0.59,2.12,0.469,0.335,1.5,0.81,0.36,40.27,,,0.62
1.0,4.49,1.25,2.54,0.61,2.19,0.717,0.369,1.5,0.87,0.39,40.24,,,0.66
1.05,4.67,1.3,2.64,0.63,2.26,1.032,0.402,1.5,0.93,0.42,40.2,,,0.71
1.1,4.9,1.36,2.74,0.65,2.34,1.277,0.433,1.5,1.0,0.45,40.16,,,0.79
1.1500000000000001,5.14,1.43,2.68,0.67,2.41,1.316,0.371,1.5,1.07,0.48,40.13,,,0.87
1.2000000000000002,5.35,1.49,2.41,0.68,2.44,1.175,0.191,1.5,1.14,0.52,40.08,,,0.95
1.25,5.53,1.54,2.83,0.7,2.51,0.985,0.387,1.5,1.22,0.55,40.04,,,1.02
1.3,5.67,1.58,2.62,0.71,2.55,0.804,0.233,1.5,1.3,0.59,40.0,,,1.08
1.35,5.79,1.61,3.07,0.73,2.63,0.679,0.443,1.5,1.38,0.63,39.96,,,1.12
1.4000000000000001,5.91,1.64,2.85,0.75,2.68,0.628,0.273,1.5,1.46,0.67,39.92,,,1.16
1.4500000000000002,6.02,1.67,3.34,0.77,2.77,0.645,0.497,1.5,1.54,0.71,39.88,,,1.21
1.5,6.15,1.71,3.1,0.79,2.83,0.706,0.312,1.5,1.62,0.76,39.84,,,1.26
1.55,6.29,1.75,3.63,0.81,2.93,0.784,0.549,1.5,1.71,0.81,39.8,,,1.31
