Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
0.0,0.27,0.07,1.76,0.49,1.76,,,1.5,0.0,0.0,30.99,11.16,,0.0
0.05,0.48,0.13,1.76,0.49,1.76,1.162,0.0,1.5,0.01,0.01,30.99,,,0.0
0.1,0.88,0.24,1.76,0.49,1.76,2.243,0.001,1.5,0.02,0.03,30.98,,,0.0
0.15000000000000002,1.19,0.33,1.77,0.49,1.76,1.705,0.002,1.5,0.03,0.04,30.96,,,0.0
0.2,1.31,0.36,1.77,0.49,1.77,0.67,0.005,1.5,0.05,0.06,30.95,,,0.0
0.25,1.31,0.36,1.77,0.49,1.77,0.023,0.008,1.5,0.07,0.07,30.93,,,0.0
0.30000000000000004,1.29,0.36,1.78,0.49,1.77,-0.109,0.013,1.5,0.08,0.09,30.92,,,0.0
0.35000000000000003,1.33,0.37,1.8,0.49,1.77,0.205,0.019,1.5,0.1,0.1,30.9,,,0.0
0.4,1.35,0.38,1.81,0.49,1.78,0.142,0.026,1.5,0.12,0.12,30.89,,,0.0
0.45,1.51,0.42,1.84,0.5,1.78,0.885,0.034,1.5,0.14,0.14,30.88,,,0.01
0.5,1.62,0.45,1.87,0.5,1.79,0.58,0.057,1.5,0.16,0.15,30.86,,,0.02
0.55,1.72,0.48,1.9,0.5,1.81,0.584,0.077,1.5,0.19,0.17,30.85,,,0.03
0.6000000000000001,1.92,0.53,1.94,0.51,1.83,1.084,0.1,1.5,0.21,0.19,30.84,,,0.06
0.65,2.09,0.58,1.99,0.51,1.85,0.961,0.127,1.5,0.24,0.21,30.82,,,0.08
0.7000000000000001,2.24,0.62,2.05,0.52,1.88,0.83,0.156,1.5,0.27,0.23,30.81,,,0.1
0.75,2.32,0.64,2.11,0.53,1.91,0.441,0.188,1.5,0.3,0.25,30.79,,,0.12
0.8,2.36,0.66,2.18,0.54,1.95,0.227,0.222,1.5,0.33,0.28,30.78,,,0.12
0.8500000000000001,2.45,0.68,2.26,0.55,2.0,0.507,0.256,1.5,0.37,0.3,30.76,,,0.13
0.9,2.58,0.72,2.34,0.57,2.05,0.694,0.291,1.5,0.4,0.33,30.75,,,0.15
0.9500000000000001,2.71,0.75,2.42,0.59,2.11,0.738,0.325,1.5,0.44,0.35,30.73,,,0.17
1.0,2.86,0.79,2.51,0.6,2.17,0.816,0.36,1.5,0.48,0.38,30.72,,,0.2
1.05,3.03,0.84,2.61,0.62,2.24,0.961,0.393,1.5,0.52,0.41,30.7,,,0.23
1.1,3.22,0.89,2.71,0.64,2.32,1.035,0.424,1.5,0.56,0.44,30.69,,,0.26
1.1500000000000001,3.4,0.94,2.81,0.67,2.4,1.004,0.453,1.5,0.61,0.48,30.67,,,0.3
1.2000000000000002,3.57,0.99,2.91,0.69,2.49,0.945,0.48,1.5,0.66,0.51,30.66,,,0.33
1.25,3.71,1.03,3.02,0.72,2.58,0.816,0.504,1.5,0.71,0.55,30.64,,,0.36
1.3,3.85,1.07,3.13,0.74,2.67,0.727,0.528,1.5,0.76,0.59,30.62,,,0.39
1.35,3.96,1.1,3.25,0.77,2.77,0.611,0.55,1.5,0.81,0.63,30.61,,,0.41
1.4000000000000001,4.06,1.13,3.36,0.8,2.87,0.565,0.57,1.5,0.87,0.67,30.59,,,0.42
1.4500000000000002,4.14,1.15,3.35,0.82,2.97,0.474,0.515,1.5,0.93,0.72,30.58,,,0.44
1.5,4.23,1.18,3.14,0.84,3.03,0.505,0.345,1.5,0.99,0.76,30.56,,,0.46
1.55,4.34,1.21,3.57,0.87,3.13,0.616,0.536,1.5,1.04,0.81,30.55,,,0.48
1.6,4.48,1.24,3.37,0.89,3.19,0.76,0.367,1.5,1.11,0.85,30.53,,,0.51
1.6500000000000001,4.63,1.29,3.84,0.92,3.29,0.852,0.57,1.5,1.17,0.91,30.52,,,0.55
1.7000000000000002,4.78,1.33,3.61,0.93,3.36,0.811,0.387,1.5,1.23,0.96,30.5,,,0.59
1.75,4.91,1.37,4.11,0.96,3.47,0.748,0.605,1.5,1.3,1.01,30.49,,,0.62
1.8,5.06,1.41,3.87,0.99,3.55,0.801,0.409,1.5,1.37,1.07,30.48,,,0.67
1.85,5.2,1.44,4.4,1.02,3.66,0.784,0.638,1.5,1.44,1.13,30.47,,,0.7
1.9000000000000001,5.34,1.48,4.14,1.04,3.74,0.759,0.429,0.0,1.52,1.18,30.45,,,0.74
1.9500000000000002,5.47,1.52,4.68,1.08,3.87,0.719,0.74,0.0,1.59,1.25,30.44,,,0.77
2.0,5.59,1.55,4.41,1.11,4.0,0.694,0.706,0.0,1.67,1.31,30.42,,,0.8
2.0500000000000003,5.71,1.59,4.97,1.15,4.14,0.682,0.777,0.0,1.75,1.38,30.41,,,0.82
2.1,5.84,1.62,4.68,1.19,4.27,0.687,0.73,0.0,1.83,1.44,30.4,,,0.85
2.15,5.96,1.66,5.26,1.23,4.41,0.702,0.793,0.0,1.91,1.51,30.39,,,0.87
2.2,6.09,1.69,4.96,1.26,4.55,0.68,0.749,0.0,1.99,1.58,30.37,,,0.9
2.25,6.2,1.72,5.55,1.3,4.69,0.656,0.799,0.0,2.08,1.66,30.36,,,0.92
2.3000000000000003,6.34,1.76,5.23,1.34,4.83,0.756,0.756,0.0,2.17,1.73,30.35,,,0.95
2.35,6.5,1.81,5.83,1.38,4.97,0.895,0.797,0.0,2.26,1.81,30.34,,,1.0
2.4000000000000004,6.67,1.85,5.5,1.42,5.11,0.962,0.76,0.0,2.35,1.89,30.33,,,1.05
2.45,6.85,1.9,6.11,1.46,5.25,0.969,0.794,0.0,2.44,1.97,30.32,,,1.1
2.5,7.02,1.95,5.78,1.5,5.39,0.927,0.76,0.0,2.54,2.06,30.3,,,1.16
2.5500000000000003,7.17,1.99,6.39,1.54,5.53,0.859,0.79,0.0,2.64,2.14,30.29,,,1.2
2.6,7.31,2.03,6.05,1.57,5.67,0.79,0.76,0.0,2.74,2.23,30.27,,,1.24
2.6500000000000004,7.44,2.07,6.68,1.61,5.81,0.737,0.786,0.0,2.84,2.32,30.26,,,1.27
2.7,7.57,2.1,6.33,1.65,5.95,0.71,0.764,0.0,2.94,2.41,30.25,,,1.31
2.75,7.69,2.14,6.96,1.69,6.09,0.63,0.785,0.0,3.05,2.5,30.24,,,1.33
2.8000000000000003,7.8,2.17,6.61,1.73,6.23,0.624,0.768,0.0,3.16,2.6,30.22,,,1.35
2.85,7.93,2.2,7.25,1.77,6.37,0.738,0.786,0.0,3.27,2.7,30.21,,,1.39
2.9000000000000004,8.08,2.24,6.9,1.81,6.51,0.833,0.775,0.0,3.38,2.79,30.2,,,1.44
2.95,8.24,2.29,7.53,1.85,6.65,0.908,0.79,0.0,3.49,2.9,30.19,,,1.49
3.0,8.42,2.34,7.19,1.89,6.79,0.948,0.786,0.0,3.61,3.0,30.17,,,1.55
3.0500000000000003,8.57,2.38,7.83,1.93,6.93,0.838,0.795,0.0,3.73,3.11,30.16,,,1.6
3.1,8.7,2.42,7.48,1.97,7.08,0.761,0.793,0.0,3.85,3.21,30.15,,,1.64
3.1500000000000004,8.85,2.46,8.12,2.01,7.22,0.814,0.799,0.0,3.97,3.32,30.14,,,1.69
3.2,9.0,2.5,7.77,2.05,7.36,0.843,0.801,0.0,4.09,3.43,30.12,,,1.74
3.25,9.16,2.54,8.41,2.09,7.51,0.861,0.804,0.0,4.22,3.55,30.11,,,1.79
3.3000000000000003,9.31,2.59,8.07,2.13,7.65,0.865,0.809,0.0,4.35,3.66,30.1,,,1.84
3.35,9.47,2.63,8.7,2.17,7.8,0.857,0.808,0.0,4.48,3.78,30.09,,,1.9
