Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Ego Pos Vel X (m/s),Ego Pos Vel Y (m/s),Ego Accel X (m/s²),Ego Accel Y (m/s²),Ego Accel Magnitude (m/s²),Ego Jerk (m/s³),RSS Safety Distance (m)
0.0,0.0,8.82,8.82,21.01,0.0,0.0,107.0,133.0,128.0,133.43,0.0,2.45,,,,,,,,,0.0
0.05,0.0,10.58,9.7,21.01,0.0,0.14,107.0,133.0,128.0,133.43,0.0,2.7,0.002,4.9,0.0,0.0,,,,,0.0
0.1,0.0,10.75,10.05,21.0,0.0,0.29,107.0,133.0,128.0,133.43,0.0,2.79,-0.004,1.936,0.0,0.0,0.0,0.0,0.0,,0.0
0.15000000000000002,0.0,7.77,9.48,21.0,0.0,0.42,107.0,133.0,128.0,133.43,0.0,2.63,0.002,-3.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,4.89,8.56,21.0,0.0,0.5,107.0,133.0,128.0,133.43,0.0,2.38,0.001,-5.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.29,7.18,21.0,0.0,0.53,107.0,133.0,128.0,133.43,0.0,2.0,-0.0,-7.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,1.26,6.34,21.0,0.0,0.54,107.0,133.0,128.0,133.43,0.0,1.76,-0.001,-4.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,0.04,1.82,5.77,21.0,0.0,0.56,107.0,133.0,128.0,133.43,0.01,1.6,0.237,-3.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.07,0.79,5.22,21.0,0.0,0.57,107.0,133.0,128.0,133.43,0.02,1.45,0.166,-3.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.05,0.76,4.77,21.0,0.0,0.58,107.0,133.0,128.0,133.43,0.01,1.33,-0.157,-2.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.07,0.71,3.96,21.0,0.0,0.58,107.0,133.0,128.0,133.43,0.02,1.1,0.156,-4.504,0.02,0.0,0.4,0.0,0.4,7.996,0.0
0.55,0.04,0.67,2.97,21.0,0.0,0.59,107.0,133.0,128.0,133.43,0.01,0.83,-0.174,-5.509,0.0,0.0,-0.4,0.0,0.4,-0.0,0.0
0.6000000000000001,0.08,0.63,1.96,21.0,0.0,0.6,107.0,133.0,128.0,133.43,0.02,0.54,0.216,-5.622,0.0,0.0,0.0,0.0,0.0,-7.996,0.0
0.65,0.03,0.59,1.24,21.0,0.0,0.6,107.0,133.0,128.0,133.43,0.01,0.34,-0.285,-3.989,0.02,0.0,0.4,0.0,0.4,7.996,0.0
0.7000000000000001,0.1,0.55,0.81,21.0,0.0,0.61,107.0,133.0,128.0,133.43,0.03,0.22,0.373,-2.412,0.0,0.0,-0.4,0.0,0.4,-0.0,0.0
0.75,0.01,0.52,0.83,21.0,0.0,0.61,107.0,133.0,128.0,133.43,0.0,0.23,-0.48,0.129,0.02,0.0,0.4,0.0,0.4,0.0,0.0
0.8,0.12,0.49,0.75,21.0,0.0,0.61,107.0,133.0,128.0,133.43,0.03,0.21,0.605,-0.43,0.02,0.0,-0.0,0.0,0.0,-7.996,0.0
0.8500000000000001,0.02,0.46,0.62,21.0,0.0,0.62,107.0,133.0,128.0,133.43,0.0,0.17,-0.574,-0.757,0.0,0.0,-0.4,0.0,0.4,7.996,0.0
0.9,0.15,0.43,0.58,21.0,0.01,0.62,107.01,133.0,128.0,133.43,0.04,0.16,0.738,-0.203,0.04,0.0,0.8,0.0,0.8,7.996,0.0
0.9500000000000001,0.05,0.4,0.54,21.0,0.01,0.63,107.01,133.0,128.0,133.43,0.01,0.15,-0.566,-0.199,0.02,0.0,-0.397,0.0,0.397,-8.057,0.0
1.0,0.18,0.75,0.55,21.0,0.01,0.64,107.01,133.0,128.01,133.43,0.05,0.15,0.74,0.022,0.04,0.0,0.397,0.0,0.397,0.0,0.0
1.05,0.08,1.29,0.61,21.02,0.01,0.65,107.01,133.0,128.02,133.43,0.02,0.17,-0.538,0.346,0.02,0.0,-0.4,0.0,0.4,0.061,0.0
1.1,0.22,0.81,0.63,21.03,0.01,0.67,107.01,133.0,128.04,133.43,0.06,0.17,0.775,0.1,0.06,0.02,0.8,0.403,0.895,9.91,0.0
1.1500000000000001,0.14,1.5,0.72,21.05,0.02,0.69,107.01,133.0,128.06,133.43,0.04,0.2,-0.475,0.505,0.04,0.0,-0.4,-0.403,0.568,-6.555,0.0
1.2000000000000002,0.28,1.02,0.77,21.06,0.02,0.7,107.02,133.0,128.07,133.43,0.08,0.21,0.807,0.26,0.06,0.0,0.4,0.0,0.4,-3.355,0.0
1.25,0.5,1.73,0.89,21.08,0.02,0.73,107.02,133.0,128.1,133.43,0.14,0.25,1.232,0.671,0.1,0.0,0.803,0.0,0.803,8.057,0.0
1.3,0.71,1.26,0.96,21.09,0.03,0.74,107.03,133.0,128.11,133.43,0.2,0.27,1.118,0.43,0.18,0.0,1.596,0.0,1.596,15.869,0.0
1.35,0.8,1.97,1.12,21.1,0.04,0.77,107.04,133.0,128.14,133.43,0.22,0.31,0.512,0.844,0.22,0.02,0.803,0.397,0.895,-14.015,0.0
1.4000000000000001,0.94,1.52,1.22,21.11,0.05,0.79,107.05,133.0,128.16,133.43,0.26,0.34,0.793,0.606,0.22,0.0,0.0,-0.397,0.397,-9.972,0.0
1.4500000000000002,0.99,2.23,1.41,21.13,0.07,0.82,107.07,133.0,128.19,133.43,0.27,0.39,0.248,1.019,0.28,0.02,1.199,0.403,1.265,17.369,0.0
1.5,1.01,1.79,1.51,21.14,0.08,0.85,107.08,133.0,128.22,133.43,0.28,0.42,0.15,0.574,0.28,0.0,0.0,-0.403,0.403,-17.247,0.0
1.55,1.14,2.5,1.63,21.16,0.1,0.88,107.1,133.0,128.25,133.43,0.32,0.45,0.703,0.672,0.28,0.02,-0.0,0.397,0.397,-0.122,0.0
1.6,1.09,2.06,1.76,21.17,0.11,0.91,107.11,133.01,128.28,133.43,0.3,0.49,-0.274,0.696,0.3,0.02,0.4,0.006,0.4,0.062,0.0
1.6500000000000001,1.18,2.78,1.89,21.2,0.13,0.95,107.13,133.01,128.32,133.43,0.33,0.52,0.479,0.711,0.32,0.0,0.4,-0.403,0.568,3.354,0.0
1.7000000000000002,1.37,2.34,2.02,21.21,0.15,0.98,107.14,133.01,128.35,133.43,0.38,0.56,1.064,0.736,0.36,0.02,0.8,0.397,0.893,6.501,0.0
1.75,1.52,3.06,2.15,21.23,0.17,1.02,107.17,133.01,128.39,133.43,0.42,0.6,0.862,0.74,0.42,0.02,1.202,0.006,1.202,6.197,0.0
1.8,1.63,2.63,2.29,21.25,0.19,1.06,107.19,133.01,128.43,133.43,0.45,0.64,0.612,0.762,0.44,0.02,0.4,-0.006,0.4,-16.052,0.0
1.85,1.62,3.34,2.43,21.27,0.21,1.11,107.21,133.01,128.48,133.43,0.45,0.67,-0.06,0.761,0.46,0.02,0.397,0.006,0.397,-0.061,0.0
1.9000000000000001,1.72,2.92,2.57,21.29,0.23,1.15,107.23,133.01,128.52,133.43,0.48,0.71,0.563,0.78,0.46,0.02,0.003,-0.006,0.007,-7.799,0.0
1.9500000000000002,1.57,3.63,2.71,21.31,0.26,1.2,107.26,133.01,128.57,133.43,0.43,0.75,-0.875,0.776,0.46,0.04,0.0,0.403,0.403,7.92,0.0
2.0,1.68,3.21,2.85,21.34,0.28,1.24,107.28,133.01,128.61,133.43,0.47,0.79,0.618,0.792,0.44,0.02,-0.403,-0.397,0.565,3.251,0.0
2.0500000000000003,1.7,3.92,2.99,21.37,0.3,1.3,107.3,133.01,128.67,133.43,0.47,0.83,0.111,0.788,0.46,0.02,0.403,-0.0,0.403,-3.251,0.0
2.1,1.79,3.5,3.13,21.39,0.33,1.35,107.33,133.01,128.72,133.43,0.5,0.87,0.516,0.801,0.48,0.02,0.397,-0.006,0.397,-0.121,0.0
2.15,1.9,4.21,3.28,21.42,0.35,1.4,107.35,133.02,128.77,133.43,0.53,0.91,0.609,0.794,0.54,0.02,1.202,0.006,1.202,16.113,0.0
2.2,2.05,3.79,3.42,21.45,0.38,1.46,107.38,133.02,128.83,133.43,0.57,0.95,0.855,0.805,0.56,0.04,0.4,0.397,0.563,-12.784,0.0
2.25,2.1,4.5,3.57,21.48,0.41,1.52,107.41,133.02,128.89,133.43,0.58,0.99,0.267,0.799,0.58,0.02,0.403,-0.403,0.57,0.129,0.0
2.3000000000000003,2.23,4.09,3.71,21.51,0.44,1.58,107.44,133.02,128.95,133.43,0.62,1.03,0.733,0.808,0.6,0.02,0.397,0.006,0.397,-3.458,0.0
2.35,2.32,4.79,3.86,21.54,0.47,1.64,107.47,133.02,129.01,133.43,0.64,1.07,0.458,0.801,0.62,0.04,0.4,0.397,0.563,3.329,0.0
2.4000000000000004,2.41,4.38,4.0,21.57,0.5,1.7,107.5,133.02,129.07,133.43,0.67,1.11,0.499,0.808,0.66,0.04,0.8,-0.0,0.8,4.727,0.0
2.45,2.5,5.07,4.15,21.61,0.54,1.77,107.54,133.02,129.14,133.43,0.7,1.15,0.55,0.802,0.7,0.02,0.803,-0.403,0.898,1.969,0.0
2.5,2.61,4.67,4.29,21.64,0.58,1.84,107.57,133.03,129.21,133.43,0.72,1.19,0.571,0.809,0.7,0.04,-0.003,0.403,0.403,-9.904,0.0
2.5500000000000003,2.7,5.36,4.44,21.67,0.61,1.91,107.61,133.03,129.28,133.43,0.75,1.23,0.535,0.802,0.74,0.04,0.803,0.006,0.803,7.996,0.0
2.6,2.81,4.96,4.58,21.71,0.65,1.98,107.65,133.03,129.35,133.43,0.78,1.27,0.605,0.808,0.76,0.04,0.4,-0.006,0.4,-8.056,0.0
