Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Lead Braking Distance (m),Braking Phase
1.75,1.4,3.18,2.25,31.26,0.15,1.14,0.389,0.625,1.0,0.778,1.5,,
1.8,1.45,2.75,2.39,31.28,0.17,1.18,0.403,0.664,0.278,0.778,1.5,,
1.85,1.6,3.47,2.53,31.3,0.19,1.23,0.444,0.703,0.833,0.778,1.5,,
1.9,1.74,3.05,2.67,31.32,0.22,1.27,0.483,0.742,0.778,0.778,0.0,,
1.95,1.81,3.77,2.82,31.35,0.24,1.32,0.503,0.783,0.389,0.833,0.0,,
2.0,2.01,3.35,2.97,31.37,0.27,1.37,0.558,0.825,1.111,0.833,0.0,,
2.05,2.1,4.07,3.11,31.4,0.3,1.43,0.583,0.864,0.5,0.778,0.0,,
2.1,2.2,3.65,3.26,31.42,0.33,1.48,0.611,0.906,0.556,0.833,0.0,,
2.15,2.29,4.37,3.41,31.45,0.36,1.54,0.636,0.947,0.5,0.833,0.0,,
2.2,2.37,3.95,3.56,31.47,0.39,1.59,0.658,0.989,0.444,0.833,0.0,,
2.25,2.44,4.66,3.71,31.5,0.42,1.66,0.678,1.031,0.389,0.833,0.0,,
2.3,2.5,4.25,3.86,31.53,0.46,1.72,0.694,1.072,0.333,0.833,0.0,,
2.35,2.57,4.96,4.01,31.56,0.49,1.79,0.714,1.114,0.389,0.833,0.0,,
2.4,2.66,4.55,4.16,31.59,0.53,1.85,0.739,1.156,0.5,0.833,0.0,,
2.45,2.77,5.26,4.31,31.62,0.57,1.92,0.769,1.197,0.611,0.833,0.0,,
2.5,2.89,4.85,4.46,31.65,0.61,1.99,0.803,1.239,0.667,0.833,0.0,,
2.55,3.04,5.55,4.61,31.69,0.65,2.07,0.844,1.281,0.833,0.833,0.0,,
2.6,3.2,5.16,4.76,31.72,0.69,2.14,0.889,1.322,0.889,0.833,0.0,,
2.65,3.35,5.85,4.91,31.75,0.74,2.22,0.931,1.364,0.833,0.833,0.0,,
2.7,3.5,5.46,5.06,31.78,0.79,2.3,0.972,1.406,0.833,0.833,0.0,,
2.75,3.64,6.15,5.21,31.81,0.84,2.38,1.011,1.447,0.778,0.833,0.0,,
2.8,3.75,5.76,5.36,31.84,0.89,2.46,1.042,1.489,0.611,0.833,0.0,,
2.85,3.86,6.45,5.51,31.88,0.94,2.55,1.072,1.531,0.611,0.833,0.0,,
2.9,3.97,6.07,5.66,31.91,1.0,2.64,1.103,1.572,0.611,0.833,0.0,,
2.95,4.07,6.75,5.81,31.95,1.05,2.73,1.131,1.614,0.556,0.833,0.0,,
3.0,4.18,6.37,5.96,31.98,1.11,2.82,1.161,1.656,0.611,0.833,0.0,,
3.05,4.3,7.05,6.11,32.02,1.17,2.91,1.194,1.697,0.667,0.833,0.0,,
3.1,4.43,6.68,6.26,32.05,1.23,3.01,1.231,1.739,0.722,0.833,0.0,,
3.15,4.56,7.35,6.41,32.09,1.29,3.11,1.267,1.781,0.722,0.833,0.0,,
3.2,4.7,6.98,6.56,32.12,1.36,3.21,1.306,1.822,0.778,0.833,0.0,,
3.25,4.84,7.65,6.71,32.16,1.42,3.31,1.344,1.864,0.778,0.833,0.0,,
3.3,4.95,7.28,6.87,32.2,1.49,3.42,1.375,1.908,0.611,0.889,0.0,,
3.35,5.06,7.95,7.01,32.23,1.56,3.52,1.406,1.947,0.611,0.778,0.0,,
3.4,5.18,7.58,7.17,32.27,1.63,3.63,1.439,1.992,0.667,0.889,0.0,,
3.45,5.29,8.24,7.31,32.31,1.7,3.74,1.469,2.031,0.611,0.778,0.0,,
3.5,5.4,7.89,7.47,32.35,1.78,3.86,1.5,2.075,0.611,0.889,0.0,,
3.55,5.53,8.54,7.61,32.39,1.86,3.97,1.536,2.114,0.722,0.778,0.0,,
3.6,5.66,8.18,7.77,32.43,1.93,4.09,1.572,2.158,0.722,0.889,0.0,,
3.65,5.77,8.83,7.91,32.47,2.01,4.21,1.603,2.197,0.611,0.778,0.0,,
3.7,5.89,8.48,8.06,32.51,2.09,4.33,1.636,2.239,0.667,0.833,0.0,,
3.75,6.03,9.12,8.21,32.55,2.18,4.45,1.675,2.281,0.778,0.833,0.0,,
3.8,6.18,8.77,8.36,32.59,2.26,4.58,1.717,2.322,0.833,0.833,0.0,,
3.85,6.32,9.41,8.5,32.63,2.35,4.71,1.756,2.361,0.778,0.778,0.0,,
3.9,6.41,9.07,8.65,32.67,2.44,4.83,1.781,2.403,0.5,0.833,0.0,,
3.95,6.47,9.69,8.8,32.71,2.53,4.97,1.797,2.444,0.333,0.833,0.0,,
4.0,6.52,9.36,8.94,32.75,2.62,5.1,1.811,2.483,0.278,0.778,0.0,,
4.05,6.59,9.97,9.09,32.8,2.71,5.23,1.831,2.525,0.389,0.833,0.0,,
4.1,6.69,9.64,9.23,32.84,2.8,5.37,1.858,2.564,0.556,0.778,0.0,,
4.15,6.82,10.26,9.38,32.89,2.89,5.51,1.894,2.606,0.722,0.833,0.0,,
4.2,6.94,9.93,9.52,32.93,2.99,5.65,1.928,2.644,0.667,0.778,0.0,,
4.25,7.07,10.54,9.66,32.98,3.09,5.8,1.964,2.683,0.722,0.778,0.0,,
4.3,7.21,10.22,9.81,33.02,3.19,5.94,2.003,2.725,0.778,0.833,0.0,,
4.35,7.34,10.82,9.95,33.07,3.29,6.09,2.039,2.764,0.722,0.778,0.0,,
4.4,7.45,10.5,10.09,33.12,3.39,6.23,2.069,2.803,0.611,0.778,0.0,,
4.45,7.57,11.09,10.23,33.17,3.5,6.39,2.103,2.842,0.667,0.778,0.0,,
4.5,7.68,10.78,10.38,33.21,3.6,6.54,2.133,2.883,0.611,0.833,0.0,,
4.55,7.81,11.37,10.52,33.26,3.71,6.7,2.169,2.922,0.722,0.778,0.0,,
4.6,7.95,11.07,10.66,33.31,3.82,6.85,2.208,2.961,0.778,0.778,0.0,,
4.65,8.09,11.66,10.8,33.35,3.93,7.01,2.247,3.0,0.778,0.778,0.0,,
4.7,8.23,11.36,10.94,33.4,4.04,7.17,2.286,3.039,0.778,0.778,0.0,,
4.75,8.36,11.94,11.08,33.45,4.16,7.33,2.322,3.078,0.722,0.778,0.0,,
4.8,8.48,11.65,11.22,33.5,4.28,7.5,2.356,3.117,0.667,0.778,0.0,,
4.85,8.61,12.23,11.37,33.55,4.4,7.67,2.392,3.158,0.722,0.833,0.0,,
4.9,8.77,11.93,11.51,33.59,4.52,7.83,2.436,3.197,0.889,0.778,0.0,,
4.95,8.93,12.51,11.65,33.64,4.64,8.01,2.481,3.236,0.889,0.778,0.0,,
5.0,9.1,12.22,11.79,33.69,4.76,8.18,2.528,3.275,0.944,0.778,0.0,,
5.05,9.27,12.79,11.94,33.74,4.89,8.35,2.575,3.317,0.944,0.833,0.0,,
5.1,9.43,12.52,12.08,33.78,5.02,8.53,2.619,3.356,0.889,0.778,0.0,,
5.15,9.57,13.08,12.22,33.83,5.15,8.71,2.658,3.394,0.778,0.778,0.0,,
5.2,9.71,12.81,12.37,33.88,5.29,8.89,2.697,3.436,0.778,0.833,0.0,,
5.25,9.84,13.36,12.51,33.92,5.43,9.07,2.733,3.475,0.722,0.778,0.0,,
5.3,9.97,13.1,12.65,33.97,5.56,9.26,2.769,3.514,0.722,0.778,0.0,,
5.35,10.1,13.65,12.8,34.02,5.7,9.44,2.806,3.556,0.722,0.833,0.0,,
5.4,10.23,13.39,12.94,34.06,5.84,9.63,2.842,3.594,0.722,0.778,0.0,,
5.45,10.38,13.94,13.09,34.11,5.99,9.82,2.883,3.636,0.833,0.833,0.0,,
5.5,10.53,13.68,13.23,34.16,6.13,10.01,2.925,3.675,0.833,0.778,0.0,,
5.55,10.68,14.23,13.37,34.21,6.28,10.21,2.967,3.714,0.833,0.778,0.0,,
5.6,10.84,13.98,13.52,34.26,6.43,10.41,3.011,3.756,0.889,0.833,0.0,,
5.65,11.0,14.52,13.66,34.3,6.58,10.61,3.056,3.794,0.889,0.778,0.0,,
5.7,11.13,14.28,13.81,34.35,6.74,10.81,3.092,3.836,0.722,0.833,0.0,,
5.75,11.26,14.81,13.96,34.4,6.89,11.01,3.128,3.878,0.722,0.833,0.0,,
5.8,11.4,14.58,14.1,34.45,7.05,11.21,3.167,3.917,0.778,0.778,0.0,,
5.85,11.55,15.1,14.25,34.5,7.21,11.42,3.208,3.958,0.833,0.833,0.0,,
5.9,11.71,14.88,14.4,34.54,7.37,11.63,3.253,4.0,0.889,0.833,0.0,,
5.95,11.85,15.4,14.55,34.59,7.53,11.84,3.292,4.042,0.778,0.833,0.0,,
6.0,11.99,15.18,14.69,34.64,7.7,12.06,3.331,4.081,0.778,0.778,0.0,,
6.05,12.15,15.69,14.84,34.69,7.87,12.27,3.375,4.122,0.889,0.833,0.0,,
6.1,12.31,15.48,14.99,34.73,8.04,12.49,3.419,4.164,0.889,0.833,0.0,,
6.15,12.48,15.98,15.14,34.78,8.21,12.71,3.467,4.206,0.944,0.833,0.0,,
6.2,12.64,15.78,15.29,34.83,8.38,12.93,3.511,4.247,0.889,0.833,0.0,,
6.25,12.81,16.27,15.43,34.88,8.56,13.16,3.558,4.286,0.944,0.778,0.0,,
6.3,12.96,16.09,15.59,34.92,8.74,13.38,3.6,4.331,0.833,0.889,0.0,,
6.35,13.12,16.57,15.73,34.97,8.92,13.61,3.644,4.369,0.889,0.778,0.0,,
6.4,13.26,16.39,15.88,35.01,9.11,13.84,3.683,4.411,0.778,0.833,0.0,,
6.45,13.41,16.86,16.03,35.06,9.29,14.07,3.725,4.453,0.833,0.833,0.0,,
6.5,13.55,16.69,16.18,35.11,9.48,14.3,3.764,4.494,0.778,0.833,0.0,,
6.55,13.7,17.14,16.33,35.15,9.67,14.54,3.806,4.536,0.833,0.833,0.0,,
6.6,13.85,16.98,16.48,35.2,9.86,14.78,3.847,4.578,0.833,0.833,0.0,,
6.65,14.0,17.43,16.62,35.25,10.05,15.02,3.889,4.617,0.833,0.778,0.0,,
6.7,14.14,17.28,16.77,35.29,10.25,15.26,3.928,4.658,0.778,0.833,0.0,,
6.75,14.28,17.71,16.91,35.34,10.45,15.5,3.967,4.697,0.778,0.778,0.0,,
6.8,14.43,17.58,17.06,35.39,10.64,15.75,4.008,4.739,0.833,0.833,0.0,,
6.85,14.57,17.86,17.19,35.43,10.85,16.0,4.047,4.775,0.778,0.722,0.0,,
6.9,14.72,18.01,17.35,35.48,11.05,16.25,4.089,4.819,0.833,0.889,0.0,,
6.95,14.89,18.15,17.48,35.52,11.26,16.5,4.136,4.856,0.944,0.722,0.0,,
7.0,15.05,18.83,17.7,35.57,11.46,16.75,4.181,4.917,0.889,1.222,0.0,,
7.05,15.17,17.97,17.78,35.61,11.67,17.0,4.214,4.939,0.667,0.444,0.0,,
7.1,15.25,18.44,17.93,35.65,11.89,17.26,4.236,4.981,0.444,0.833,0.0,,
7.15,15.32,18.59,18.04,35.7,12.1,17.52,4.256,5.011,0.389,0.611,0.0,,
7.2,15.39,18.94,18.21,35.75,12.31,17.78,4.275,5.058,0.389,0.944,0.0,,
7.25,15.46,18.88,18.33,35.8,12.53,18.04,4.294,5.092,0.389,0.667,0.0,,
7.3,15.57,19.16,18.48,35.85,12.74,18.31,4.325,5.133,0.611,0.833,0.0,,
7.35,15.7,19.08,18.61,35.9,12.96,18.57,4.361,5.169,0.722,0.722,0.0,,
7.4,15.86,19.33,18.74,35.94,13.18,18.84,4.406,5.206,0.889,0.722,0.0,,
7.45,16.04,19.24,18.85,35.99,13.4,19.11,4.456,5.236,1.0,0.611,0.0,,
7.5,16.22,19.47,18.91,36.04,13.62,19.38,4.506,5.253,1.0,0.333,0.0,,
7.55,16.4,19.36,19.05,36.08,13.85,19.65,4.556,5.292,1.0,0.778,0.0,,
7.6,16.55,19.59,19.16,36.12,14.08,19.92,4.597,5.322,0.833,0.611,0.0,,
7.65,16.69,19.47,19.25,36.16,14.31,20.19,4.636,5.347,0.778,0.5,0.0,,
7.7,16.82,19.68,19.33,36.2,14.54,20.46,4.672,5.369,0.722,0.444,0.0,,
7.75,16.93,19.55,19.39,36.24,14.78,20.73,4.703,5.386,0.611,0.333,0.0,,
7.8,17.04,20.08,19.48,36.28,15.01,21.01,4.733,5.411,0.611,0.5,0.0,,
7.85,17.15,19.91,19.57,36.32,15.25,21.29,4.764,5.436,0.611,0.5,0.0,,
7.9,17.28,20.08,19.64,36.36,15.49,21.57,4.8,5.456,0.722,0.389,0.0,,
7.95,17.4,19.91,19.71,36.4,15.73,21.85,4.833,5.475,0.667,0.389,0.0,,
8.0,17.53,20.08,19.77,36.43,15.98,22.12,4.869,5.492,0.722,0.333,0.0,,
8.05,17.68,19.91,19.82,36.46,16.22,22.4,4.911,5.506,0.833,0.278,0.0,,
8.1,17.84,20.08,19.87,36.5,16.47,22.68,4.956,5.519,0.889,0.278,0.0,,
8.15,18.01,19.91,19.92,36.52,16.72,22.96,5.003,5.533,0.944,0.278,0.0,,
8.2,18.17,20.08,19.96,36.55,16.97,23.24,5.047,5.544,0.889,0.222,0.0,,
8.25,18.31,19.91,19.99,36.57,17.22,23.51,5.086,5.553,0.778,0.167,0.0,,
8.3,18.45,20.08,19.99,36.6,17.48,23.79,5.125,5.553,0.778,0.0,0.0,,
8.35,18.6,19.91,19.99,36.62,17.73,24.07,5.167,5.553,0.833,0.0,0.0,,
8.4,18.75,20.08,19.99,36.64,17.99,24.35,5.208,5.553,0.833,0.0,0.0,,
8.45,18.9,19.91,19.99,36.65,18.26,24.62,5.25,5.553,0.833,0.0,0.0,,
8.5,19.05,20.08,19.99,36.66,18.52,24.9,5.292,5.553,0.833,0.0,0.0,,
8.55,19.19,19.91,19.99,36.68,18.79,25.18,5.331,5.553,0.778,0.0,0.0,,
8.6,19.31,20.08,19.99,36.69,19.05,25.46,5.364,5.553,0.667,0.0,0.0,,
8.65,19.45,19.91,19.99,36.69,19.32,25.73,5.403,5.553,0.778,0.0,0.0,,
8.7,19.59,20.08,19.99,36.7,19.59,26.01,5.442,5.553,0.778,0.0,0.0,,
8.75,19.72,19.91,19.99,36.71,19.87,26.29,5.478,5.553,0.722,0.0,0.0,,
8.8,19.89,20.08,19.99,36.71,20.14,26.57,5.525,5.553,0.944,0.0,0.0,,
8.85,20.09,19.91,19.99,36.71,20.42,26.84,5.581,5.553,1.111,0.0,0.0,,
8.9,20.32,20.08,19.99,36.71,20.7,27.12,5.644,5.553,1.278,0.0,0.0,,
8.95,20.58,19.91,19.99,36.7,20.98,27.4,5.717,5.553,1.444,0.0,0.0,,
9.0,20.82,20.08,19.99,36.69,21.27,27.68,5.783,5.553,1.333,0.0,0.0,,
9.05,21.01,19.91,19.99,36.67,21.56,27.96,5.836,5.553,1.056,0.0,0.0,,
9.1,21.15,20.08,19.99,36.66,21.86,28.23,5.875,5.553,0.778,0.0,0.0,,
9.15,21.21,19.91,19.99,36.64,22.15,28.51,5.892,5.553,0.333,0.0,0.0,,
9.2,21.2,20.08,19.99,36.63,22.45,28.79,5.889,5.553,-0.056,0.0,0.0,,
9.25,21.15,19.91,19.99,36.61,22.74,29.07,5.875,5.553,-0.278,0.0,0.0,,
9.3,21.08,20.08,19.99,36.6,23.03,29.35,5.856,5.553,-0.389,0.0,0.0,,
9.35,21.01,19.91,19.99,36.58,23.32,29.62,5.836,5.553,-0.389,0.0,0.0,,
9.4,20.97,20.08,19.99,36.57,23.62,29.9,5.825,5.553,-0.222,0.0,0.0,,
9.45,20.97,19.91,19.99,36.55,23.91,30.18,5.825,5.553,0.0,0.0,0.0,,
9.5,21.0,20.08,19.99,36.54,24.2,30.46,5.833,5.553,0.167,0.0,0.0,,
9.55,21.05,19.91,19.99,36.53,24.49,30.73,5.847,5.553,0.278,0.0,0.0,,
9.6,21.11,20.08,19.99,36.51,24.78,31.01,5.864,5.553,0.333,0.0,0.0,,
9.65,21.16,19.91,19.99,36.49,25.08,31.29,5.878,5.553,0.278,0.0,0.0,,
9.7,21.19,20.08,19.99,36.48,25.37,31.57,5.886,5.553,0.167,0.0,0.0,,
9.75,21.19,19.91,19.99,36.46,25.67,31.84,5.886,5.553,0.0,0.0,0.0,,
9.8,21.16,20.08,19.99,36.45,25.96,32.12,5.878,5.553,-0.167,0.0,0.0,,
9.85,21.1,19.91,19.99,36.43,26.25,32.4,5.861,5.553,-0.333,0.0,0.0,,
9.9,21.01,20.08,19.99,36.41,26.55,32.68,5.836,5.553,-0.5,0.0,0.0,,
9.95,20.92,19.91,19.99,36.4,26.84,32.95,5.811,5.553,-0.5,0.0,0.0,,
10.0,20.83,20.08,19.99,36.39,27.13,33.23,5.786,5.553,-0.5,0.0,0.0,,
10.05,20.74,19.91,19.99,36.38,27.41,33.51,5.761,5.553,-0.5,0.0,0.0,,
10.1,20.67,20.08,19.99,36.37,27.7,33.79,5.742,5.553,-0.389,0.0,0.0,,
10.15,20.61,19.91,19.99,36.36,27.99,34.07,5.725,5.553,-0.333,0.0,0.0,,
10.2,20.57,20.08,19.99,36.35,28.27,34.34,5.714,5.553,-0.222,0.0,0.0,,
10.25,20.54,19.91,19.99,36.34,28.56,34.62,5.706,5.553,-0.167,0.0,0.0,,
10.3,20.49,20.08,19.99,36.34,28.84,34.9,5.692,5.553,-0.278,0.0,0.0,,
10.35,20.44,19.91,19.99,36.33,29.13,35.18,5.678,5.553,-0.278,0.0,0.0,,
10.4,20.37,20.08,19.99,36.33,29.41,35.46,5.658,5.553,-0.389,0.0,0.0,,
10.45,20.3,19.91,19.99,36.32,29.69,35.73,5.639,5.553,-0.389,0.0,0.0,,
10.5,20.22,20.08,19.99,36.32,29.98,36.01,5.617,5.553,-0.444,0.0,0.0,,
10.55,20.11,19.91,19.99,36.31,30.26,36.29,5.586,5.553,-0.611,0.0,0.0,,
10.6,19.99,20.08,19.99,36.31,30.53,36.57,5.553,5.553,-0.667,0.0,0.0,,
10.65,19.87,19.91,19.99,36.31,30.81,36.84,5.519,5.553,-0.667,0.0,0.0,,
10.7,19.77,20.08,19.99,36.32,31.09,37.12,5.492,5.553,-0.556,0.0,0.0,,
10.75,19.69,19.91,19.99,36.32,31.36,37.4,5.469,5.553,-0.444,0.0,0.0,,
10.8,19.65,20.08,19.99,36.33,31.63,37.68,5.458,5.553,-0.222,0.0,0.0,,
10.85,19.65,19.91,19.99,36.33,31.91,37.95,5.458,5.553,0.0,0.0,0.0,,
10.9,19.69,20.08,19.99,36.34,32.18,38.23,5.469,5.553,0.222,0.0,0.0,,
10.95,19.73,19.91,19.99,36.34,32.45,38.51,5.481,5.553,0.222,0.0,0.0,,
11.0,19.79,20.08,19.99,36.34,32.73,38.79,5.497,5.553,0.333,0.0,0.0,,
11.05,19.85,19.91,19.99,36.34,33.0,39.06,5.514,5.553,0.333,0.0,0.0,,
11.1,19.89,20.08,19.99,36.35,33.28,39.34,5.525,5.553,0.222,0.0,0.0,,
11.15,19.91,19.91,19.99,36.35,33.56,39.62,5.531,5.553,0.111,0.0,0.0,,
11.2,19.9,20.08,19.99,36.35,33.83,39.9,5.528,5.553,-0.056,0.0,0.0,,
11.25,19.88,19.91,19.99,36.35,34.11,40.18,5.522,5.553,-0.111,0.0,0.0,,
11.3,19.86,20.08,19.99,36.35,34.38,40.45,5.517,5.553,-0.111,0.0,0.0,,
11.35,19.86,19.91,19.99,36.35,34.66,40.73,5.517,5.553,0.0,0.0,0.0,,
11.4,19.88,20.08,19.99,36.36,34.94,41.01,5.522,5.553,0.111,0.0,0.0,,
11.45,19.92,19.91,19.99,36.36,35.21,41.29,5.533,5.553,0.222,0.0,0.0,,
11.5,20.0,20.08,19.99,36.36,35.49,41.57,5.556,5.553,0.444,0.0,0.0,,
11.55,20.09,19.91,19.99,36.36,35.77,41.84,5.581,5.553,0.5,0.0,0.0,,
11.6,20.2,20.08,19.99,36.36,36.05,42.12,5.611,5.553,0.611,0.0,0.0,,
11.65,20.29,19.91,19.99,36.35,36.33,42.4,5.636,5.553,0.5,0.0,0.0,,
11.7,20.36,20.08,19.99,36.35,36.61,42.68,5.656,5.553,0.389,0.0,0.0,,
11.75,20.38,19.91,19.99,36.34,36.89,42.95,5.661,5.553,0.111,0.0,0.0,,
11.8,20.35,20.08,19.99,36.34,37.18,43.23,5.653,5.553,-0.167,0.0,0.0,,
11.85,20.27,19.91,19.99,36.33,37.46,43.51,5.631,5.553,-0.444,0.0,0.0,,
11.9,20.18,20.08,19.99,36.33,37.74,43.79,5.606,5.553,-0.5,0.0,0.0,,
11.95,20.07,19.91,19.99,36.33,38.02,44.06,5.575,5.553,-0.611,0.0,0.0,,
12.0,19.97,20.08,19.99,36.33,38.3,44.34,5.547,5.553,-0.556,0.0,0.0,,
12.05,19.88,19.91,19.99,36.33,38.57,44.62,5.522,5.553,-0.5,0.0,0.0,,
12.1,19.82,20.08,19.99,36.33,38.85,44.9,5.506,5.553,-0.333,0.0,0.0,,
12.15,19.81,19.91,19.99,36.33,39.12,45.17,5.503,5.553,-0.056,0.0,0.0,,
12.2,19.85,20.08,19.99,36.34,39.4,45.45,5.514,5.553,0.222,0.0,0.0,,
12.25,19.93,19.91,19.99,36.34,39.68,45.73,5.536,5.553,0.444,0.0,0.0,,
12.3,20.03,20.08,19.99,36.34,39.95,46.01,5.564,5.553,0.556,0.0,0.0,,
12.35,20.14,19.91,19.99,36.33,40.23,46.29,5.594,5.553,0.611,0.0,0.0,,
12.4,20.23,20.08,19.99,36.33,40.51,46.56,5.619,5.553,0.5,0.0,0.0,,
12.45,20.28,19.91,19.99,36.33,40.8,46.84,5.633,5.553,0.278,0.0,0.0,,
12.5,20.28,20.08,19.99,36.33,41.08,47.12,5.633,5.553,0.0,0.0,0.0,,
12.55,20.21,19.91,19.99,36.32,41.36,47.4,5.614,5.553,-0.389,0.0,0.0,,
12.6,20.11,20.08,19.99,36.32,41.64,47.67,5.586,5.553,-0.556,0.0,0.0,,
12.65,19.99,19.91,19.99,36.32,41.92,47.95,5.553,5.553,-0.667,0.0,0.0,,
12.7,19.87,20.08,19.99,36.32,42.19,48.23,5.519,5.553,-0.667,0.0,0.0,,
12.75,19.74,19.91,19.99,36.32,42.47,48.51,5.483,5.553,-0.722,0.0,0.0,,
12.8,19.62,20.08,19.99,36.33,42.74,48.79,5.45,5.553,-0.667,0.0,0.0,,
12.85,19.53,19.91,19.99,36.33,43.01,49.06,5.425,5.553,-0.5,0.0,0.0,,
12.9,19.48,20.08,19.99,36.34,43.28,49.34,5.411,5.553,-0.278,0.0,0.0,,
12.95,19.47,19.91,19.99,36.35,43.55,49.62,5.408,5.553,-0.056,0.0,0.0,,
13.0,19.51,20.08,19.99,36.35,43.82,49.9,5.419,5.553,0.222,0.0,0.0,,
13.05,19.58,19.91,19.99,36.36,44.1,50.17,5.439,5.553,0.389,0.0,0.0,,
13.1,19.66,20.08,19.99,36.37,44.37,50.45,5.461,5.553,0.444,0.0,0.0,,
13.15,19.75,19.91,19.99,36.37,44.64,50.73,5.486,5.553,0.5,0.0,0.0,,
13.2,19.83,20.08,19.99,36.37,44.92,51.01,5.508,5.553,0.444,0.0,0.0,,
13.25,19.89,19.91,19.99,36.37,45.19,51.28,5.525,5.553,0.333,0.0,0.0,,
13.3,19.93,20.08,19.99,36.38,45.47,51.56,5.536,5.553,0.222,0.0,0.0,,
13.35,19.95,19.91,19.99,36.38,45.75,51.84,5.542,5.553,0.111,0.0,0.0,,
13.4,19.98,20.08,19.99,36.38,46.02,52.12,5.55,5.553,0.167,0.0,0.0,,
13.45,20.01,19.91,19.99,36.38,46.3,52.4,5.558,5.553,0.167,0.0,0.0,,
13.5,20.05,20.08,19.99,36.38,46.58,52.67,5.569,5.553,0.222,0.0,0.0,,
