Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Ego Pos Vel X (m/s),Ego Pos Vel Y (m/s),Ego Accel X (m/s²),Ego Accel Y (m/s²),Ego Accel Magnitude (m/s²),Ego Jerk (m/s³),RSS Safety Distance (m)
0.0,0.0,7.06,7.06,31.01,0.0,0.0,107.0,133.0,138.0,133.43,0.0,1.96,,,,,,,,,0.0
0.05,0.0,8.82,7.94,31.01,0.0,0.11,107.0,133.0,138.0,133.43,0.0,2.21,0.005,4.9,0.0,0.0,,,,,0.0
0.1,0.0,10.58,8.82,31.0,0.0,0.25,107.0,133.0,138.0,133.43,0.0,2.45,0.002,4.9,0.0,0.0,0.0,0.0,0.0,,0.0
0.15000000000000002,0.0,10.75,9.3,31.0,0.0,0.41,107.0,133.0,138.0,133.43,0.0,2.58,-0.004,2.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,7.77,9.0,31.0,0.0,0.53,107.0,133.0,138.0,133.43,0.0,2.5,0.002,-1.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,4.89,8.31,31.0,0.0,0.61,107.0,133.0,138.0,133.43,0.0,2.31,0.001,-3.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,0.29,7.17,31.0,0.0,0.64,107.0,133.0,138.0,133.43,0.0,1.99,-0.0,-6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,0.01,1.26,6.43,31.0,0.0,0.65,107.0,133.0,138.0,133.43,0.0,1.79,0.038,-4.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.03,0.96,5.82,31.0,0.0,0.66,107.0,133.0,138.0,133.43,0.01,1.62,0.102,-3.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.01,0.91,5.33,31.0,0.0,0.67,107.0,133.0,138.0,133.43,0.0,1.48,-0.097,-2.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.03,0.85,4.71,31.0,0.0,0.68,107.0,133.0,138.0,133.43,0.01,1.31,0.099,-3.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.03,0.8,3.91,31.0,0.0,0.69,107.0,133.0,138.0,133.43,0.01,1.09,0.019,-4.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.02,0.75,2.92,31.0,0.0,0.69,107.0,133.0,138.0,133.43,0.01,0.81,-0.067,-5.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.01,0.7,1.92,31.0,0.0,0.7,107.0,133.0,138.0,133.43,0.0,0.53,-0.069,-5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.04,0.66,1.21,31.0,0.0,0.7,107.0,133.0,138.0,133.43,0.01,0.34,0.206,-3.949,0.02,0.0,0.4,0.0,0.4,7.996,0.0
0.75,0.02,0.62,0.78,31.0,0.0,0.71,107.0,133.0,138.0,133.43,0.01,0.22,-0.107,-2.375,0.0,0.0,-0.4,0.0,0.4,0.0,0.0
0.8,0.07,0.58,0.81,31.0,0.0,0.71,107.0,133.0,138.0,133.43,0.02,0.22,0.261,0.164,0.02,0.0,0.4,0.0,0.4,-0.0,0.0
0.8500000000000001,0.05,0.55,0.74,31.0,0.0,0.72,107.0,133.0,138.0,133.43,0.01,0.21,-0.097,-0.397,0.02,0.0,0.0,0.0,0.0,-7.996,0.0
0.9,0.1,0.51,0.69,31.0,0.0,0.72,107.0,133.0,138.0,133.43,0.03,0.19,0.272,-0.251,0.02,0.0,0.0,0.0,0.0,0.0,0.0
0.9500000000000001,0.09,0.48,0.65,31.0,0.01,0.73,107.0,133.0,138.0,133.43,0.02,0.18,-0.089,-0.238,0.02,0.0,-0.0,0.0,0.0,-0.0,0.0
1.0,0.14,0.8,0.65,31.01,0.01,0.74,107.01,133.0,138.01,133.43,0.04,0.18,0.282,-0.026,0.04,0.0,0.403,0.0,0.403,8.057,0.0
1.05,0.12,1.35,0.7,31.02,0.01,0.76,107.01,133.0,138.02,133.43,0.03,0.19,-0.079,0.303,0.04,0.0,-0.003,0.0,0.003,-7.996,0.0
1.1,0.18,0.86,0.71,31.03,0.01,0.77,107.01,133.0,138.04,133.43,0.05,0.2,0.295,0.061,0.04,0.02,0.0,0.403,0.403,7.996,0.0
1.1500000000000001,0.16,1.56,0.8,31.05,0.01,0.79,107.01,133.0,138.06,133.43,0.05,0.22,-0.065,0.475,0.04,0.0,0.0,-0.403,0.403,0.0,0.0
