Time (s),Ego Speed (km/h),Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m)
0.0,8.17,8.82,16.01,0.0,0.0
0.05,4.18,10.58,16.01,0.08,0.14
0.1,1.82,10.75,16.01,0.11,0.29
0.15,0.48,7.77,16.01,0.13,0.42
0.2,0.23,4.89,16.01,0.13,0.5
0.25,0.57,0.29,16.01,0.13,0.53
0.3,0.69,1.26,16.01,0.14,0.54
0.35,0.69,1.82,16.01,0.15,0.56
0.4,0.63,2.03,16.01,0.16,0.59
0.45,0.55,1.97,16.01,0.17,0.62
0.5,0.46,1.73,16.01,0.18,0.65
0.55,0.38,1.39,16.01,0.18,0.67
0.6,0.3,1.01,16.01,0.19,0.68
0.65,0.24,0.64,16.01,0.19,0.69
0.7,0.19,0.32,16.01,0.19,0.7
0.75,0.15,0.06,16.01,0.2,0.7
0.8,0.11,0.13,16.01,0.2,0.7
0.85,0.09,0.25,16.01,0.2,0.71
0.9,0.07,0.31,16.01,0.2,0.71
0.95,0.05,0.32,16.01,0.2,0.71
1.0,0.04,0.29,16.01,0.2,0.72
1.05,0.03,0.24,16.01,0.2,0.72
1.1,0.02,0.19,16.01,0.2,0.72
1.15,0.0,0.13,16.01,0.2,0.73
1.2,0.0,0.07,16.01,0.2,0.73
1.25,0.0,0.03,16.01,0.2,0.73
1.3,0.0,0.01,16.01,0.2,0.73
1.35,0.0,0.03,16.01,0.2,0.73
1.4,0.0,0.0,16.01,0.2,0.73
1.45,0.0,0.0,16.01,0.2,0.73
1.5,0.0,0.0,16.01,0.2,0.73
1.55,0.0,0.0,16.01,0.2,0.73
1.6,0.0,0.0,16.01,0.2,0.73
1.65,0.0,0.0,16.01,0.2,0.73
1.7,0.0,0.0,16.01,0.2,0.73
1.75,0.0,0.0,16.01,0.2,0.73
1.8,0.0,0.0,16.01,0.2,0.73
1.85,0.0,0.0,16.01,0.2,0.73
1.9,0.0,0.0,16.01,0.2,0.73
1.95,0.0,0.0,16.01,0.2,0.73
2.0,0.0,0.0,16.01,0.2,0.73
2.05,0.0,0.0,16.01,0.2,0.73
2.1,0.0,0.0,16.01,0.2,0.73
2.15,0.0,0.0,16.01,0.2,0.73
2.2,0.0,0.0,16.01,0.2,0.73
2.25,0.0,0.0,16.01,0.2,0.73
2.3,0.0,0.0,16.01,0.2,0.73
2.35,0.0,0.0,16.01,0.2,0.73
2.4,0.0,0.0,16.01,0.2,0.73
2.45,0.0,0.0,16.01,0.2,0.73
2.5,0.0,0.0,16.01,0.2,0.73
2.55,0.0,0.0,16.01,0.2,0.73
2.6,0.0,0.0,16.01,0.2,0.73
2.65,0.0,0.0,16.01,0.2,0.73
2.7,0.0,0.0,16.01,0.2,0.73
2.75,0.0,0.0,16.01,0.2,0.73
2.8,0.0,0.0,16.01,0.2,0.73
2.85,0.0,0.0,16.01,0.2,0.73
2.9,0.0,0.0,16.01,0.2,0.73
2.95,0.0,0.0,16.01,0.2,0.73
3.0,0.0,0.0,16.01,0.2,0.73
3.05,0.0,0.0,16.01,0.2,0.73
3.1,0.0,0.0,16.01,0.2,0.73
3.15,0.0,0.0,16.01,0.2,0.73
3.2,0.0,0.0,16.01,0.2,0.73
3.25,0.0,0.0,16.01,0.2,0.73
3.3,0.0,0.0,16.01,0.2,0.73
3.35,0.0,0.0,16.01,0.2,0.73
3.4,0.0,0.0,16.01,0.2,0.73
3.45,0.0,0.0,16.01,0.2,0.73
3.5,0.0,0.0,16.01,0.2,0.73
3.55,0.0,0.0,16.01,0.2,0.73
3.6,0.0,0.0,16.01,0.2,0.73
3.65,0.0,0.0,16.01,0.2,0.73
3.7,0.0,0.0,16.01,0.2,0.73
3.75,0.0,0.0,16.01,0.2,0.73
3.8,0.0,0.0,16.01,0.2,0.73
3.85,0.0,0.0,16.01,0.2,0.73
3.9,0.0,0.0,16.01,0.2,0.73
3.95,0.0,0.0,16.01,0.2,0.73
4.0,0.0,0.0,16.01,0.2,0.73
4.05,0.0,0.0,16.01,0.2,0.73
4.1,0.0,0.0,16.01,0.2,0.73
4.15,0.0,0.0,16.01,0.2,0.73
4.2,0.0,0.0,16.01,0.2,0.73
4.25,0.0,0.0,16.01,0.2,0.73
4.3,0.0,0.0,16.01,0.2,0.73
4.35,0.0,0.0,16.01,0.2,0.73
4.4,0.0,0.0,16.01,0.2,0.73
4.45,0.0,0.0,16.01,0.2,0.73
4.5,0.0,0.0,16.01,0.2,0.73
4.55,0.0,0.0,16.01,0.2,0.73
4.6,0.0,0.0,16.01,0.2,0.73
4.65,0.0,0.0,16.01,0.2,0.73
4.7,0.0,0.0,16.01,0.2,0.73
4.75,0.0,0.0,16.01,0.2,0.73
4.8,0.0,0.0,16.01,0.2,0.73
4.85,0.0,0.0,16.01,0.2,0.73
4.9,0.0,0.0,16.01,0.2,0.73
4.95,0.0,0.0,16.01,0.2,0.73
5.0,0.0,0.0,16.01,0.2,0.73
5.05,0.0,0.0,16.01,0.2,0.73
5.1,0.0,0.0,16.01,0.2,0.73
5.15,0.0,0.0,16.01,0.2,0.73
5.2,0.0,0.0,16.01,0.2,0.73
5.25,0.0,0.0,16.01,0.2,0.73
5.3,0.0,0.0,16.01,0.2,0.73
5.35,0.0,0.0,16.01,0.2,0.73
5.4,0.0,0.0,16.01,0.2,0.73
5.45,0.0,0.0,16.01,0.2,0.73
5.5,0.0,0.0,16.01,0.2,0.73
5.55,0.0,0.0,16.01,0.2,0.73
5.6,0.0,0.0,16.01,0.2,0.73
5.65,0.0,0.0,16.01,0.2,0.73
5.7,0.0,0.0,16.01,0.2,0.73
5.75,0.0,0.0,16.01,0.2,0.73
5.8,0.0,0.0,16.01,0.2,0.73
5.85,0.0,0.0,16.01,0.2,0.73
5.9,0.0,0.0,16.01,0.2,0.73
5.95,0.0,0.0,16.01,0.2,0.73
6.0,0.0,0.0,16.01,0.2,0.73
6.05,0.0,0.0,16.01,0.2,0.73
6.1,0.0,0.0,16.01,0.2,0.73
6.15,0.0,0.0,16.01,0.2,0.73
6.2,0.0,0.0,16.01,0.2,0.73
6.25,0.0,0.0,16.01,0.2,0.73
6.3,0.0,0.0,16.01,0.2,0.73
6.35,0.0,0.0,16.01,0.2,0.73
6.4,0.0,0.0,16.01,0.2,0.73
6.45,0.0,0.0,16.01,0.2,0.73
6.5,0.0,0.0,16.01,0.2,0.73
6.55,0.0,0.0,16.01,0.2,0.73
6.6,0.0,0.0,16.01,0.2,0.73
6.65,0.0,0.0,16.01,0.2,0.73
6.7,0.0,0.0,16.01,0.2,0.73
6.75,0.0,0.0,16.01,0.2,0.73
6.8,0.0,0.0,16.01,0.2,0.73
6.85,0.0,0.0,16.01,0.2,0.73
6.9,0.0,0.0,16.01,0.2,0.73
6.95,0.0,0.0,16.01,0.2,0.73
7.0,0.0,0.0,16.01,0.2,0.73
7.05,0.0,0.0,16.01,0.2,0.73
7.1,0.0,0.0,16.01,0.2,0.73
7.15,0.0,0.0,16.01,0.2,0.73
7.2,0.0,0.0,16.01,0.2,0.73
7.25,0.0,0.0,16.01,0.2,0.73
7.3,0.0,0.0,16.01,0.2,0.73
7.35,0.0,0.0,16.01,0.2,0.73
7.4,0.0,0.0,16.01,0.2,0.73
7.45,0.0,0.0,16.01,0.2,0.73
7.5,0.0,0.0,16.01,0.2,0.73
7.55,0.0,0.0,16.01,0.2,0.73
7.6,0.0,0.0,16.01,0.2,0.73
7.65,0.0,0.0,16.01,0.2,0.73
7.7,0.0,0.0,16.01,0.2,0.73
7.75,0.0,0.0,16.01,0.2,0.73
7.8,0.0,0.0,16.01,0.2,0.73
7.85,0.0,0.0,16.01,0.2,0.73
7.9,0.0,0.0,16.01,0.2,0.73
7.95,0.0,0.0,16.01,0.2,0.73
8.0,0.0,0.0,16.01,0.2,0.73
8.05,0.0,0.0,16.01,0.2,0.73
8.1,0.0,0.0,16.01,0.2,0.73
8.15,0.0,0.0,16.01,0.2,0.73
8.2,0.0,0.0,16.01,0.2,0.73
8.25,0.0,0.0,16.01,0.2,0.73
8.3,0.0,0.0,16.01,0.2,0.73
8.35,0.0,0.0,16.01,0.2,0.73
8.4,0.0,0.0,16.01,0.2,0.73
8.45,0.0,0.0,16.01,0.2,0.73
8.5,0.0,0.0,16.01,0.2,0.73
8.55,0.0,0.0,16.01,0.2,0.73
8.6,0.0,0.0,16.01,0.2,0.73
8.65,0.0,0.0,16.01,0.2,0.73
8.7,0.0,0.0,16.01,0.2,0.73
8.75,0.0,0.0,16.01,0.2,0.73
8.8,0.0,0.0,16.01,0.2,0.73
8.85,0.0,0.0,16.01,0.2,0.73
8.9,0.0,0.0,16.01,0.2,0.73
8.95,0.0,0.0,16.01,0.2,0.73
9.0,0.0,0.0,16.01,0.2,0.73
9.05,0.0,0.0,16.01,0.2,0.73
9.1,0.0,0.0,16.01,0.2,0.73
9.15,0.0,0.0,16.01,0.2,0.73
9.2,0.0,0.0,16.01,0.2,0.73
9.25,0.0,0.0,16.01,0.2,0.73
9.3,0.0,0.0,16.01,0.2,0.73
9.35,0.0,0.0,16.01,0.2,0.73
9.4,0.0,0.0,16.01,0.2,0.73
9.45,0.0,0.0,16.01,0.2,0.73
9.5,0.0,0.0,16.01,0.2,0.73
9.55,0.0,0.0,16.01,0.2,0.73
9.6,0.0,0.0,16.01,0.2,0.73
9.65,0.0,0.0,16.01,0.2,0.73
9.7,0.0,0.0,16.01,0.2,0.73
9.75,0.0,0.0,16.01,0.2,0.73
9.8,0.0,0.0,16.01,0.2,0.73
9.85,0.0,0.0,16.01,0.2,0.73
9.9,0.0,0.0,16.01,0.2,0.73
9.95,0.0,0.0,16.01,0.2,0.73
10.0,0.0,0.0,16.01,0.2,0.73
10.05,0.0,0.0,16.01,0.2,0.73
10.1,0.0,0.0,16.01,0.2,0.73
10.15,0.0,0.0,16.01,0.2,0.73
10.2,0.0,0.0,16.01,0.2,0.73
10.25,0.0,0.0,16.01,0.2,0.73
10.3,0.0,0.0,16.01,0.2,0.73
10.35,0.0,0.0,16.01,0.2,0.73
10.4,0.0,0.0,16.01,0.2,0.73
10.45,0.0,0.0,16.01,0.2,0.73
10.5,0.0,0.0,16.01,0.2,0.73
10.55,0.0,0.0,16.01,0.2,0.73
10.6,0.0,0.0,16.01,0.2,0.73
10.65,0.0,0.0,16.01,0.2,0.73
10.7,0.0,0.0,16.01,0.2,0.73
10.75,0.0,0.0,16.01,0.2,0.73
10.8,0.0,0.0,16.01,0.2,0.73
10.85,0.0,0.0,16.01,0.2,0.73
10.9,0.0,0.0,16.01,0.2,0.73
10.95,0.0,0.0,16.01,0.2,0.73
11.0,0.0,0.0,16.01,0.2,0.73
11.05,0.0,0.0,16.01,0.2,0.73
11.1,0.0,0.0,16.01,0.2,0.73
11.15,0.0,0.0,16.01,0.2,0.73
11.2,0.0,0.0,16.01,0.2,0.73
11.25,0.0,0.0,16.01,0.2,0.73
11.3,0.0,0.0,16.01,0.2,0.73
11.35,0.0,0.0,16.01,0.2,0.73
11.4,0.0,0.0,16.01,0.2,0.73
11.45,0.0,0.0,16.01,0.2,0.73
11.5,0.0,0.0,16.01,0.2,0.73
11.55,0.0,0.0,16.01,0.2,0.73
11.6,0.0,0.0,16.01,0.2,0.73
11.65,0.0,0.0,16.01,0.2,0.73
11.7,0.0,0.0,16.01,0.2,0.73
11.75,0.0,0.0,16.01,0.2,0.73
11.8,0.0,0.0,16.01,0.2,0.73
11.85,0.0,0.0,16.01,0.2,0.73
11.9,0.0,0.0,16.01,0.2,0.73
11.95,0.0,0.0,16.01,0.2,0.73
12.0,0.0,0.0,16.01,0.2,0.73
12.05,0.0,0.0,16.01,0.2,0.73
12.1,0.0,0.0,16.01,0.2,0.73
12.15,0.0,0.0,16.01,0.2,0.73
12.2,0.0,0.0,16.01,0.2,0.73
12.25,0.0,0.0,16.01,0.2,0.73
12.3,0.0,0.0,16.01,0.2,0.73
12.35,0.0,0.0,16.01,0.2,0.73
12.4,0.0,0.0,16.01,0.2,0.73
12.45,0.0,0.0,16.01,0.2,0.73
12.5,0.0,0.0,16.01,0.2,0.73
12.55,0.0,0.0,16.01,0.2,0.73
12.6,0.0,0.0,16.01,0.2,0.73
12.65,0.0,0.0,16.01,0.2,0.73
12.7,0.0,0.0,16.01,0.2,0.73
12.75,0.0,0.0,16.01,0.2,0.73
12.8,0.0,0.0,16.01,0.2,0.73
12.85,0.0,0.0,16.01,0.2,0.73
12.9,0.0,0.0,16.01,0.2,0.73
12.95,0.0,0.0,16.01,0.2,0.73
13.0,0.0,0.0,16.01,0.2,0.73
13.05,0.0,0.0,16.01,0.2,0.73
13.1,0.0,0.0,16.01,0.2,0.73
13.15,0.0,0.0,16.01,0.2,0.73
13.2,0.0,0.0,16.01,0.2,0.73
13.25,0.0,0.0,16.01,0.2,0.73
13.3,0.0,0.0,16.01,0.2,0.73
13.35,0.0,0.0,16.01,0.2,0.73
13.4,0.0,0.0,16.01,0.2,0.73
13.45,0.0,0.0,16.01,0.2,0.73
13.5,0.0,0.0,16.01,0.2,0.73
13.55,0.0,0.0,16.01,0.2,0.73
13.6,0.0,0.0,16.01,0.2,0.73
13.65,0.0,0.0,16.01,0.2,0.73
13.7,0.0,0.0,16.01,0.2,0.73
13.75,0.0,0.0,16.01,0.2,0.73
13.8,0.0,0.0,16.01,0.2,0.73
13.85,0.0,0.0,16.01,0.2,0.73
13.9,0.0,0.0,16.01,0.2,0.73
13.95,0.0,0.0,16.01,0.2,0.73
14.0,0.0,0.0,16.01,0.2,0.73
14.05,0.0,0.0,16.01,0.2,0.73
14.1,0.0,0.0,16.01,0.2,0.73
14.15,0.0,0.0,16.01,0.2,0.73
14.2,0.0,0.0,16.01,0.2,0.73
14.25,0.0,0.0,16.01,0.2,0.73
14.3,0.0,0.0,16.01,0.2,0.73
