Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Ego Pos Vel X (m/s),Ego Pos Vel Y (m/s),Ego Accel X (m/s²),Ego Accel Y (m/s²),Ego Accel Magnitude (m/s²),Ego Jerk (m/s³),RSS Safety Distance (m)
0.0,0.0,7.06,7.06,36.01,0.0,0.0,107.0,133.0,143.0,133.43,0.0,1.96,,,,,,,,,0.0
0.05,0.0,8.82,7.94,36.0,0.0,0.11,107.0,133.0,143.0,133.43,0.0,2.21,0.005,4.9,0.0,0.0,,,,,0.0
0.1,0.0,10.58,8.82,36.0,0.0,0.25,107.0,133.0,143.0,133.43,0.0,2.45,0.002,4.9,0.0,0.0,0.0,0.0,0.0,,0.0
0.15000000000000002,0.0,10.75,9.3,36.0,0.0,0.41,107.0,133.0,143.0,133.43,0.0,2.58,-0.004,2.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,7.77,9.0,36.0,0.0,0.53,107.0,133.0,143.0,133.43,0.0,2.5,0.002,-1.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,4.89,8.31,36.0,0.0,0.61,107.0,133.0,143.0,133.43,0.0,2.31,0.001,-3.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,0.29,7.17,36.0,0.0,0.64,107.0,133.0,143.0,133.43,0.0,1.99,-0.0,-6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,0.0,1.26,6.43,36.0,0.0,0.65,107.0,133.0,143.0,133.43,0.0,1.79,-0.001,-4.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,1.82,5.92,36.0,0.0,0.68,107.0,133.0,143.0,133.43,0.0,1.64,-0.001,-2.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,2.03,5.53,36.0,0.0,0.7,107.0,133.0,143.0,133.43,0.0,1.54,-0.001,-2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.97,5.02,36.0,0.0,0.73,107.0,133.0,143.0,133.43,0.0,1.39,-0.001,-2.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,1.73,4.31,36.0,0.0,0.76,107.0,133.0,143.0,133.43,0.0,1.2,-0.003,-3.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,1.39,3.39,36.0,0.0,0.78,107.0,133.0,143.0,133.43,0.0,0.94,0.001,-5.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,1.01,2.41,36.0,0.0,0.8,107.0,133.0,143.0,133.43,0.0,0.67,0.0,-5.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.64,1.7,36.0,0.0,0.81,107.0,133.0,143.0,133.43,0.0,0.47,-0.0,-3.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.32,1.24,36.0,0.0,0.81,107.0,133.0,143.0,133.43,0.0,0.35,-0.0,-2.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.02,0.06,1.22,36.0,0.0,0.81,107.0,133.0,143.0,133.43,0.01,0.34,0.111,-0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8500000000000001,0.02,0.17,1.11,36.0,0.0,0.82,107.0,133.0,143.0,133.43,0.0,0.31,-0.022,-0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.02,0.15,0.95,36.0,0.0,0.82,107.0,133.0,143.0,133.43,0.0,0.26,-0.002,-0.924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9500000000000001,0.02,0.15,0.76,36.0,0.0,0.82,107.0,133.0,143.0,133.43,0.01,0.21,0.031,-1.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.14,0.57,36.0,0.0,0.82,107.0,133.0,143.0,133.43,0.0,0.16,-0.092,-1.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.05,0.04,0.13,0.41,36.0,0.0,0.82,107.0,133.0,143.0,133.43,0.01,0.11,0.173,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1,0.01,0.12,0.29,36.0,0.0,0.82,107.0,133.0,143.0,133.43,0.0,0.08,-0.147,-0.704,0.02,0.0,0.4,0.0,0.4,7.996,0.0
1.1500000000000001,0.05,0.11,0.2,36.0,0.0,0.82,107.0,133.0,143.0,133.43,0.01,0.05,0.219,-0.497,0.0,0.0,-0.4,0.0,0.4,0.0,0.0
1.2000000000000002,0.03,0.11,0.14,36.0,0.0,0.82,107.0,133.0,143.0,133.43,0.01,0.04,-0.128,-0.296,0.02,0.0,0.4,0.0,0.4,0.0,0.0
1.25,0.07,0.1,0.12,36.0,0.0,0.82,107.0,133.0,143.0,133.43,0.02,0.03,0.242,-0.12,0.0,0.0,-0.4,0.0,0.4,0.0,0.0
1.3,0.05,0.09,0.13,36.0,0.0,0.83,107.0,133.0,143.0,133.43,0.01,0.04,-0.114,0.021,0.02,0.0,0.4,0.0,0.4,-0.0,0.0
1.35,0.1,0.09,0.12,36.0,0.0,0.83,107.0,133.0,143.0,133.43,0.03,0.03,0.259,-0.044,0.02,0.0,0.0,0.0,0.0,-7.996,0.0
1.4000000000000001,0.08,0.08,0.11,36.0,0.01,0.83,107.0,133.0,143.0,133.43,0.02,0.03,-0.099,-0.039,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1.4500000000000002,0.13,0.69,0.17,36.0,0.01,0.84,107.01,133.0,143.01,133.43,0.04,0.05,0.273,0.304,0.04,0.0,0.403,0.0,0.403,8.057,0.0
1.5,0.11,1.21,0.27,36.02,0.01,0.85,107.01,133.0,143.02,133.43,0.03,0.08,-0.092,0.597,0.04,0.0,-0.003,0.0,0.003,-7.996,0.0
1.55,0.16,0.8,0.34,36.03,0.01,0.87,107.01,133.0,143.04,133.43,0.04,0.09,0.275,0.374,0.02,0.0,-0.4,0.0,0.4,7.935,0.0
1.6,0.14,1.45,0.47,36.05,0.01,0.89,107.01,133.0,143.06,133.43,0.04,0.13,-0.085,0.736,0.06,0.02,0.8,0.403,0.895,9.91,0.0
1.6500000000000001,0.2,1.04,0.57,36.06,0.02,0.9,107.01,133.0,143.07,133.43,0.05,0.16,0.29,0.516,0.04,0.0,-0.4,-0.403,0.568,-6.555,0.0
1.7000000000000002,0.18,1.7,0.73,36.08,0.02,0.92,107.02,133.0,143.1,133.43,0.05,0.2,-0.075,0.883,0.06,0.0,0.4,0.0,0.4,-3.355,0.0
1.75,0.24,1.3,0.85,36.1,0.02,0.94,107.02,133.0,143.12,133.43,0.07,0.23,0.295,0.664,0.06,0.0,0.003,0.0,0.003,-7.935,0.0
