Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Lead Braking Distance (m),Braking Phase
1.95,1.6,3.03,2.64,21.33,0.2,1.28,0.444,0.733,0.444,0.833,0.0,,
2.0,1.74,3.75,2.78,21.36,0.22,1.33,0.483,0.772,0.778,0.778,0.0,,
2.05,1.97,3.35,2.94,21.38,0.25,1.38,0.547,0.817,1.278,0.889,0.0,,
2.1,2.11,4.06,3.09,21.41,0.28,1.43,0.586,0.858,0.778,0.833,0.0,,
2.15,2.25,3.66,3.24,21.43,0.31,1.49,0.625,0.9,0.778,0.833,0.0,,
2.2,2.37,4.38,3.4,21.46,0.34,1.54,0.658,0.944,0.667,0.889,0.0,,
2.25,2.46,3.98,3.55,21.48,0.37,1.6,0.683,0.986,0.5,0.833,0.0,,
2.3,2.55,4.69,3.71,21.51,0.41,1.66,0.708,1.031,0.5,0.889,0.0,,
2.35,2.65,4.3,3.86,21.53,0.44,1.73,0.736,1.072,0.556,0.833,0.0,,
2.4,2.75,5.01,4.02,21.56,0.48,1.79,0.764,1.117,0.556,0.889,0.0,,
2.45,2.88,4.61,4.18,21.59,0.52,1.86,0.8,1.161,0.722,0.889,0.0,,
2.5,3.03,5.32,4.34,21.62,0.56,1.93,0.842,1.206,0.833,0.889,0.0,,
2.55,3.19,4.93,4.49,21.65,0.61,2.0,0.886,1.247,0.889,0.833,0.0,,
2.6,3.35,5.64,4.65,21.68,0.65,2.08,0.931,1.292,0.889,0.889,0.0,,
2.65,3.5,5.25,4.81,21.71,0.7,2.15,0.972,1.336,0.833,0.889,0.0,,
2.7,3.61,5.95,4.97,21.74,0.75,2.23,1.003,1.381,0.611,0.889,0.0,,
2.75,3.72,5.57,5.13,21.77,0.8,2.31,1.033,1.425,0.611,0.889,0.0,,
2.8,3.84,6.27,5.29,21.8,0.85,2.4,1.067,1.469,0.667,0.889,0.0,,
2.85,3.97,5.89,5.45,21.83,0.91,2.48,1.103,1.514,0.722,0.889,0.0,,
2.9,4.1,6.59,5.6,21.86,0.96,2.57,1.139,1.556,0.722,0.833,0.0,,
2.95,4.25,6.21,5.76,21.89,1.02,2.66,1.181,1.6,0.833,0.889,0.0,,
3.0,4.41,6.9,5.92,21.93,1.08,2.75,1.225,1.644,0.889,0.889,0.0,,
3.05,4.57,6.53,6.08,21.96,1.14,2.85,1.269,1.689,0.889,0.889,0.0,,
3.1,4.72,7.22,6.24,21.99,1.21,2.95,1.311,1.733,0.833,0.889,0.0,,
3.15,4.86,6.85,6.4,22.02,1.28,3.04,1.35,1.778,0.778,0.889,0.0,,
3.2,4.99,7.53,6.56,22.05,1.34,3.15,1.386,1.822,0.722,0.889,0.0,,
3.25,5.11,7.17,6.72,22.08,1.41,3.25,1.419,1.867,0.667,0.889,0.0,,
3.3,5.22,7.84,6.87,22.12,1.49,3.35,1.45,1.908,0.611,0.833,0.0,,
3.35,5.31,7.49,7.03,22.15,1.56,3.46,1.475,1.953,0.5,0.889,0.0,,
3.4,5.41,8.16,7.19,22.19,1.63,3.57,1.503,1.997,0.556,0.889,0.0,,
3.45,5.53,7.81,7.35,22.22,1.71,3.68,1.536,2.042,0.667,0.889,0.0,,
3.5,5.66,8.47,7.51,22.26,1.79,3.8,1.572,2.086,0.722,0.889,0.0,,
3.55,5.81,8.12,7.67,22.3,1.87,3.91,1.614,2.131,0.833,0.889,0.0,,
3.6,5.96,8.78,7.82,22.34,1.95,4.03,1.656,2.172,0.833,0.833,0.0,,
3.65,6.11,8.43,7.98,22.37,2.03,4.15,1.697,2.217,0.833,0.889,0.0,,
3.7,6.23,9.05,8.13,22.41,2.12,4.28,1.731,2.258,0.667,0.833,0.0,,
3.75,6.35,8.68,8.28,22.44,2.21,4.4,1.764,2.3,0.667,0.833,0.0,,
3.8,6.48,9.28,8.43,22.48,2.3,4.52,1.8,2.342,0.722,0.833,0.0,,
3.85,6.6,8.89,8.57,22.52,2.39,4.65,1.833,2.381,0.667,0.778,0.0,,
3.9,6.7,9.46,8.7,22.55,2.48,4.78,1.861,2.417,0.556,0.722,0.0,,
3.95,6.83,9.05,8.82,22.59,2.57,4.91,1.897,2.45,0.722,0.667,0.0,,
4.0,6.96,9.61,8.94,22.62,2.67,5.04,1.933,2.483,0.722,0.667,0.0,,
4.05,7.08,9.19,9.04,22.65,2.77,5.17,1.967,2.511,0.667,0.556,0.0,,
4.1,7.18,9.73,9.14,22.69,2.87,5.3,1.994,2.539,0.556,0.556,0.0,,
4.15,7.28,9.3,9.22,22.72,2.97,5.43,2.022,2.561,0.556,0.444,0.0,,
4.2,7.39,9.82,9.3,22.75,3.07,5.57,2.053,2.583,0.611,0.444,0.0,,
4.25,7.51,9.39,9.37,22.78,3.17,5.7,2.086,2.603,0.667,0.389,0.0,,
4.3,7.63,9.9,9.43,22.81,3.28,5.83,2.119,2.619,0.667,0.333,0.0,,
4.35,7.75,9.76,9.52,22.84,3.39,5.97,2.153,2.644,0.667,0.5,0.0,,
4.4,7.88,10.23,9.6,22.87,3.49,6.11,2.189,2.667,0.722,0.444,0.0,,
4.45,7.99,9.76,9.67,22.9,3.6,6.25,2.219,2.686,0.611,0.389,0.0,,
4.5,8.1,10.23,9.73,22.93,3.72,6.39,2.25,2.703,0.611,0.333,0.0,,
4.55,8.23,9.76,9.79,22.95,3.83,6.53,2.286,2.719,0.722,0.333,0.0,,
4.6,8.36,10.23,9.84,22.98,3.95,6.67,2.322,2.733,0.722,0.278,0.0,,
4.65,8.48,9.76,9.89,23.0,4.06,6.8,2.356,2.747,0.667,0.278,0.0,,
4.7,8.61,10.23,9.93,23.02,4.18,6.95,2.392,2.758,0.722,0.222,0.0,,
4.75,8.74,9.76,9.96,23.04,4.3,7.08,2.428,2.767,0.722,0.167,0.0,,
4.8,8.87,10.23,10.0,23.06,4.42,7.22,2.464,2.778,0.722,0.222,0.0,,
4.85,9.0,9.76,10.0,23.07,4.55,7.36,2.5,2.778,0.722,0.0,0.0,,
4.9,9.13,10.23,10.0,23.08,4.67,7.5,2.536,2.778,0.722,0.0,0.0,,
4.95,9.27,9.76,10.0,23.09,4.8,7.64,2.575,2.778,0.778,0.0,0.0,,
5.0,9.4,10.23,10.0,23.1,4.93,7.78,2.611,2.778,0.722,0.0,0.0,,
5.05,9.52,9.76,10.0,23.11,5.06,7.92,2.644,2.778,0.667,0.0,0.0,,
5.1,9.65,10.23,10.0,23.12,5.2,8.06,2.681,2.778,0.722,0.0,0.0,,
5.15,9.8,9.76,10.0,23.12,5.33,8.19,2.722,2.778,0.833,0.0,0.0,,
5.2,9.94,10.23,10.0,23.12,5.47,8.33,2.761,2.778,0.778,0.0,0.0,,
5.25,10.08,9.76,10.0,23.12,5.61,8.47,2.8,2.778,0.778,0.0,0.0,,
5.3,10.23,10.23,10.0,23.12,5.75,8.61,2.842,2.778,0.833,0.0,0.0,,
5.35,10.38,9.76,10.0,23.11,5.89,8.75,2.883,2.778,0.833,0.0,0.0,,
5.4,10.54,10.23,10.0,23.11,6.04,8.89,2.928,2.778,0.889,0.0,0.0,,
5.45,10.68,9.76,10.0,23.1,6.19,9.03,2.967,2.778,0.778,0.0,0.0,,
5.5,10.8,10.23,10.0,23.09,6.34,9.17,3.0,2.778,0.667,0.0,0.0,,
5.55,10.93,9.76,10.0,23.08,6.49,9.3,3.036,2.778,0.722,0.0,0.0,,
5.6,11.08,10.23,10.0,23.07,6.64,9.45,3.078,2.778,0.833,0.0,0.0,,
5.65,11.23,9.76,10.0,23.05,6.8,9.58,3.119,2.778,0.833,0.0,0.0,,
5.7,11.38,10.23,10.0,23.03,6.95,9.72,3.161,2.778,0.833,0.0,0.0,,
5.75,11.54,9.76,10.0,23.01,7.11,9.86,3.206,2.778,0.889,0.0,0.0,,
5.8,11.69,10.23,10.0,22.99,7.27,10.0,3.247,2.778,0.833,0.0,0.0,,
5.85,11.84,9.76,10.0,22.96,7.44,10.14,3.289,2.778,0.833,0.0,0.0,,
5.9,11.99,10.23,10.0,22.94,7.6,10.28,3.331,2.778,0.833,0.0,0.0,,
5.95,12.12,9.76,10.0,22.91,7.77,10.42,3.367,2.778,0.722,0.0,0.0,,
6.0,12.23,10.23,10.0,22.88,7.94,10.56,3.397,2.778,0.611,0.0,0.0,,
6.05,12.37,9.76,10.0,22.84,8.11,10.69,3.436,2.778,0.778,0.0,0.0,,
6.1,12.51,10.23,10.0,22.81,8.28,10.83,3.475,2.778,0.778,0.0,0.0,,
6.15,12.67,9.76,10.0,22.78,8.46,10.97,3.519,2.778,0.889,0.0,0.0,,
6.2,12.84,10.23,10.0,22.74,8.64,11.11,3.567,2.778,0.944,0.0,0.0,,
6.25,12.99,9.76,10.0,22.7,8.81,11.25,3.608,2.778,0.833,0.0,0.0,,
6.3,13.11,10.23,10.0,22.66,9.0,11.39,3.642,2.778,0.667,0.0,0.0,,
6.35,13.24,9.76,10.0,22.61,9.18,11.53,3.678,2.778,0.722,0.0,0.0,,
6.4,13.37,10.23,10.0,22.57,9.36,11.67,3.714,2.778,0.722,0.0,0.0,,
6.45,13.5,9.76,10.0,22.52,9.55,11.8,3.75,2.778,0.722,0.0,0.0,,
6.5,13.65,10.23,10.0,22.47,9.74,11.95,3.792,2.778,0.833,0.0,0.0,,
6.55,13.82,9.76,10.0,22.41,9.93,12.08,3.839,2.778,0.944,0.0,0.0,,
6.6,14.02,10.23,10.0,22.36,10.12,12.22,3.894,2.778,1.111,0.0,0.0,,
6.65,14.22,9.76,10.0,22.3,10.32,12.36,3.95,2.778,1.111,0.0,0.0,,
6.7,14.4,10.23,10.0,22.24,10.52,12.5,4.0,2.778,1.0,0.0,0.0,,
6.75,14.54,9.76,10.0,22.18,10.72,12.64,4.039,2.778,0.778,0.0,0.0,,
6.8,14.65,10.23,10.0,22.12,10.92,12.78,4.069,2.778,0.611,0.0,0.0,,
6.85,14.77,9.76,10.0,22.05,11.13,12.92,4.103,2.778,0.667,0.0,0.0,,
6.9,14.92,10.23,10.0,21.98,11.33,13.06,4.144,2.778,0.833,0.0,0.0,,
6.95,15.09,9.76,10.0,21.91,11.54,13.19,4.192,2.778,0.944,0.0,0.0,,
7.0,15.28,10.23,10.0,21.84,11.75,13.33,4.244,2.778,1.056,0.0,0.0,,
7.05,15.46,9.76,10.0,21.77,11.97,13.47,4.294,2.778,1.0,0.0,0.0,,
7.1,15.63,10.23,10.0,21.69,12.19,13.61,4.342,2.778,0.944,0.0,0.0,,
7.15,15.8,9.76,10.0,21.61,12.4,13.75,4.389,2.778,0.944,0.0,0.0,,
7.2,15.97,10.23,10.0,21.53,12.62,13.89,4.436,2.778,0.944,0.0,0.0,,
7.25,16.14,9.76,10.0,21.44,12.85,14.03,4.483,2.778,0.944,0.0,0.0,,
7.3,16.3,10.23,10.0,21.36,13.07,14.17,4.528,2.778,0.889,0.0,0.0,,
7.35,16.46,9.76,10.0,21.27,13.3,14.3,4.572,2.778,0.889,0.0,0.0,,
7.4,16.61,10.23,10.0,21.18,13.53,14.45,4.614,2.778,0.833,0.0,0.0,,
7.45,16.75,9.76,10.0,21.08,13.76,14.58,4.653,2.778,0.778,0.0,0.0,,
7.5,16.88,10.23,10.0,20.99,14.0,14.72,4.689,2.778,0.722,0.0,0.0,,
7.55,17.0,9.76,10.0,20.89,14.23,14.86,4.722,2.778,0.667,0.0,0.0,,
7.6,17.13,10.23,10.0,20.8,14.47,15.0,4.758,2.778,0.722,0.0,0.0,,
7.65,17.26,9.76,10.0,20.69,14.71,15.14,4.794,2.778,0.722,0.0,0.0,,
7.7,17.4,10.23,10.0,20.59,14.95,15.28,4.833,2.778,0.778,0.0,0.0,,
7.75,17.52,9.76,10.0,20.49,15.19,15.42,4.867,2.778,0.667,0.0,0.0,,
7.8,17.64,10.23,10.0,20.38,15.44,15.56,4.9,2.778,0.667,0.0,0.0,,
7.85,17.74,9.76,10.0,20.28,15.68,15.69,4.928,2.778,0.556,0.0,0.0,,
7.9,17.79,10.23,10.0,20.17,15.93,15.83,4.942,2.778,0.278,0.0,0.0,,
7.95,17.8,9.76,10.0,20.06,16.18,15.97,4.944,2.778,0.056,0.0,0.0,,
8.0,17.79,10.23,10.0,19.95,16.42,16.11,4.942,2.778,-0.056,0.0,0.0,,
8.05,17.77,9.76,10.0,19.84,16.67,16.25,4.936,2.778,-0.111,0.0,0.0,,
8.1,17.76,10.23,10.0,19.74,16.92,16.39,4.933,2.778,-0.056,0.0,0.0,,
8.15,17.75,9.76,10.0,19.63,17.16,16.53,4.931,2.778,-0.056,0.0,0.0,,
8.2,17.76,10.23,10.0,19.52,17.41,16.67,4.933,2.778,0.056,0.0,0.0,,
8.25,17.79,9.76,10.0,19.41,17.66,16.8,4.942,2.778,0.167,0.0,0.0,,
8.3,17.81,10.23,10.0,19.31,17.9,16.95,4.947,2.778,0.111,0.0,0.0,,
8.35,17.82,9.76,10.0,19.2,18.15,17.08,4.95,2.778,0.056,0.0,0.0,,
8.4,17.82,10.23,10.0,19.09,18.4,17.22,4.95,2.778,0.0,0.0,0.0,,
8.45,17.8,9.76,10.0,18.98,18.65,17.36,4.944,2.778,-0.111,0.0,0.0,,
8.5,17.76,10.23,10.0,18.87,18.89,17.5,4.933,2.778,-0.222,0.0,0.0,,
8.55,17.7,9.76,10.0,18.76,19.14,17.64,4.917,2.778,-0.333,0.0,0.0,,
8.6,17.64,10.23,10.0,18.66,19.38,17.78,4.9,2.778,-0.333,0.0,0.0,,
8.65,17.58,9.76,10.0,18.55,19.63,17.92,4.883,2.778,-0.333,0.0,0.0,,
8.7,17.51,10.23,10.0,18.45,19.87,18.06,4.864,2.778,-0.389,0.0,0.0,,
8.75,17.44,9.76,10.0,18.34,20.11,18.19,4.844,2.778,-0.389,0.0,0.0,,
8.8,17.38,10.23,10.0,18.24,20.36,18.33,4.828,2.778,-0.333,0.0,0.0,,
8.85,17.32,9.76,10.0,18.14,20.6,18.47,4.811,2.778,-0.333,0.0,0.0,,
8.9,17.25,10.23,10.0,18.04,20.84,18.61,4.792,2.778,-0.389,0.0,0.0,,
8.95,17.18,9.76,10.0,17.94,21.08,18.75,4.772,2.778,-0.389,0.0,0.0,,
9.0,17.1,10.23,10.0,17.84,21.31,18.89,4.75,2.778,-0.444,0.0,0.0,,
9.05,17.02,9.76,10.0,17.74,21.55,19.03,4.728,2.778,-0.444,0.0,0.0,,
9.1,16.94,10.23,10.0,17.64,21.79,19.17,4.706,2.778,-0.444,0.0,0.0,,
9.15,16.86,9.76,10.0,17.55,22.02,19.3,4.683,2.778,-0.444,0.0,0.0,,
9.2,16.78,10.23,10.0,17.45,22.25,19.45,4.661,2.778,-0.444,0.0,0.0,,
9.25,16.68,9.76,10.0,17.36,22.49,19.58,4.633,2.778,-0.556,0.0,0.0,,
9.3,16.57,10.23,10.0,17.27,22.72,19.72,4.603,2.778,-0.611,0.0,0.0,,
9.35,16.45,9.76,10.0,17.18,22.95,19.86,4.569,2.778,-0.667,0.0,0.0,,
9.4,16.33,10.23,10.0,17.09,23.17,20.0,4.536,2.778,-0.667,0.0,0.0,,
9.45,16.23,9.76,10.0,17.0,23.4,20.14,4.508,2.778,-0.556,0.0,0.0,,
9.5,16.13,10.23,10.0,16.92,23.62,20.28,4.481,2.778,-0.556,0.0,0.0,,
9.55,16.03,9.76,10.0,16.83,23.85,20.42,4.453,2.778,-0.556,0.0,0.0,,
9.6,15.93,10.23,10.0,16.75,24.07,20.56,4.425,2.778,-0.556,0.0,0.0,,
9.65,15.85,9.76,10.0,16.67,24.29,20.69,4.403,2.778,-0.444,0.0,0.0,,
9.7,15.75,10.23,10.0,16.59,24.51,20.83,4.375,2.778,-0.556,0.0,0.0,,
9.75,15.62,9.76,10.0,16.51,24.73,20.97,4.339,2.778,-0.722,0.0,0.0,,
9.8,15.45,10.23,10.0,16.43,24.94,21.11,4.292,2.778,-0.944,0.0,0.0,,
9.85,15.26,9.76,10.0,16.36,25.16,21.25,4.239,2.778,-1.056,0.0,0.0,,
9.9,15.08,10.23,10.0,16.29,25.37,21.39,4.189,2.778,-1.0,0.0,0.0,,
9.95,14.94,9.76,10.0,16.22,25.57,21.53,4.15,2.778,-0.778,0.0,0.0,,
10.0,14.83,10.23,10.0,16.15,25.78,21.67,4.119,2.778,-0.611,0.0,0.0,,
10.05,14.71,9.76,10.0,16.08,25.99,21.8,4.086,2.778,-0.667,0.0,0.0,,
10.1,14.58,10.23,10.0,16.02,26.19,21.95,4.05,2.778,-0.722,0.0,0.0,,
10.15,14.44,9.76,10.0,15.96,26.39,22.08,4.011,2.778,-0.778,0.0,0.0,,
10.2,14.28,10.23,10.0,15.9,26.59,22.22,3.967,2.778,-0.889,0.0,0.0,,
10.25,14.12,9.76,10.0,15.84,26.79,22.36,3.922,2.778,-0.889,0.0,0.0,,
10.3,13.95,10.23,10.0,15.78,26.98,22.5,3.875,2.778,-0.944,0.0,0.0,,
10.35,13.8,9.76,10.0,15.73,27.17,22.64,3.833,2.778,-0.833,0.0,0.0,,
10.4,13.65,10.23,10.0,15.68,27.36,22.78,3.792,2.778,-0.833,0.0,0.0,,
10.45,13.53,9.76,10.0,15.63,27.55,22.92,3.758,2.778,-0.667,0.0,0.0,,
10.5,13.44,10.23,10.0,15.58,27.74,23.06,3.733,2.778,-0.5,0.0,0.0,,
10.55,13.34,9.76,10.0,15.53,27.93,23.19,3.706,2.778,-0.556,0.0,0.0,,
10.6,13.21,10.23,10.0,15.49,28.11,23.33,3.669,2.778,-0.722,0.0,0.0,,
10.65,13.07,9.76,10.0,15.44,28.29,23.47,3.631,2.778,-0.778,0.0,0.0,,
10.7,12.89,10.23,10.0,15.4,28.47,23.61,3.581,2.778,-1.0,0.0,0.0,,
10.75,12.72,9.76,10.0,15.36,28.65,23.75,3.533,2.778,-0.944,0.0,0.0,,
10.8,12.53,10.23,10.0,15.33,28.83,23.89,3.481,2.778,-1.056,0.0,0.0,,
10.85,12.35,9.76,10.0,15.29,29.0,24.03,3.431,2.778,-1.0,0.0,0.0,,
10.9,12.19,10.23,10.0,15.26,29.17,24.17,3.386,2.778,-0.889,0.0,0.0,,
10.95,12.03,9.76,10.0,15.23,29.34,24.3,3.342,2.778,-0.889,0.0,0.0,,
11.0,11.86,10.23,10.0,15.21,29.5,24.44,3.294,2.778,-0.944,0.0,0.0,,
11.05,11.69,9.76,10.0,15.18,29.66,24.58,3.247,2.778,-0.944,0.0,0.0,,
11.1,11.55,10.23,10.0,15.16,29.83,24.72,3.208,2.778,-0.778,0.0,0.0,,
11.15,11.44,9.76,10.0,15.14,29.99,24.86,3.178,2.778,-0.611,0.0,0.0,,
11.2,11.38,10.23,10.0,15.12,30.14,25.0,3.161,2.778,-0.333,0.0,0.0,,
11.25,11.35,9.76,10.0,15.1,30.3,25.14,3.153,2.778,-0.167,0.0,0.0,,
11.3,11.35,10.23,10.0,15.08,30.46,25.28,3.153,2.778,0.0,0.0,0.0,,
11.35,11.37,9.76,10.0,15.06,30.62,25.42,3.158,2.778,0.111,0.0,0.0,,
11.4,11.38,10.23,10.0,15.04,30.78,25.56,3.161,2.778,0.056,0.0,0.0,,
11.45,11.39,9.76,10.0,15.02,30.93,25.69,3.164,2.778,0.056,0.0,0.0,,
11.5,11.38,10.23,10.0,15.01,31.09,25.83,3.161,2.778,-0.056,0.0,0.0,,
11.55,11.37,9.76,10.0,14.98,31.25,25.97,3.158,2.778,-0.056,0.0,0.0,,
11.6,11.34,10.23,10.0,14.97,31.41,26.11,3.15,2.778,-0.167,0.0,0.0,,
11.65,11.33,9.76,10.0,14.95,31.57,26.25,3.147,2.778,-0.056,0.0,0.0,,
11.7,11.32,10.23,10.0,14.93,31.72,26.39,3.144,2.778,-0.056,0.0,0.0,,
11.75,11.32,9.76,10.0,14.91,31.88,26.53,3.144,2.778,0.0,0.0,0.0,,
11.8,11.34,10.23,10.0,14.89,32.04,26.67,3.15,2.778,0.111,0.0,0.0,,
11.85,11.38,9.76,10.0,14.87,32.19,26.8,3.161,2.778,0.222,0.0,0.0,,
11.9,11.43,10.23,10.0,14.85,32.35,26.94,3.175,2.778,0.278,0.0,0.0,,
11.95,11.48,9.76,10.0,14.83,32.51,27.08,3.189,2.778,0.278,0.0,0.0,,
12.0,11.54,10.23,10.0,14.81,32.67,27.22,3.206,2.778,0.333,0.0,0.0,,
12.05,11.58,9.76,10.0,14.79,32.83,27.36,3.217,2.778,0.222,0.0,0.0,,
12.1,11.62,10.23,10.0,14.77,32.99,27.5,3.228,2.778,0.222,0.0,0.0,,
12.15,11.65,9.76,10.0,14.74,33.16,27.64,3.236,2.778,0.167,0.0,0.0,,
12.2,11.67,10.23,10.0,14.72,33.32,27.78,3.242,2.778,0.111,0.0,0.0,,
12.25,11.68,9.76,10.0,14.7,33.48,27.92,3.244,2.778,0.056,0.0,0.0,,
12.3,11.67,10.23,10.0,14.68,33.64,28.06,3.242,2.778,-0.056,0.0,0.0,,
12.35,11.63,9.76,10.0,14.65,33.8,28.19,3.231,2.778,-0.222,0.0,0.0,,
12.4,11.58,10.23,10.0,14.63,33.97,28.33,3.217,2.778,-0.278,0.0,0.0,,
12.45,11.53,9.76,10.0,14.61,34.13,28.47,3.203,2.778,-0.278,0.0,0.0,,
12.5,11.46,10.23,10.0,14.59,34.29,28.61,3.183,2.778,-0.389,0.0,0.0,,
12.55,11.39,9.76,10.0,14.57,34.44,28.75,3.164,2.778,-0.389,0.0,0.0,,
12.6,11.33,10.23,10.0,14.55,34.6,28.89,3.147,2.778,-0.333,0.0,0.0,,
12.65,11.28,9.76,10.0,14.53,34.76,29.03,3.133,2.778,-0.278,0.0,0.0,,
12.7,11.22,10.23,10.0,14.52,34.91,29.17,3.117,2.778,-0.333,0.0,0.0,,
12.75,11.18,9.76,10.0,14.5,35.07,29.3,3.106,2.778,-0.222,0.0,0.0,,
12.8,11.14,10.23,10.0,14.48,35.22,29.44,3.094,2.778,-0.222,0.0,0.0,,
12.85,11.11,9.76,10.0,14.47,35.38,29.58,3.086,2.778,-0.167,0.0,0.0,,
12.9,11.09,10.23,10.0,14.45,35.53,29.72,3.081,2.778,-0.111,0.0,0.0,,
12.95,11.07,9.76,10.0,14.44,35.69,29.86,3.075,2.778,-0.111,0.0,0.0,,
13.0,11.05,10.23,10.0,14.42,35.84,30.0,3.069,2.778,-0.111,0.0,0.0,,
13.05,11.02,9.76,10.0,14.41,35.99,30.14,3.061,2.778,-0.167,0.0,0.0,,
13.1,10.99,10.23,10.0,14.39,36.15,30.28,3.053,2.778,-0.167,0.0,0.0,,
13.15,10.96,9.76,10.0,14.38,36.3,30.41,3.044,2.778,-0.167,0.0,0.0,,
13.2,10.93,10.23,10.0,14.37,36.45,30.56,3.036,2.778,-0.167,0.0,0.0,,
13.25,10.91,9.76,10.0,14.35,36.6,30.69,3.031,2.778,-0.111,0.0,0.0,,
13.3,10.9,10.23,10.0,14.34,36.75,30.83,3.028,2.778,-0.056,0.0,0.0,,
13.35,10.9,9.76,10.0,14.33,36.91,30.97,3.028,2.778,0.0,0.0,0.0,,
13.4,10.93,10.23,10.0,14.32,37.06,31.11,3.036,2.778,0.167,0.0,0.0,,
13.45,10.97,9.76,10.0,14.3,37.21,31.25,3.047,2.778,0.222,0.0,0.0,,
13.5,11.02,10.23,10.0,14.29,37.36,31.39,3.061,2.778,0.278,0.0,0.0,,
