Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
5.0,10.1,2.806,9.76,2.778,10.0,1.278,0.0,0.0,4.65,7.76,28.38,1.07,,1.370003
5.05,10.33,2.869,10.23,2.778,10.0,1.278,0.0,0.0,4.79,7.9,28.38,,,1.5488915000000003
5.1,10.52,2.922,9.76,2.778,10.0,1.056,0.0,0.0,4.93,8.03,28.37,,,1.7024590000000006
5.15,10.68,2.967,10.23,2.778,10.0,0.889,0.0,0.0,5.08,8.17,28.36,,,1.8350514999999992
5.2,10.83,3.008,9.76,2.778,10.0,0.833,0.0,0.0,5.23,8.31,28.35,,,1.957621
5.25,11.03,3.064,10.23,2.778,10.0,1.111,0.0,0.0,5.38,8.45,28.34,,,2.127749
5.3,11.27,3.131,9.76,2.778,10.0,1.333,0.0,0.0,5.54,8.59,28.32,,,2.3354154999999994
5.35,11.52,3.2,10.23,2.778,10.0,1.389,0.0,0.0,5.7,8.73,28.3,,,2.5539730000000005
5.4,11.76,3.267,9.76,2.778,10.0,1.333,0.0,0.0,5.86,8.87,28.28,,,2.770751499999999
5.45,12.04,3.344,10.23,2.778,10.0,1.556,0.0,0.0,6.02,9.01,28.26,,,3.0254289999999995
5.5,12.36,3.433,9.76,2.778,10.0,1.778,0.0,0.0,6.19,9.14,28.22,,,3.327183499999999
5.55,12.67,3.519,10.23,2.778,10.0,1.722,0.0,0.0,6.37,9.29,28.19,,,3.6262915000000002
5.6,12.94,3.594,9.76,2.778,10.0,1.5,0.0,0.0,6.55,9.42,28.15,,,3.8931789999999995
5.65,13.24,3.678,10.23,2.778,10.0,1.667,0.0,0.0,6.73,9.56,28.11,,,4.198770999999999
5.7,13.57,3.769,9.76,2.778,10.0,1.833,0.0,0.0,6.91,9.7,28.06,,,4.537791499999999
5.75,13.91,3.864,10.23,2.778,10.0,1.889,0.0,0.0,7.11,9.84,28.01,,,4.900548999999998
5.8,14.25,3.958,9.76,2.778,10.0,1.889,0.0,0.0,7.3,9.98,27.95,,,5.268371
5.85,14.55,4.042,10.23,2.778,10.0,1.667,0.0,0.0,7.5,10.12,27.89,,,5.604539000000001
5.9,14.79,4.108,9.76,2.778,10.0,1.333,0.0,0.0,7.71,10.26,27.82,,,5.873620999999998
5.95,14.96,4.156,10.23,2.778,10.0,0.944,0.0,0.0,7.91,10.4,27.76,,,6.072053
6.0,15.13,4.203,9.76,2.778,10.0,0.944,0.0,0.0,8.12,10.53,27.68,,,6.268583500000002
6.05,15.31,4.253,10.23,2.778,10.0,1.0,0.0,0.0,8.33,10.67,27.61,,,6.480083500000003
6.1,15.51,4.308,9.76,2.778,10.0,1.111,0.0,0.0,8.55,10.81,27.54,,,6.7156210000000005
6.15,15.73,4.369,10.23,2.778,10.0,1.222,0.0,0.0,8.77,10.95,27.46,,,6.9803915
6.2,15.97,4.436,9.76,2.778,10.0,1.333,0.0,0.0,8.99,11.09,27.38,,,7.275493000000001
