Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Lead Braking Distance (m),Braking Phase
1.7,2.34,3.37,2.94,36.34,0.3,0.97,0.65,0.817,1.111,0.833,1.5,,
1.75,2.54,4.05,3.09,36.36,0.33,1.02,0.706,0.858,1.111,0.833,1.5,,
1.8,2.59,3.68,3.24,36.37,0.36,1.07,0.719,0.9,0.278,0.833,1.5,,
1.85,2.72,4.37,3.4,36.4,0.4,1.13,0.756,0.944,0.722,0.889,1.5,,
1.9,2.87,4.0,3.55,36.41,0.44,1.19,0.797,0.986,0.833,0.833,0.0,,
1.95,3.06,4.68,3.71,36.44,0.48,1.25,0.85,1.031,1.056,0.889,0.0,,
2.0,3.31,4.32,3.87,36.45,0.53,1.32,0.919,1.075,1.389,0.889,0.0,,
2.05,3.62,5.0,4.03,36.47,0.58,1.38,1.006,1.119,1.722,0.889,0.0,,
2.1,3.94,4.63,4.18,36.49,0.63,1.45,1.094,1.161,1.778,0.833,0.0,,
2.15,4.23,5.32,4.34,36.5,0.69,1.52,1.175,1.206,1.611,0.889,0.0,,
2.2,4.47,4.94,4.5,36.51,0.75,1.59,1.242,1.25,1.333,0.889,0.0,,
2.25,4.64,5.63,4.66,36.52,0.81,1.67,1.289,1.294,0.944,0.889,0.0,,
2.3,4.76,5.25,4.81,36.53,0.88,1.74,1.322,1.336,0.667,0.833,0.0,,
2.35,4.84,5.94,4.97,36.55,0.94,1.82,1.344,1.381,0.444,0.889,0.0,,
2.4,4.92,5.56,5.13,36.56,1.01,1.9,1.367,1.425,0.444,0.889,0.0,,
2.45,5.02,6.25,5.28,36.57,1.08,1.99,1.394,1.467,0.556,0.833,0.0,,
2.5,5.16,5.88,5.44,36.59,1.15,2.07,1.433,1.511,0.778,0.889,0.0,,
2.55,5.32,6.56,5.6,36.6,1.22,2.16,1.478,1.556,0.889,0.889,0.0,,
2.6,5.5,6.19,5.75,36.61,1.3,2.25,1.528,1.597,1.0,0.833,0.0,,
2.65,5.69,6.87,5.91,36.63,1.38,2.34,1.581,1.642,1.056,0.889,0.0,,
2.7,5.85,6.5,6.06,36.64,1.46,2.43,1.625,1.683,0.889,0.833,0.0,,
2.75,6.0,7.18,6.22,36.66,1.54,2.53,1.667,1.728,0.833,0.889,0.0,,
2.8,6.16,6.82,6.37,36.67,1.62,2.63,1.711,1.769,0.889,0.833,0.0,,
2.85,6.32,7.49,6.53,36.69,1.71,2.73,1.756,1.814,0.889,0.889,0.0,,
2.9,6.46,7.14,6.69,36.7,1.8,2.83,1.794,1.858,0.778,0.889,0.0,,
2.95,6.6,7.8,6.84,36.71,1.89,2.94,1.833,1.9,0.778,0.833,0.0,,
3.0,6.77,7.45,7.0,36.73,1.98,3.04,1.881,1.944,0.944,0.889,0.0,,
3.05,6.98,8.12,7.16,36.74,2.08,3.15,1.939,1.989,1.167,0.889,0.0,,
3.1,7.21,7.77,7.31,36.75,2.18,3.26,2.003,2.031,1.278,0.833,0.0,,
3.15,7.42,8.43,7.47,36.77,2.28,3.38,2.061,2.075,1.167,0.889,0.0,,
3.2,7.6,8.09,7.63,36.78,2.38,3.49,2.111,2.119,1.0,0.889,0.0,,
3.25,7.78,8.74,7.79,36.79,2.49,3.61,2.161,2.164,1.0,0.889,0.0,,
3.3,7.96,8.4,7.94,36.8,2.6,3.73,2.211,2.206,1.0,0.833,0.0,,
3.35,8.13,9.03,8.1,36.81,2.71,3.86,2.258,2.25,0.944,0.889,0.0,,
3.4,8.3,8.66,8.25,36.82,2.83,3.98,2.306,2.292,0.944,0.833,0.0,,
3.45,8.46,9.26,8.4,36.83,2.94,4.1,2.35,2.333,0.889,0.833,0.0,,
3.5,8.62,8.87,8.54,36.83,3.06,4.23,2.394,2.372,0.889,0.778,0.0,,
3.55,8.78,9.44,8.67,36.84,3.18,4.36,2.439,2.408,0.889,0.722,0.0,,
3.6,8.95,9.04,8.8,36.85,3.31,4.49,2.486,2.444,0.944,0.722,0.0,,
3.65,9.11,9.59,8.91,36.85,3.43,4.62,2.531,2.475,0.889,0.611,0.0,,
3.7,9.25,9.18,9.02,36.85,3.56,4.75,2.569,2.506,0.778,0.611,0.0,,
3.75,9.36,9.71,9.12,36.86,3.69,4.88,2.6,2.533,0.611,0.556,0.0,,
3.8,9.43,9.29,9.21,36.86,3.82,5.01,2.619,2.558,0.389,0.5,0.0,,
3.85,9.5,9.81,9.29,36.86,3.95,5.15,2.639,2.581,0.389,0.444,0.0,,
3.9,9.58,9.38,9.36,36.86,4.08,5.28,2.661,2.6,0.444,0.389,0.0,,
3.95,9.69,9.89,9.42,36.87,4.22,5.41,2.692,2.617,0.611,0.333,0.0,,
4.0,9.83,9.76,9.51,36.87,4.35,5.55,2.731,2.642,0.778,0.5,0.0,,
4.05,9.98,10.23,9.59,36.87,4.49,5.69,2.772,2.664,0.833,0.444,0.0,,
4.1,10.12,9.76,9.66,36.87,4.63,5.83,2.811,2.683,0.778,0.389,0.0,,
4.15,10.25,10.23,9.72,36.87,4.77,5.97,2.847,2.7,0.722,0.333,0.0,,
4.2,10.38,9.76,9.78,36.86,4.92,6.11,2.883,2.717,0.722,0.333,0.0,,
4.25,10.5,10.23,9.84,36.86,5.06,6.25,2.917,2.733,0.667,0.333,0.0,,
4.3,10.65,9.76,9.88,36.85,5.21,6.38,2.958,2.744,0.833,0.222,0.0,,
4.35,10.83,10.23,9.92,36.84,5.36,6.52,3.008,2.756,1.0,0.222,0.0,,
4.4,11.06,9.76,9.96,36.82,5.51,6.66,3.072,2.767,1.278,0.222,0.0,,
4.45,11.3,10.23,10.0,36.81,5.67,6.8,3.139,2.778,1.333,0.222,0.0,,
4.5,11.53,9.76,10.0,36.79,5.82,6.94,3.203,2.778,1.278,0.0,0.0,,
4.55,11.75,10.23,10.0,36.77,5.99,7.08,3.264,2.778,1.222,0.0,0.0,,
4.6,11.92,9.76,10.0,36.74,6.15,7.22,3.311,2.778,0.944,0.0,0.0,,
4.65,12.06,10.23,10.0,36.71,6.32,7.36,3.35,2.778,0.778,0.0,0.0,,
4.7,12.22,9.76,10.0,36.68,6.49,7.49,3.394,2.778,0.889,0.0,0.0,,
4.75,12.38,10.23,10.0,36.65,6.66,7.64,3.439,2.778,0.889,0.0,0.0,,
4.8,12.53,9.76,10.0,36.62,6.83,7.77,3.481,2.778,0.833,0.0,0.0,,
4.85,12.68,10.23,10.0,36.58,7.01,7.91,3.522,2.778,0.833,0.0,0.0,,
4.9,12.86,9.76,10.0,36.54,7.18,8.05,3.572,2.778,1.0,0.0,0.0,,
4.95,13.05,10.23,10.0,36.5,7.36,8.19,3.625,2.778,1.056,0.0,0.0,,
5.0,13.24,9.76,10.0,36.46,7.55,8.33,3.678,2.778,1.056,0.0,0.0,,
5.05,13.44,10.23,10.0,36.41,7.73,8.47,3.733,2.778,1.111,0.0,0.0,,
5.1,13.63,9.76,10.0,36.36,7.92,8.61,3.786,2.778,1.056,0.0,0.0,,
5.15,13.81,10.23,10.0,36.31,8.11,8.75,3.836,2.778,1.0,0.0,0.0,,
5.2,13.96,9.76,10.0,36.25,8.3,8.88,3.878,2.778,0.833,0.0,0.0,,
5.25,14.09,10.23,10.0,36.2,8.5,9.02,3.914,2.778,0.722,0.0,0.0,,
5.3,14.23,9.76,10.0,36.14,8.7,9.16,3.953,2.778,0.778,0.0,0.0,,
5.35,14.38,10.23,10.0,36.08,8.9,9.3,3.994,2.778,0.833,0.0,0.0,,
5.4,14.55,9.76,10.0,36.02,9.1,9.44,4.042,2.778,0.944,0.0,0.0,,
5.45,14.73,10.23,10.0,35.96,9.3,9.58,4.092,2.778,1.0,0.0,0.0,,
5.5,14.92,9.76,10.0,35.89,9.51,9.72,4.144,2.778,1.056,0.0,0.0,,
5.55,15.11,10.23,10.0,35.82,9.72,9.86,4.197,2.778,1.056,0.0,0.0,,
5.6,15.3,9.76,10.0,35.74,9.93,9.99,4.25,2.778,1.056,0.0,0.0,,
5.65,15.49,10.23,10.0,35.67,10.14,10.14,4.303,2.778,1.056,0.0,0.0,,
5.7,15.66,9.76,10.0,35.59,10.36,10.27,4.35,2.778,0.944,0.0,0.0,,
5.75,15.82,10.23,10.0,35.51,10.58,10.41,4.394,2.778,0.889,0.0,0.0,,
5.8,15.98,9.76,10.0,35.43,10.8,10.55,4.439,2.778,0.889,0.0,0.0,,
5.85,16.13,10.23,10.0,35.35,11.02,10.69,4.481,2.778,0.833,0.0,0.0,,
5.9,16.28,9.76,10.0,35.26,11.25,10.83,4.522,2.778,0.833,0.0,0.0,,
5.95,16.44,10.23,10.0,35.17,11.47,10.97,4.567,2.778,0.889,0.0,0.0,,
6.0,16.58,9.76,10.0,35.08,11.7,11.11,4.606,2.778,0.778,0.0,0.0,,
6.05,16.71,10.23,10.0,34.99,11.93,11.25,4.642,2.778,0.722,0.0,0.0,,
6.1,16.87,9.76,10.0,34.89,12.17,11.38,4.686,2.778,0.889,0.0,0.0,,
6.15,17.04,10.23,10.0,34.8,12.4,11.52,4.733,2.778,0.944,0.0,0.0,,
6.2,17.22,9.76,10.0,34.7,12.64,11.66,4.783,2.778,1.0,0.0,0.0,,
6.25,17.41,10.23,10.0,34.6,12.88,11.8,4.836,2.778,1.056,0.0,0.0,,
6.3,17.6,9.76,10.0,34.49,13.13,11.94,4.889,2.778,1.056,0.0,0.0,,
6.35,17.78,10.23,10.0,34.39,13.37,12.08,4.939,2.778,1.0,0.0,0.0,,
6.4,17.96,9.76,10.0,34.27,13.62,12.22,4.989,2.778,1.0,0.0,0.0,,
6.45,18.1,10.23,10.0,34.16,13.87,12.36,5.028,2.778,0.778,0.0,0.0,,
6.5,18.19,9.76,10.0,34.05,14.12,12.49,5.053,2.778,0.5,0.0,0.0,,
6.55,18.23,10.23,10.0,33.94,14.38,12.63,5.064,2.778,0.222,0.0,0.0,,
6.6,18.25,9.76,10.0,33.82,14.63,12.77,5.069,2.778,0.111,0.0,0.0,,
6.65,18.27,10.23,10.0,33.71,14.88,12.91,5.075,2.778,0.111,0.0,0.0,,
6.7,18.33,9.76,10.0,33.59,15.14,13.05,5.092,2.778,0.333,0.0,0.0,,
6.75,18.43,10.23,10.0,33.48,15.39,13.19,5.119,2.778,0.556,0.0,0.0,,
6.8,18.59,9.76,10.0,33.36,15.65,13.33,5.164,2.778,0.889,0.0,0.0,,
6.85,18.79,10.23,10.0,33.24,15.91,13.47,5.219,2.778,1.111,0.0,0.0,,
6.9,19.01,9.76,10.0,33.11,16.17,13.61,5.281,2.778,1.222,0.0,0.0,,
6.95,19.23,10.23,10.0,32.98,16.44,13.75,5.342,2.778,1.222,0.0,0.0,,
7.0,19.44,9.76,10.0,32.85,16.71,13.88,5.4,2.778,1.167,0.0,0.0,,
7.05,19.66,10.23,10.0,32.72,16.98,14.02,5.461,2.778,1.222,0.0,0.0,,
7.1,19.86,9.76,10.0,32.58,17.25,14.16,5.517,2.778,1.111,0.0,0.0,,
7.15,20.05,10.23,10.0,32.45,17.53,14.3,5.569,2.778,1.056,0.0,0.0,,
7.2,20.2,9.76,10.0,32.3,17.81,14.44,5.611,2.778,0.833,0.0,0.0,,
7.25,20.32,10.23,10.0,32.16,18.09,14.58,5.644,2.778,0.667,0.0,0.0,,
7.3,20.41,9.76,10.0,32.02,18.38,14.72,5.669,2.778,0.5,0.0,0.0,,
7.35,20.45,10.23,10.0,31.88,18.66,14.86,5.681,2.778,0.222,0.0,0.0,,
7.4,20.44,9.76,10.0,31.73,18.94,14.99,5.678,2.778,-0.056,0.0,0.0,,
7.45,20.42,10.23,10.0,31.58,19.23,15.13,5.672,2.778,-0.111,0.0,0.0,,
7.5,20.41,9.76,10.0,31.44,19.51,15.27,5.669,2.778,-0.056,0.0,0.0,,
7.55,20.4,10.23,10.0,31.3,19.79,15.41,5.667,2.778,-0.056,0.0,0.0,,
7.6,20.42,9.76,10.0,31.15,20.08,15.55,5.672,2.778,0.111,0.0,0.0,,
7.65,20.45,10.23,10.0,31.01,20.36,15.69,5.681,2.778,0.167,0.0,0.0,,
7.7,20.48,9.76,10.0,30.86,20.65,15.83,5.689,2.778,0.167,0.0,0.0,,
7.75,20.51,10.23,10.0,30.72,20.93,15.97,5.697,2.778,0.167,0.0,0.0,,
7.8,20.53,9.76,10.0,30.57,21.21,16.11,5.703,2.778,0.111,0.0,0.0,,
7.85,20.53,10.23,10.0,30.42,21.5,16.25,5.703,2.778,0.0,0.0,0.0,,
7.9,20.51,9.76,10.0,30.27,21.79,16.38,5.697,2.778,-0.111,0.0,0.0,,
7.95,20.46,10.23,10.0,30.13,22.07,16.52,5.683,2.778,-0.278,0.0,0.0,,
8.0,20.41,9.76,10.0,29.98,22.35,16.66,5.669,2.778,-0.278,0.0,0.0,,
8.05,20.36,10.23,10.0,29.84,22.64,16.8,5.656,2.778,-0.278,0.0,0.0,,
8.1,20.3,9.76,10.0,29.7,22.92,16.94,5.639,2.778,-0.333,0.0,0.0,,
8.15,20.25,10.23,10.0,29.56,23.2,17.08,5.625,2.778,-0.278,0.0,0.0,,
8.2,20.21,9.76,10.0,29.41,23.48,17.22,5.614,2.778,-0.222,0.0,0.0,,
8.25,20.16,10.23,10.0,29.27,23.76,17.36,5.6,2.778,-0.278,0.0,0.0,,
8.3,20.11,9.76,10.0,29.13,24.04,17.49,5.586,2.778,-0.278,0.0,0.0,,
8.35,20.05,10.23,10.0,28.99,24.32,17.63,5.569,2.778,-0.333,0.0,0.0,,
8.4,19.96,9.76,10.0,28.85,24.6,17.77,5.544,2.778,-0.5,0.0,0.0,,
8.45,19.87,10.23,10.0,28.72,24.87,17.91,5.519,2.778,-0.5,0.0,0.0,,
8.5,19.78,9.76,10.0,28.58,25.15,18.05,5.494,2.778,-0.5,0.0,0.0,,
8.55,19.7,10.23,10.0,28.45,25.42,18.19,5.472,2.778,-0.444,0.0,0.0,,
8.6,19.67,9.76,10.0,28.31,25.7,18.33,5.464,2.778,-0.167,0.0,0.0,,
8.65,19.71,10.23,10.0,28.18,25.97,18.47,5.475,2.778,0.222,0.0,0.0,,
8.7,19.8,9.76,10.0,28.04,26.24,18.6,5.5,2.778,0.5,0.0,0.0,,
8.75,19.93,10.23,10.0,27.9,26.52,18.75,5.536,2.778,0.722,0.0,0.0,,
8.8,20.08,9.76,10.0,27.76,26.8,18.88,5.578,2.778,0.833,0.0,0.0,,
8.85,20.18,10.23,10.0,27.62,27.08,19.02,5.606,2.778,0.556,0.0,0.0,,
8.9,20.23,9.76,10.0,27.48,27.36,19.16,5.619,2.778,0.278,0.0,0.0,,
8.95,20.2,10.23,10.0,27.34,27.64,19.3,5.611,2.778,-0.167,0.0,0.0,,
9.0,20.12,9.76,10.0,27.2,27.92,19.44,5.589,2.778,-0.444,0.0,0.0,,
9.05,19.98,10.23,10.0,27.06,28.2,19.58,5.55,2.778,-0.778,0.0,0.0,,
9.1,19.82,9.76,10.0,26.92,28.47,19.72,5.506,2.778,-0.889,0.0,0.0,,
9.15,19.65,10.23,10.0,26.79,28.75,19.86,5.458,2.778,-0.944,0.0,0.0,,
9.2,19.52,9.76,10.0,26.65,29.02,19.99,5.422,2.778,-0.722,0.0,0.0,,
9.25,19.45,10.23,10.0,26.52,29.29,20.13,5.403,2.778,-0.389,0.0,0.0,,
9.3,19.47,9.76,10.0,26.39,29.56,20.27,5.408,2.778,0.111,0.0,0.0,,
9.35,19.58,10.23,10.0,26.26,29.83,20.41,5.439,2.778,0.611,0.0,0.0,,
9.4,19.73,9.76,10.0,26.12,30.1,20.55,5.481,2.778,0.833,0.0,0.0,,
9.45,19.92,10.23,10.0,25.99,30.38,20.69,5.533,2.778,1.056,0.0,0.0,,
9.5,20.1,9.76,10.0,25.85,30.66,20.83,5.583,2.778,1.0,0.0,0.0,,
9.55,20.27,10.23,10.0,25.71,30.94,20.97,5.631,2.778,0.944,0.0,0.0,,
9.6,20.38,9.76,10.0,25.56,31.22,21.1,5.661,2.778,0.611,0.0,0.0,,
9.65,20.43,10.23,10.0,25.42,31.51,21.25,5.675,2.778,0.278,0.0,0.0,,
9.7,20.39,9.76,10.0,25.27,31.79,21.38,5.664,2.778,-0.222,0.0,0.0,,
9.75,20.28,10.23,10.0,25.13,32.07,21.52,5.633,2.778,-0.611,0.0,0.0,,
9.8,20.15,9.76,10.0,24.99,32.35,21.66,5.597,2.778,-0.722,0.0,0.0,,
9.85,20.02,10.23,10.0,24.85,32.63,21.8,5.561,2.778,-0.722,0.0,0.0,,
9.9,19.92,9.76,10.0,24.71,32.91,21.94,5.533,2.778,-0.556,0.0,0.0,,
9.95,19.84,10.23,10.0,24.57,33.18,22.08,5.511,2.778,-0.444,0.0,0.0,,
10.0,19.8,9.76,10.0,24.43,33.46,22.22,5.5,2.778,-0.222,0.0,0.0,,
10.05,19.77,10.23,10.0,24.3,33.73,22.36,5.492,2.778,-0.167,0.0,0.0,,
10.1,19.75,9.76,10.0,24.16,34.01,22.49,5.486,2.778,-0.111,0.0,0.0,,
10.15,19.73,10.23,10.0,24.03,34.28,22.63,5.481,2.778,-0.111,0.0,0.0,,
10.2,19.7,9.76,10.0,23.89,34.56,22.77,5.472,2.778,-0.167,0.0,0.0,,
10.25,19.65,10.23,10.0,23.76,34.83,22.91,5.458,2.778,-0.278,0.0,0.0,,
10.3,19.59,9.76,10.0,23.63,35.1,23.05,5.442,2.778,-0.333,0.0,0.0,,
10.35,19.51,10.23,10.0,23.49,35.37,23.19,5.419,2.778,-0.444,0.0,0.0,,
10.4,19.41,9.76,10.0,23.36,35.64,23.33,5.392,2.778,-0.556,0.0,0.0,,
10.45,19.3,10.23,10.0,23.23,35.91,23.47,5.361,2.778,-0.611,0.0,0.0,,
10.5,19.18,9.76,10.0,23.1,36.18,23.6,5.328,2.778,-0.667,0.0,0.0,,
10.55,19.07,10.23,10.0,22.98,36.44,23.75,5.297,2.778,-0.611,0.0,0.0,,
10.6,18.95,9.76,10.0,22.85,36.71,23.88,5.264,2.778,-0.667,0.0,0.0,,
10.65,18.85,10.23,10.0,22.73,36.97,24.02,5.236,2.778,-0.556,0.0,0.0,,
10.7,18.76,9.76,10.0,22.61,37.23,24.16,5.211,2.778,-0.5,0.0,0.0,,
10.75,18.68,10.23,10.0,22.49,37.49,24.3,5.189,2.778,-0.444,0.0,0.0,,
10.8,18.59,9.76,10.0,22.37,37.75,24.44,5.164,2.778,-0.5,0.0,0.0,,
10.85,18.51,10.23,10.0,22.25,38.01,24.58,5.142,2.778,-0.444,0.0,0.0,,
10.9,18.43,9.76,10.0,22.13,38.26,24.72,5.119,2.778,-0.444,0.0,0.0,,
10.95,18.34,10.23,10.0,22.01,38.52,24.86,5.094,2.778,-0.5,0.0,0.0,,
11.0,18.23,9.76,10.0,21.9,38.77,24.99,5.064,2.778,-0.611,0.0,0.0,,
11.05,18.11,10.23,10.0,21.79,39.03,25.13,5.031,2.778,-0.667,0.0,0.0,,
11.1,17.98,9.76,10.0,21.67,39.28,25.27,4.994,2.778,-0.722,0.0,0.0,,
11.15,17.84,10.23,10.0,21.57,39.52,25.41,4.956,2.778,-0.778,0.0,0.0,,
11.2,17.7,9.76,10.0,21.46,39.77,25.55,4.917,2.778,-0.778,0.0,0.0,,
11.25,17.57,10.23,10.0,21.35,40.02,25.69,4.881,2.778,-0.722,0.0,0.0,,
11.3,17.44,9.76,10.0,21.25,40.26,25.83,4.844,2.778,-0.722,0.0,0.0,,
11.35,17.32,10.23,10.0,21.14,40.5,25.97,4.811,2.778,-0.667,0.0,0.0,,
11.4,17.2,9.76,10.0,21.04,40.74,26.1,4.778,2.778,-0.667,0.0,0.0,,
11.45,17.1,10.23,10.0,20.95,40.98,26.25,4.75,2.778,-0.556,0.0,0.0,,
11.5,17.01,9.76,10.0,20.85,41.21,26.38,4.725,2.778,-0.5,0.0,0.0,,
11.55,16.92,10.23,10.0,20.75,41.45,26.52,4.7,2.778,-0.5,0.0,0.0,,
11.6,16.85,9.76,10.0,20.65,41.68,26.66,4.681,2.778,-0.389,0.0,0.0,,
11.65,16.79,10.23,10.0,20.56,41.92,26.8,4.664,2.778,-0.333,0.0,0.0,,
11.7,16.74,9.76,10.0,20.47,42.15,26.94,4.65,2.778,-0.278,0.0,0.0,,
11.75,16.68,10.23,10.0,20.37,42.38,27.08,4.633,2.778,-0.333,0.0,0.0,,
11.8,16.61,9.76,10.0,20.28,42.61,27.22,4.614,2.778,-0.389,0.0,0.0,,
11.85,16.54,10.23,10.0,20.19,42.84,27.36,4.594,2.778,-0.389,0.0,0.0,,
11.9,16.45,9.76,10.0,20.1,43.07,27.49,4.569,2.778,-0.5,0.0,0.0,,
11.95,16.35,10.23,10.0,20.01,43.3,27.63,4.542,2.778,-0.556,0.0,0.0,,
12.0,16.26,9.76,10.0,19.92,43.53,27.77,4.517,2.778,-0.5,0.0,0.0,,
12.05,16.18,10.23,10.0,19.84,43.75,27.91,4.494,2.778,-0.444,0.0,0.0,,
12.1,16.13,9.76,10.0,19.75,43.98,28.05,4.481,2.778,-0.278,0.0,0.0,,
12.15,16.11,10.23,10.0,19.67,44.2,28.19,4.475,2.778,-0.111,0.0,0.0,,
12.2,16.1,9.76,10.0,19.58,44.42,28.33,4.472,2.778,-0.056,0.0,0.0,,
12.25,16.1,10.23,10.0,19.5,44.65,28.47,4.472,2.778,0.0,0.0,0.0,,
12.3,16.08,9.76,10.0,19.41,44.87,28.6,4.467,2.778,-0.111,0.0,0.0,,
12.35,16.03,10.23,10.0,19.33,45.09,28.75,4.453,2.778,-0.278,0.0,0.0,,
12.4,15.95,9.76,10.0,19.24,45.32,28.88,4.431,2.778,-0.444,0.0,0.0,,
12.45,15.84,10.23,10.0,19.16,45.54,29.02,4.4,2.778,-0.611,0.0,0.0,,
12.5,15.72,9.76,10.0,19.08,45.76,29.16,4.367,2.778,-0.667,0.0,0.0,,
12.55,15.58,10.23,10.0,19.01,45.97,29.3,4.328,2.778,-0.778,0.0,0.0,,
12.6,15.46,9.76,10.0,18.93,46.19,29.44,4.294,2.778,-0.667,0.0,0.0,,
12.65,15.36,10.23,10.0,18.85,46.4,29.58,4.267,2.778,-0.556,0.0,0.0,,
12.7,15.29,9.76,10.0,18.78,46.61,29.72,4.247,2.778,-0.389,0.0,0.0,,
12.75,15.28,10.23,10.0,18.71,46.83,29.86,4.244,2.778,-0.056,0.0,0.0,,
12.8,15.32,9.76,10.0,18.63,47.04,29.99,4.256,2.778,0.222,0.0,0.0,,
12.85,15.42,10.23,10.0,18.56,47.25,30.13,4.283,2.778,0.556,0.0,0.0,,
12.9,15.53,9.76,10.0,18.48,47.47,30.27,4.314,2.778,0.611,0.0,0.0,,
12.95,15.62,10.23,10.0,18.41,47.68,30.41,4.339,2.778,0.5,0.0,0.0,,
13.0,15.65,9.76,10.0,18.33,47.9,30.55,4.347,2.778,0.167,0.0,0.0,,
13.05,15.62,10.23,10.0,18.25,48.12,30.69,4.339,2.778,-0.167,0.0,0.0,,
13.1,15.52,9.76,10.0,18.17,48.34,30.83,4.311,2.778,-0.556,0.0,0.0,,
13.15,15.38,10.23,10.0,18.1,48.55,30.97,4.272,2.778,-0.778,0.0,0.0,,
13.2,15.22,9.76,10.0,18.02,48.76,31.1,4.228,2.778,-0.889,0.0,0.0,,
13.25,15.05,10.23,10.0,17.95,48.97,31.25,4.181,2.778,-0.944,0.0,0.0,,
13.3,14.89,9.76,10.0,17.88,49.18,31.38,4.136,2.778,-0.889,0.0,0.0,,
13.35,14.75,10.23,10.0,17.82,49.38,31.52,4.097,2.778,-0.778,0.0,0.0,,
13.4,14.61,9.76,10.0,17.75,49.59,31.66,4.058,2.778,-0.778,0.0,0.0,,
13.45,14.51,10.23,10.0,17.69,49.79,31.8,4.031,2.778,-0.556,0.0,0.0,,
