Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Lead Braking Distance (m),Braking Phase
1.2,0.52,1.81,0.97,41.08,0.02,0.83,0.144,0.269,1.889,0.611,1.5,,
1.25,0.49,1.34,1.04,41.09,0.03,0.85,0.136,0.289,-0.167,0.389,1.5,,
1.3,0.72,2.08,1.19,41.11,0.04,0.87,0.2,0.331,1.278,0.833,1.5,,
1.35,0.81,1.62,1.3,41.12,0.05,0.9,0.225,0.361,0.5,0.611,1.5,,
1.4,0.98,2.36,1.49,41.14,0.06,0.93,0.272,0.414,0.944,1.056,1.5,,
1.45,1.18,1.91,1.6,41.15,0.08,0.96,0.328,0.444,1.111,0.611,1.5,,
1.5,1.26,2.65,1.73,41.17,0.1,0.99,0.35,0.481,0.444,0.722,1.5,,
1.55,1.37,2.22,1.86,41.18,0.11,1.02,0.381,0.517,0.611,0.722,1.5,,
1.6,1.38,2.96,2.0,41.2,0.13,1.06,0.383,0.556,0.056,0.778,1.5,,
1.65,1.59,2.53,2.15,41.22,0.15,1.1,0.442,0.597,1.167,0.833,1.5,,
1.7,1.56,3.27,2.3,41.24,0.18,1.14,0.433,0.639,-0.167,0.833,1.5,,
1.75,1.69,2.85,2.45,41.26,0.2,1.18,0.469,0.681,0.722,0.833,1.5,,
1.8,1.73,3.58,2.6,41.29,0.22,1.23,0.481,0.722,0.222,0.833,1.5,,
1.85,1.82,3.16,2.75,41.31,0.25,1.28,0.506,0.764,0.5,0.833,1.5,,
1.9,1.94,3.89,2.9,41.33,0.27,1.33,0.539,0.806,0.667,0.833,0.0,,
1.95,2.09,3.48,3.06,41.35,0.3,1.38,0.581,0.85,0.833,0.889,0.0,,
2.0,2.25,4.2,3.21,41.38,0.33,1.44,0.625,0.892,0.889,0.833,0.0,,
2.05,2.42,3.79,3.37,41.4,0.36,1.49,0.672,0.936,0.944,0.889,0.0,,
2.1,2.56,4.52,3.53,41.43,0.4,1.55,0.711,0.981,0.778,0.889,0.0,,
2.15,2.66,4.11,3.68,41.45,0.43,1.61,0.739,1.022,0.556,0.833,0.0,,
2.2,2.75,4.83,3.84,41.48,0.47,1.68,0.764,1.067,0.5,0.889,0.0,,
2.25,2.83,4.43,4.0,41.5,0.51,1.74,0.786,1.111,0.444,0.889,0.0,,
2.3,2.91,5.14,4.16,41.53,0.55,1.81,0.808,1.156,0.444,0.889,0.0,,
2.35,3.0,4.74,4.31,41.56,0.59,1.88,0.833,1.197,0.5,0.833,0.0,,
2.4,3.11,5.45,4.47,41.59,0.64,1.95,0.864,1.242,0.611,0.889,0.0,,
2.45,3.24,5.05,4.63,41.62,0.68,2.02,0.9,1.286,0.722,0.889,0.0,,
2.5,3.39,5.76,4.78,41.65,0.73,2.1,0.942,1.328,0.833,0.833,0.0,,
2.55,3.55,5.37,4.94,41.68,0.77,2.18,0.986,1.372,0.889,0.889,0.0,,
2.6,3.71,6.07,5.09,41.71,0.82,2.26,1.031,1.414,0.889,0.833,0.0,,
2.65,3.86,5.68,5.25,41.74,0.88,2.34,1.072,1.458,0.833,0.889,0.0,,
2.7,3.98,6.38,5.41,41.77,0.93,2.43,1.106,1.503,0.667,0.889,0.0,,
2.75,4.12,6.0,5.56,41.8,0.99,2.51,1.144,1.544,0.778,0.833,0.0,,
2.8,4.29,6.69,5.72,41.83,1.05,2.6,1.192,1.589,0.944,0.889,0.0,,
2.85,4.47,6.32,5.88,41.86,1.11,2.69,1.242,1.633,1.0,0.889,0.0,,
2.9,4.63,7.01,6.03,41.89,1.17,2.79,1.286,1.675,0.889,0.833,0.0,,
2.95,4.83,6.63,6.19,41.92,1.24,2.88,1.342,1.719,1.111,0.889,0.0,,
3.0,5.06,7.32,6.35,41.95,1.31,2.98,1.406,1.764,1.278,0.889,0.0,,
3.05,5.28,6.95,6.51,41.98,1.38,3.08,1.467,1.808,1.222,0.889,0.0,,
3.1,5.48,7.64,6.66,42.01,1.45,3.19,1.522,1.85,1.111,0.833,0.0,,
3.15,5.63,7.27,6.82,42.03,1.53,3.29,1.564,1.894,0.833,0.889,0.0,,
3.2,5.75,7.95,6.98,42.06,1.61,3.4,1.597,1.939,0.667,0.889,0.0,,
3.25,5.87,7.59,7.14,42.09,1.69,3.5,1.631,1.983,0.667,0.889,0.0,,
3.3,6.01,8.26,7.29,42.12,1.77,3.62,1.669,2.025,0.778,0.833,0.0,,
3.35,6.16,7.91,7.45,42.15,1.86,3.73,1.711,2.069,0.833,0.889,0.0,,
3.4,6.3,8.58,7.61,42.18,1.95,3.85,1.75,2.114,0.778,0.889,0.0,,
3.45,6.45,8.24,7.77,42.2,2.03,3.96,1.792,2.158,0.833,0.889,0.0,,
3.5,6.6,8.88,7.93,42.24,2.12,4.08,1.833,2.203,0.833,0.889,0.0,,
3.55,6.75,8.53,8.08,42.26,2.22,4.2,1.875,2.244,0.833,0.833,0.0,,
3.6,6.9,9.14,8.23,42.29,2.31,4.33,1.917,2.286,0.833,0.833,0.0,,
3.65,7.04,8.76,8.38,42.32,2.41,4.45,1.956,2.328,0.778,0.833,0.0,,
3.7,7.19,9.35,8.52,42.35,2.51,4.58,1.997,2.367,0.833,0.778,0.0,,
3.75,7.37,8.95,8.66,42.37,2.61,4.71,2.047,2.406,1.0,0.778,0.0,,
3.8,7.55,9.52,8.78,42.4,2.71,4.84,2.097,2.439,1.0,0.667,0.0,,
3.85,7.74,9.11,8.9,42.42,2.82,4.97,2.15,2.472,1.056,0.667,0.0,,
3.9,7.91,9.65,9.01,42.45,2.93,5.1,2.197,2.503,0.944,0.611,0.0,,
3.95,8.08,9.23,9.11,42.46,3.04,5.23,2.244,2.531,0.944,0.556,0.0,,
4.0,8.23,9.76,9.2,42.49,3.15,5.36,2.286,2.556,0.833,0.5,0.0,,
4.05,8.35,9.33,9.28,42.5,3.27,5.49,2.319,2.578,0.667,0.444,0.0,,
4.1,8.46,9.85,9.35,42.52,3.39,5.63,2.35,2.597,0.611,0.389,0.0,,
4.15,8.6,9.41,9.42,42.53,3.5,5.76,2.389,2.617,0.778,0.389,0.0,,
4.2,8.78,10.23,9.5,42.55,3.63,5.9,2.439,2.639,1.0,0.444,0.0,,
4.25,8.99,9.76,9.59,42.57,3.75,6.04,2.497,2.664,1.167,0.5,0.0,,
4.3,9.23,10.23,9.66,42.58,3.88,6.18,2.564,2.683,1.333,0.389,0.0,,
4.35,9.48,9.76,9.72,42.59,4.01,6.32,2.633,2.7,1.389,0.333,0.0,,
4.4,9.71,10.23,9.78,42.6,4.14,6.46,2.697,2.717,1.278,0.333,0.0,,
4.45,9.9,9.76,9.83,42.6,4.28,6.59,2.75,2.731,1.056,0.278,0.0,,
4.5,10.03,10.23,9.88,42.6,4.42,6.73,2.786,2.744,0.722,0.278,0.0,,
4.55,10.13,9.76,9.92,42.6,4.56,6.87,2.814,2.756,0.556,0.222,0.0,,
4.6,10.25,10.23,9.96,42.6,4.7,7.01,2.847,2.767,0.667,0.222,0.0,,
4.65,10.4,9.76,10.0,42.59,4.84,7.15,2.889,2.778,0.833,0.222,0.0,,
4.7,10.59,10.23,10.0,42.58,4.99,7.29,2.942,2.778,1.056,0.0,0.0,,
4.75,10.8,9.76,10.0,42.57,5.13,7.43,3.0,2.778,1.167,0.0,0.0,,
4.8,11.03,10.23,10.0,42.56,5.29,7.57,3.064,2.778,1.278,0.0,0.0,,
4.85,11.26,9.76,10.0,42.54,5.44,7.71,3.128,2.778,1.278,0.0,0.0,,
4.9,11.48,10.23,10.0,42.53,5.6,7.85,3.189,2.778,1.222,0.0,0.0,,
4.95,11.67,9.76,10.0,42.5,5.76,7.98,3.242,2.778,1.056,0.0,0.0,,
5.0,11.84,10.23,10.0,42.48,5.92,8.12,3.289,2.778,0.944,0.0,0.0,,
5.05,11.99,9.76,10.0,42.45,6.09,8.26,3.331,2.778,0.833,0.0,0.0,,
5.1,12.13,10.23,10.0,42.43,6.26,8.4,3.369,2.778,0.778,0.0,0.0,,
5.15,12.26,9.76,10.0,42.39,6.43,8.54,3.406,2.778,0.722,0.0,0.0,,
5.2,12.39,10.23,10.0,42.36,6.6,8.68,3.442,2.778,0.722,0.0,0.0,,
5.25,12.54,9.76,10.0,42.33,6.77,8.82,3.483,2.778,0.833,0.0,0.0,,
5.3,12.7,10.23,10.0,42.29,6.95,8.96,3.528,2.778,0.889,0.0,0.0,,
5.35,12.86,9.76,10.0,42.25,7.13,9.09,3.572,2.778,0.889,0.0,0.0,,
5.4,13.04,10.23,10.0,42.21,7.31,9.23,3.622,2.778,1.0,0.0,0.0,,
5.45,13.23,9.76,10.0,42.17,7.49,9.37,3.675,2.778,1.056,0.0,0.0,,
5.5,13.38,10.23,10.0,42.12,7.67,9.51,3.717,2.778,0.833,0.0,0.0,,
5.55,13.5,9.76,10.0,42.07,7.86,9.65,3.75,2.778,0.667,0.0,0.0,,
5.6,13.6,10.23,10.0,42.03,8.05,9.79,3.778,2.778,0.556,0.0,0.0,,
5.65,13.69,9.76,10.0,41.97,8.24,9.93,3.803,2.778,0.5,0.0,0.0,,
5.7,13.77,10.23,10.0,41.92,8.43,10.07,3.825,2.778,0.444,0.0,0.0,,
5.75,13.87,9.76,10.0,41.87,8.62,10.2,3.853,2.778,0.556,0.0,0.0,,
5.8,14.0,10.23,10.0,41.82,8.82,10.35,3.889,2.778,0.722,0.0,0.0,,
5.85,14.16,9.76,10.0,41.76,9.01,10.48,3.933,2.778,0.889,0.0,0.0,,
5.9,14.32,10.23,10.0,41.7,9.21,10.62,3.978,2.778,0.889,0.0,0.0,,
5.95,14.49,9.76,10.0,41.64,9.41,10.76,4.025,2.778,0.944,0.0,0.0,,
6.0,14.67,10.23,10.0,41.58,9.61,10.9,4.075,2.778,1.0,0.0,0.0,,
6.05,14.86,9.76,10.0,41.51,9.82,11.04,4.128,2.778,1.056,0.0,0.0,,
6.1,15.04,10.23,10.0,41.44,10.02,11.18,4.178,2.778,1.0,0.0,0.0,,
6.15,15.2,9.76,10.0,41.37,10.24,11.32,4.222,2.778,0.889,0.0,0.0,,
6.2,15.35,10.23,10.0,41.29,10.45,11.46,4.264,2.778,0.833,0.0,0.0,,
6.25,15.49,9.76,10.0,41.22,10.66,11.59,4.303,2.778,0.778,0.0,0.0,,
6.3,15.62,10.23,10.0,41.14,10.88,11.74,4.339,2.778,0.722,0.0,0.0,,
6.35,15.73,9.76,10.0,41.06,11.1,11.87,4.369,2.778,0.611,0.0,0.0,,
6.4,15.85,10.23,10.0,40.98,11.32,12.01,4.403,2.778,0.667,0.0,0.0,,
6.45,16.0,9.76,10.0,40.9,11.54,12.15,4.444,2.778,0.833,0.0,0.0,,
6.5,16.17,10.23,10.0,40.82,11.76,12.29,4.492,2.778,0.944,0.0,0.0,,
6.55,16.36,9.76,10.0,40.73,11.99,12.43,4.544,2.778,1.056,0.0,0.0,,
6.6,16.56,10.23,10.0,40.64,12.22,12.57,4.6,2.778,1.111,0.0,0.0,,
6.65,16.76,9.76,10.0,40.54,12.45,12.71,4.656,2.778,1.111,0.0,0.0,,
6.7,16.95,10.23,10.0,40.45,12.68,12.85,4.708,2.778,1.056,0.0,0.0,,
6.75,17.12,9.76,10.0,40.35,12.92,12.98,4.756,2.778,0.944,0.0,0.0,,
6.8,17.27,10.23,10.0,40.25,13.16,13.12,4.797,2.778,0.833,0.0,0.0,,
6.85,17.41,9.76,10.0,40.15,13.4,13.26,4.836,2.778,0.778,0.0,0.0,,
6.9,17.53,10.23,10.0,40.05,13.64,13.4,4.869,2.778,0.667,0.0,0.0,,
6.95,17.64,9.76,10.0,39.94,13.89,13.54,4.9,2.778,0.611,0.0,0.0,,
7.0,17.75,10.23,10.0,39.83,14.13,13.68,4.931,2.778,0.611,0.0,0.0,,
7.05,17.89,9.76,10.0,39.72,14.38,13.82,4.969,2.778,0.778,0.0,0.0,,
7.1,18.08,10.23,10.0,39.61,14.63,13.96,5.022,2.778,1.056,0.0,0.0,,
7.15,18.31,9.76,10.0,39.5,14.88,14.09,5.086,2.778,1.278,0.0,0.0,,
7.2,18.53,10.23,10.0,39.38,15.14,14.24,5.147,2.778,1.222,0.0,0.0,,
7.25,18.7,9.76,10.0,39.26,15.4,14.37,5.194,2.778,0.944,0.0,0.0,,
7.3,18.81,10.23,10.0,39.14,15.66,14.51,5.225,2.778,0.611,0.0,0.0,,
7.35,18.88,9.76,10.0,39.02,15.92,14.65,5.244,2.778,0.389,0.0,0.0,,
7.4,18.93,10.23,10.0,38.89,16.18,14.79,5.258,2.778,0.278,0.0,0.0,,
7.45,18.97,9.76,10.0,38.77,16.45,14.93,5.269,2.778,0.222,0.0,0.0,,
7.5,19.03,10.23,10.0,38.64,16.71,15.07,5.286,2.778,0.333,0.0,0.0,,
7.55,19.12,9.76,10.0,38.52,16.98,15.21,5.311,2.778,0.5,0.0,0.0,,
7.6,19.24,10.23,10.0,38.39,17.24,15.35,5.344,2.778,0.667,0.0,0.0,,
7.65,19.41,9.76,10.0,38.26,17.51,15.48,5.392,2.778,0.944,0.0,0.0,,
7.7,19.6,10.23,10.0,38.13,17.78,15.62,5.444,2.778,1.056,0.0,0.0,,
7.75,19.82,9.76,10.0,37.99,18.06,15.76,5.506,2.778,1.222,0.0,0.0,,
7.8,20.03,10.23,10.0,37.86,18.33,15.9,5.564,2.778,1.167,0.0,0.0,,
7.85,20.23,9.76,10.0,37.71,18.61,16.04,5.619,2.778,1.111,0.0,0.0,,
7.9,20.39,10.23,10.0,37.57,18.9,16.18,5.664,2.778,0.889,0.0,0.0,,
7.95,20.49,9.76,10.0,37.42,19.18,16.32,5.692,2.778,0.556,0.0,0.0,,
8.0,20.54,10.23,10.0,37.28,19.46,16.46,5.706,2.778,0.278,0.0,0.0,,
8.05,20.56,9.76,10.0,37.13,19.75,16.59,5.711,2.778,0.111,0.0,0.0,,
8.1,20.57,10.23,10.0,36.99,20.04,16.74,5.714,2.778,0.056,0.0,0.0,,
8.15,20.57,9.76,10.0,36.84,20.32,16.87,5.714,2.778,0.0,0.0,0.0,,
8.2,20.58,10.23,10.0,36.69,20.61,17.01,5.717,2.778,0.056,0.0,0.0,,
8.25,20.58,9.76,10.0,36.54,20.89,17.15,5.717,2.778,0.0,0.0,0.0,,
8.3,20.6,10.23,10.0,36.4,21.18,17.29,5.722,2.778,0.111,0.0,0.0,,
8.35,20.62,9.76,10.0,36.25,21.46,17.43,5.728,2.778,0.111,0.0,0.0,,
8.4,20.63,10.23,10.0,36.1,21.75,17.57,5.731,2.778,0.056,0.0,0.0,,
8.45,20.65,9.76,10.0,35.95,22.04,17.71,5.736,2.778,0.111,0.0,0.0,,
8.5,20.64,10.23,10.0,35.81,22.32,17.85,5.733,2.778,-0.056,0.0,0.0,,
8.55,20.63,9.76,10.0,35.66,22.61,17.98,5.731,2.778,-0.056,0.0,0.0,,
8.6,20.6,10.23,10.0,35.51,22.9,18.12,5.722,2.778,-0.167,0.0,0.0,,
8.65,20.55,9.76,10.0,35.36,23.18,18.26,5.708,2.778,-0.278,0.0,0.0,,
8.7,20.49,10.23,10.0,35.22,23.47,18.4,5.692,2.778,-0.333,0.0,0.0,,
8.75,20.43,9.76,10.0,35.07,23.75,18.54,5.675,2.778,-0.333,0.0,0.0,,
8.8,20.35,10.23,10.0,34.93,24.04,18.68,5.653,2.778,-0.444,0.0,0.0,,
8.85,20.27,9.76,10.0,34.79,24.32,18.82,5.631,2.778,-0.444,0.0,0.0,,
8.9,20.19,10.23,10.0,34.65,24.6,18.96,5.608,2.778,-0.444,0.0,0.0,,
8.95,20.12,9.76,10.0,34.5,24.88,19.09,5.589,2.778,-0.389,0.0,0.0,,
9.0,20.06,10.23,10.0,34.36,25.16,19.24,5.572,2.778,-0.333,0.0,0.0,,
9.05,19.98,9.76,10.0,34.22,25.43,19.37,5.55,2.778,-0.444,0.0,0.0,,
9.1,19.89,10.23,10.0,34.09,25.71,19.51,5.525,2.778,-0.5,0.0,0.0,,
9.15,19.79,9.76,10.0,33.95,25.99,19.65,5.497,2.778,-0.556,0.0,0.0,,
9.2,19.71,10.23,10.0,33.82,26.26,19.79,5.475,2.778,-0.444,0.0,0.0,,
9.25,19.65,9.76,10.0,33.68,26.53,19.93,5.458,2.778,-0.333,0.0,0.0,,
9.3,19.63,10.23,10.0,33.55,26.81,20.07,5.453,2.778,-0.111,0.0,0.0,,
9.35,19.66,9.76,10.0,33.41,27.08,20.21,5.461,2.778,0.167,0.0,0.0,,
9.4,19.72,10.23,10.0,33.28,27.35,20.35,5.478,2.778,0.333,0.0,0.0,,
9.45,19.79,9.76,10.0,33.14,27.63,20.48,5.497,2.778,0.389,0.0,0.0,,
9.5,19.88,10.23,10.0,33.01,27.9,20.62,5.522,2.778,0.5,0.0,0.0,,
9.55,19.95,9.76,10.0,32.87,28.18,20.76,5.542,2.778,0.389,0.0,0.0,,
9.6,19.98,10.23,10.0,32.73,28.46,20.9,5.55,2.778,0.167,0.0,0.0,,
9.65,19.98,9.76,10.0,32.59,28.74,21.04,5.55,2.778,0.0,0.0,0.0,,
9.7,19.95,10.23,10.0,32.45,29.01,21.18,5.542,2.778,-0.167,0.0,0.0,,
9.75,19.91,9.76,10.0,32.31,29.29,21.32,5.531,2.778,-0.222,0.0,0.0,,
9.8,19.9,10.23,10.0,32.18,29.57,21.46,5.528,2.778,-0.056,0.0,0.0,,
9.85,19.91,9.76,10.0,32.04,29.84,21.59,5.531,2.778,0.056,0.0,0.0,,
9.9,19.96,10.23,10.0,31.9,30.12,21.74,5.544,2.778,0.278,0.0,0.0,,
9.95,20.04,9.76,10.0,31.76,30.4,21.87,5.567,2.778,0.444,0.0,0.0,,
10.0,20.14,10.23,10.0,31.62,30.68,22.01,5.594,2.778,0.556,0.0,0.0,,
10.05,20.26,9.76,10.0,31.48,30.96,22.15,5.628,2.778,0.667,0.0,0.0,,
10.1,20.36,10.23,10.0,31.34,31.24,22.29,5.656,2.778,0.556,0.0,0.0,,
10.15,20.41,9.76,10.0,31.19,31.52,22.43,5.669,2.778,0.278,0.0,0.0,,
10.2,20.38,10.23,10.0,31.05,31.81,22.57,5.661,2.778,-0.167,0.0,0.0,,
10.25,20.27,9.76,10.0,30.9,32.09,22.71,5.631,2.778,-0.611,0.0,0.0,,
10.3,20.1,10.23,10.0,30.76,32.37,22.85,5.583,2.778,-0.944,0.0,0.0,,
10.35,19.92,9.76,10.0,30.62,32.65,22.98,5.533,2.778,-1.0,0.0,0.0,,
10.4,19.79,10.23,10.0,30.49,32.92,23.12,5.497,2.778,-0.722,0.0,0.0,,
10.45,19.73,9.76,10.0,30.35,33.19,23.26,5.481,2.778,-0.333,0.0,0.0,,
10.5,19.76,10.23,10.0,30.22,33.47,23.4,5.489,2.778,0.167,0.0,0.0,,
10.55,19.86,9.76,10.0,30.08,33.74,23.54,5.517,2.778,0.556,0.0,0.0,,
10.6,20.02,10.23,10.0,29.94,34.02,23.68,5.561,2.778,0.889,0.0,0.0,,
10.65,20.2,9.76,10.0,29.8,34.3,23.82,5.611,2.778,1.0,0.0,0.0,,
10.7,20.37,10.23,10.0,29.66,34.58,23.96,5.658,2.778,0.944,0.0,0.0,,
10.75,20.49,9.76,10.0,29.51,34.87,24.09,5.692,2.778,0.667,0.0,0.0,,
10.8,20.52,10.23,10.0,29.37,35.15,24.24,5.7,2.778,0.167,0.0,0.0,,
10.85,20.47,9.76,10.0,29.22,35.44,24.37,5.686,2.778,-0.278,0.0,0.0,,
10.9,20.35,10.23,10.0,29.08,35.72,24.51,5.653,2.778,-0.667,0.0,0.0,,
10.95,20.19,9.76,10.0,28.93,36.0,24.65,5.608,2.778,-0.889,0.0,0.0,,
11.0,20.01,10.23,10.0,28.8,36.28,24.79,5.558,2.778,-1.0,0.0,0.0,,
11.05,19.86,9.76,10.0,28.66,36.56,24.93,5.517,2.778,-0.833,0.0,0.0,,
11.1,19.76,10.23,10.0,28.52,36.83,25.07,5.489,2.778,-0.556,0.0,0.0,,
11.15,19.71,9.76,10.0,28.39,37.11,25.21,5.475,2.778,-0.278,0.0,0.0,,
11.2,19.72,10.23,10.0,28.25,37.38,25.35,5.478,2.778,0.056,0.0,0.0,,
11.25,19.8,9.76,10.0,28.11,37.65,25.48,5.5,2.778,0.444,0.0,0.0,,
11.3,19.93,10.23,10.0,27.98,37.93,25.62,5.536,2.778,0.722,0.0,0.0,,
11.35,20.08,9.76,10.0,27.84,38.21,25.76,5.578,2.778,0.833,0.0,0.0,,
11.4,20.23,10.23,10.0,27.7,38.49,25.9,5.619,2.778,0.833,0.0,0.0,,
11.45,20.36,9.76,10.0,27.55,38.77,26.04,5.656,2.778,0.722,0.0,0.0,,
11.5,20.44,10.23,10.0,27.41,39.05,26.18,5.678,2.778,0.444,0.0,0.0,,
11.55,20.44,9.76,10.0,27.26,39.34,26.32,5.678,2.778,0.0,0.0,0.0,,
11.6,20.37,10.23,10.0,27.12,39.62,26.46,5.658,2.778,-0.389,0.0,0.0,,
11.65,20.22,9.76,10.0,26.98,39.9,26.59,5.617,2.778,-0.833,0.0,0.0,,
11.7,20.04,10.23,10.0,26.84,40.18,26.74,5.567,2.778,-1.0,0.0,0.0,,
11.75,19.84,9.76,10.0,26.7,40.46,26.87,5.511,2.778,-1.111,0.0,0.0,,
11.8,19.67,10.23,10.0,26.56,40.73,27.01,5.464,2.778,-0.944,0.0,0.0,,
11.85,19.55,9.76,10.0,26.43,41.01,27.15,5.431,2.778,-0.667,0.0,0.0,,
11.9,19.5,10.23,10.0,26.3,41.28,27.29,5.417,2.778,-0.278,0.0,0.0,,
11.95,19.54,9.76,10.0,26.17,41.55,27.43,5.428,2.778,0.222,0.0,0.0,,
12.0,19.66,10.23,10.0,26.03,41.82,27.57,5.461,2.778,0.667,0.0,0.0,,
12.05,19.84,9.76,10.0,25.9,42.09,27.71,5.511,2.778,1.0,0.0,0.0,,
12.1,20.04,10.23,10.0,25.76,42.37,27.85,5.567,2.778,1.111,0.0,0.0,,
12.15,20.24,9.76,10.0,25.62,42.65,27.98,5.622,2.778,1.111,0.0,0.0,,
12.2,20.39,10.23,10.0,25.48,42.93,28.12,5.664,2.778,0.833,0.0,0.0,,
12.25,20.46,9.76,10.0,25.33,43.22,28.26,5.683,2.778,0.389,0.0,0.0,,
12.3,20.45,10.23,10.0,25.18,43.5,28.4,5.681,2.778,-0.056,0.0,0.0,,
12.35,20.34,9.76,10.0,25.04,43.79,28.54,5.65,2.778,-0.611,0.0,0.0,,
12.4,20.16,10.23,10.0,24.9,44.07,28.68,5.6,2.778,-1.0,0.0,0.0,,
12.45,19.94,9.76,10.0,24.76,44.34,28.82,5.539,2.778,-1.222,0.0,0.0,,
12.5,19.72,10.23,10.0,24.62,44.62,28.96,5.478,2.778,-1.222,0.0,0.0,,
12.55,19.53,9.76,10.0,24.49,44.89,29.09,5.425,2.778,-1.056,0.0,0.0,,
12.6,19.41,10.23,10.0,24.36,45.16,29.24,5.392,2.778,-0.667,0.0,0.0,,
12.65,19.36,9.76,10.0,24.23,45.43,29.37,5.378,2.778,-0.278,0.0,0.0,,
12.7,19.39,10.23,10.0,24.1,45.7,29.51,5.386,2.778,0.167,0.0,0.0,,
12.75,19.49,9.76,10.0,23.97,45.97,29.65,5.414,2.778,0.556,0.0,0.0,,
12.8,19.64,10.23,10.0,23.83,46.24,29.79,5.456,2.778,0.833,0.0,0.0,,
12.85,19.78,9.76,10.0,23.7,46.52,29.93,5.494,2.778,0.778,0.0,0.0,,
12.9,19.86,10.23,10.0,23.56,46.79,30.07,5.517,2.778,0.444,0.0,0.0,,
12.95,19.87,9.76,10.0,23.42,47.07,30.21,5.519,2.778,0.056,0.0,0.0,,
13.0,19.81,10.23,10.0,23.29,47.34,30.35,5.503,2.778,-0.333,0.0,0.0,,
13.05,19.69,9.76,10.0,23.15,47.62,30.48,5.469,2.778,-0.667,0.0,0.0,,
13.1,19.53,10.23,10.0,23.02,47.89,30.62,5.425,2.778,-0.889,0.0,0.0,,
13.15,19.37,9.76,10.0,22.89,48.16,30.76,5.381,2.778,-0.889,0.0,0.0,,
13.2,19.21,10.23,10.0,22.76,48.43,30.9,5.336,2.778,-0.889,0.0,0.0,,
13.25,19.08,9.76,10.0,22.63,48.69,31.04,5.3,2.778,-0.722,0.0,0.0,,
13.3,18.99,10.23,10.0,22.51,48.96,31.18,5.275,2.778,-0.5,0.0,0.0,,
13.35,18.94,9.76,10.0,22.38,49.22,31.32,5.261,2.778,-0.278,0.0,0.0,,
13.4,18.92,10.23,10.0,22.26,49.48,31.46,5.256,2.778,-0.111,0.0,0.0,,
13.45,18.9,9.76,10.0,22.13,49.75,31.59,5.25,2.778,-0.111,0.0,0.0,,
13.5,18.87,10.23,10.0,22.01,50.01,31.74,5.242,2.778,-0.167,0.0,0.0,,
