Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
5.0,11.84,3.289,10.23,2.778,10.0,0.944,0.0,0.0,5.92,8.12,42.48,0.97,,2.8429115
5.05,11.99,3.331,9.76,2.778,10.0,0.833,0.0,0.0,6.09,8.26,42.45,,,2.9820154999999997
5.1,12.13,3.369,10.23,2.778,10.0,0.778,0.0,0.0,6.26,8.4,42.43,,,3.1093915000000005
5.15,12.26,3.406,9.76,2.778,10.0,0.722,0.0,0.0,6.43,8.54,42.39,,,3.234803
5.2,12.39,3.442,10.23,2.778,10.0,0.722,0.0,0.0,6.6,8.68,42.36,,,3.358139000000001
5.25,12.54,3.483,9.76,2.778,10.0,0.833,0.0,0.0,6.77,8.82,42.33,,,3.5001835
5.3,12.7,3.528,10.23,2.778,10.0,0.889,0.0,0.0,6.95,8.96,42.29,,,3.6580209999999993
5.35,12.86,3.572,9.76,2.778,10.0,0.889,0.0,0.0,7.13,9.09,42.25,,,3.8143089999999993
5.4,13.04,3.622,10.23,2.778,10.0,1.0,0.0,0.0,7.31,9.23,42.21,,,3.994258999999999
5.45,13.23,3.675,9.76,2.778,10.0,1.056,0.0,0.0,7.49,9.37,42.17,,,4.187735499999999
5.5,13.38,3.717,10.23,2.778,10.0,0.833,0.0,0.0,7.67,9.51,42.12,,,4.3430515
5.55,13.5,3.75,9.76,2.778,10.0,0.667,0.0,0.0,7.86,9.65,42.07,,,4.466322999999999
5.6,13.6,3.778,10.23,2.778,10.0,0.556,0.0,0.0,8.05,9.79,42.03,,,4.571771
5.65,13.69,3.803,9.76,2.778,10.0,0.5,0.0,0.0,8.24,9.93,41.97,,,4.6665835
5.7,13.77,3.825,10.23,2.778,10.0,0.444,0.0,0.0,8.43,10.07,41.92,,,4.7505355
5.75,13.87,3.853,9.76,2.778,10.0,0.556,0.0,0.0,8.62,10.2,41.87,,,4.858083500000001
5.8,14.0,3.889,10.23,2.778,10.0,0.722,0.0,0.0,8.82,10.35,41.82,,,4.997511499999998
5.85,14.16,3.933,9.76,2.778,10.0,0.889,0.0,0.0,9.01,10.48,41.76,,,5.169683499999998
5.9,14.32,3.978,10.23,2.778,10.0,0.889,0.0,0.0,9.21,10.62,41.7,,,5.347771
5.95,14.49,4.025,9.76,2.778,10.0,0.944,0.0,0.0,9.41,10.76,41.64,,,5.535935500000001
6.0,14.67,4.075,10.23,2.778,10.0,1.0,0.0,0.0,9.61,10.9,41.58,,,5.738535500000003
6.05,14.86,4.128,9.76,2.778,10.0,1.056,0.0,0.0,9.82,11.04,41.51,,,5.956021000000002
6.1,15.04,4.178,10.23,2.778,10.0,1.0,0.0,0.0,10.02,11.18,41.44,,,6.1637710000000006
6.15,15.2,4.222,9.76,2.778,10.0,0.889,0.0,0.0,10.24,11.32,41.37,,,6.348659000000001
6.2,15.35,4.264,10.23,2.778,10.0,0.833,0.0,0.0,10.45,11.46,41.29,,,6.526949000000002
6.25,15.49,4.303,9.76,2.778,10.0,0.778,0.0,0.0,10.66,11.59,41.22,,,6.694083500000001
6.3,15.62,4.339,10.23,2.778,10.0,0.722,0.0,0.0,10.88,11.74,41.14,,,6.849711500000003
6.35,15.73,4.369,9.76,2.778,10.0,0.611,0.0,0.0,11.1,11.87,41.06,,,6.9803915
6.4,15.85,4.403,10.23,2.778,10.0,0.667,0.0,0.0,11.32,12.01,40.98,,,7.129583499999999
6.45,16.0,4.444,9.76,2.778,10.0,0.833,0.0,0.0,11.54,12.15,40.9,,,7.311029000000001
6.5,16.17,4.492,10.23,2.778,10.0,0.944,0.0,0.0,11.76,12.29,40.82,,,7.525589
6.55,16.36,4.544,9.76,2.778,10.0,1.056,0.0,0.0,11.99,12.43,40.73,,,7.760629
6.6,16.56,4.6,10.23,2.778,10.0,1.111,0.0,0.0,12.22,12.57,40.64,,,8.016773
6.65,16.76,4.656,9.76,2.778,10.0,1.111,0.0,0.0,12.45,12.71,40.54,,,8.276053
6.7,16.95,4.708,10.23,2.778,10.0,1.056,0.0,0.0,12.68,12.85,40.45,,,8.519621
6.75,17.12,4.756,9.76,2.778,10.0,0.944,0.0,0.0,12.92,12.98,40.35,,,8.746853000000002
6.8,17.27,4.797,10.23,2.778,10.0,0.833,0.0,0.0,13.16,13.12,40.25,,,8.942771500000001
6.85,17.41,4.836,9.76,2.778,10.0,0.778,0.0,0.0,13.4,13.26,40.15,,,9.130693000000003
6.9,17.53,4.869,10.23,2.778,10.0,0.667,0.0,0.0,13.64,13.4,40.05,,,9.2908915
6.95,17.64,4.9,9.76,2.778,10.0,0.611,0.0,0.0,13.89,13.54,39.94,,,9.442373000000003
7.0,17.75,4.931,10.23,2.778,10.0,0.611,0.0,0.0,14.13,13.68,39.83,,,9.594815500000001
7.05,17.89,4.969,9.76,2.778,10.0,0.778,0.0,0.0,14.38,13.82,39.72,,,9.782991500000003
7.1,18.08,5.022,10.23,2.778,10.0,1.056,0.0,0.0,14.63,13.96,39.61,,,10.047859000000003
7.15,18.31,5.086,9.76,2.778,10.0,1.278,0.0,0.0,14.88,14.09,39.5,,,10.371443000000003
7.2,18.53,5.147,10.23,2.778,10.0,1.222,0.0,0.0,15.14,14.24,39.38,,,10.683671500000003
7.25,18.7,5.194,9.76,2.778,10.0,0.944,0.0,0.0,15.4,14.37,39.26,,,10.926779000000002
7.3,18.81,5.225,10.23,2.778,10.0,0.611,0.0,0.0,15.66,14.51,39.14,,,11.0883355
7.35,18.88,5.244,9.76,2.778,10.0,0.389,0.0,0.0,15.92,14.65,39.02,,,11.187829
7.4,18.93,5.258,10.23,2.778,10.0,0.278,0.0,0.0,16.18,14.79,38.89,,,11.261371000000002
7.45,18.97,5.269,9.76,2.778,10.0,0.222,0.0,0.0,16.45,14.93,38.77,,,11.319291500000002
7.5,19.03,5.286,10.23,2.778,10.0,0.333,0.0,0.0,16.71,15.07,38.64,,,11.409043
7.55,19.12,5.311,9.76,2.778,10.0,0.5,0.0,0.0,16.98,15.21,38.52,,,11.541555500000001
7.6,19.24,5.344,10.23,2.778,10.0,0.667,0.0,0.0,17.24,15.35,38.39,,,11.717429000000003
