Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
0.0,0.09,0.02,1.76,0.49,1.76,,,1.5,0.0,0.0,41.0,23.41,,0.0
0.05,0.05,0.02,1.76,0.49,1.76,-0.191,0.0,1.5,0.0,0.01,41.0,,,0.0
0.1,0.0,0.0,1.76,0.49,1.76,-0.297,0.001,1.5,0.0,0.03,41.0,,,0.0
0.15000000000000002,0.08,0.02,1.77,0.49,1.76,0.41,0.003,1.5,0.0,0.04,41.0,,,0.0
0.2,0.13,0.04,1.77,0.49,1.77,0.329,0.007,1.5,0.0,0.06,41.0,,,0.0
0.25,0.17,0.05,1.78,0.49,1.77,0.191,0.012,1.5,0.01,0.07,41.0,,,0.0
0.30000000000000004,0.19,0.05,1.79,0.49,1.77,0.102,0.018,1.5,0.01,0.09,41.0,,,0.0
0.35000000000000003,0.2,0.05,1.81,0.49,1.78,0.046,0.025,1.5,0.01,0.11,41.0,,,0.0
0.4,0.2,0.05,1.83,0.5,1.78,0.011,0.034,1.5,0.01,0.12,41.01,,,0.0
0.45,0.2,0.05,1.86,0.5,1.79,-0.011,0.043,1.5,0.02,0.14,41.01,,,0.0
0.5,0.04,0.01,1.9,0.5,1.8,-0.854,0.073,1.5,0.02,0.16,41.02,,,0.0
0.55,0.13,0.04,1.94,0.51,1.82,0.517,0.097,1.5,0.02,0.17,41.03,,,0.0
0.6000000000000001,0.0,0.0,1.99,0.51,1.84,-0.73,0.125,1.5,0.02,0.19,41.04,,,0.0
0.65,0.12,0.03,2.05,0.52,1.87,0.63,0.155,1.5,0.02,0.21,41.06,,,0.0
0.7000000000000001,0.0,0.0,2.11,0.53,1.9,-0.634,0.188,1.5,0.02,0.24,41.07,,,0.0
0.75,0.13,0.04,2.18,0.54,1.95,0.694,0.224,1.5,0.02,0.26,41.09,,,0.0
0.8,0.02,0.01,2.26,0.55,1.99,-0.591,0.261,1.5,0.02,0.28,41.11,,,0.0
0.8500000000000001,0.15,0.04,2.35,0.57,2.05,0.726,0.299,1.5,0.02,0.31,41.13,,,0.0
0.9,0.05,0.01,2.44,0.59,2.11,-0.578,0.339,1.5,0.03,0.34,41.15,,,0.0
