Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Lead Braking Distance (m),Braking Phase
1.35,0.53,1.24,0.9,16.09,0.02,0.86,0.147,0.25,1.389,0.444,1.5,,
1.4,0.56,1.96,1.06,16.11,0.03,0.89,0.156,0.294,0.167,0.889,1.5,,
1.45,0.71,1.52,1.18,16.12,0.04,0.91,0.197,0.328,0.833,0.667,1.5,,
1.5,0.65,2.23,1.37,16.14,0.05,0.94,0.181,0.381,-0.333,1.056,1.5,,
1.55,0.62,1.8,1.48,16.16,0.06,0.97,0.172,0.411,-0.167,0.611,1.5,,
1.6,0.46,2.52,1.61,16.19,0.07,1.0,0.128,0.447,-0.889,0.722,1.5,,
1.65,0.6,2.1,1.75,16.21,0.07,1.03,0.167,0.486,0.778,0.778,1.5,,
1.7,0.61,2.81,1.89,16.24,0.08,1.07,0.169,0.525,0.056,0.778,1.5,,
1.75,0.64,2.4,2.03,16.27,0.09,1.1,0.178,0.564,0.167,0.778,1.5,,
1.8,0.81,3.11,2.17,16.3,0.1,1.14,0.225,0.603,0.944,0.778,1.5,,
1.85,0.8,2.7,2.31,16.33,0.11,1.18,0.222,0.642,-0.056,0.778,1.5,,
1.9,0.96,3.41,2.46,16.36,0.12,1.23,0.267,0.683,0.889,0.833,0.0,,
1.95,0.93,3.0,2.61,16.39,0.14,1.27,0.258,0.725,-0.167,0.833,0.0,,
2.0,1.03,3.71,2.76,16.43,0.15,1.32,0.286,0.767,0.556,0.833,0.0,,
2.05,1.23,3.3,2.91,16.46,0.16,1.37,0.342,0.808,1.111,0.833,0.0,,
2.1,1.27,4.01,3.05,16.5,0.18,1.42,0.353,0.847,0.222,0.778,0.0,,
2.15,1.4,3.6,3.2,16.53,0.2,1.48,0.389,0.889,0.722,0.833,0.0,,
2.2,1.43,4.31,3.35,16.57,0.22,1.53,0.397,0.931,0.167,0.833,0.0,,
2.25,1.41,3.9,3.5,16.6,0.24,1.59,0.392,0.972,-0.111,0.833,0.0,,
2.3,1.51,4.6,3.65,16.64,0.26,1.65,0.419,1.014,0.556,0.833,0.0,,
2.35,1.67,4.2,3.8,16.68,0.29,1.71,0.464,1.056,0.889,0.833,0.0,,
2.4,1.76,4.91,3.95,16.72,0.31,1.78,0.489,1.097,0.5,0.833,0.0,,
2.45,1.97,4.51,4.11,16.76,0.34,1.84,0.547,1.142,1.167,0.889,0.0,,
2.5,2.13,5.22,4.26,16.8,0.36,1.91,0.592,1.183,0.889,0.833,0.0,,
2.55,2.2,4.83,4.41,16.84,0.39,1.98,0.611,1.225,0.389,0.833,0.0,,
2.6,2.33,5.53,4.56,16.88,0.43,2.06,0.647,1.267,0.722,0.833,0.0,,
2.65,2.42,5.14,4.72,16.92,0.46,2.13,0.672,1.311,0.5,0.889,0.0,,
2.7,2.49,5.83,4.87,16.97,0.49,2.21,0.692,1.353,0.389,0.833,0.0,,
2.75,2.57,5.44,5.02,17.01,0.53,2.29,0.714,1.394,0.444,0.833,0.0,,
2.8,2.65,6.14,5.18,17.06,0.57,2.37,0.736,1.439,0.444,0.889,0.0,,
2.85,2.76,5.75,5.33,17.1,0.6,2.45,0.767,1.481,0.611,0.833,0.0,,
2.9,2.88,6.44,5.48,17.15,0.64,2.54,0.8,1.522,0.667,0.833,0.0,,
2.95,3.02,6.06,5.64,17.2,0.68,2.63,0.839,1.567,0.778,0.889,0.0,,
3.0,3.19,6.74,5.79,17.25,0.73,2.72,0.886,1.608,0.944,0.833,0.0,,
3.05,3.36,6.37,5.94,17.29,0.77,2.81,0.933,1.65,0.944,0.833,0.0,,
3.1,3.52,7.05,6.1,17.34,0.82,2.9,0.978,1.694,0.889,0.889,0.0,,
3.15,3.67,6.67,6.25,17.38,0.87,3.0,1.019,1.736,0.833,0.833,0.0,,
3.2,3.83,7.35,6.4,17.43,0.92,3.1,1.064,1.778,0.889,0.833,0.0,,
3.25,3.99,6.98,6.55,17.47,0.98,3.2,1.108,1.819,0.889,0.833,0.0,,
3.3,4.14,7.65,6.71,17.52,1.03,3.3,1.15,1.864,0.833,0.889,0.0,,
3.35,4.29,7.29,6.86,17.57,1.09,3.41,1.192,1.906,0.833,0.833,0.0,,
3.4,4.42,7.95,7.01,17.61,1.15,3.51,1.228,1.947,0.722,0.833,0.0,,
3.45,4.55,7.59,7.17,17.66,1.22,3.62,1.264,1.992,0.722,0.889,0.0,,
3.5,4.67,8.25,7.32,17.71,1.28,3.73,1.297,2.033,0.667,0.833,0.0,,
3.55,4.8,7.9,7.47,17.75,1.35,3.85,1.333,2.075,0.722,0.833,0.0,,
3.6,4.91,8.55,7.62,17.8,1.41,3.96,1.364,2.117,0.611,0.833,0.0,,
3.65,5.01,8.21,7.77,17.85,1.48,4.08,1.392,2.158,0.556,0.833,0.0,,
3.7,5.12,8.86,7.92,17.9,1.55,4.2,1.422,2.2,0.611,0.833,0.0,,
3.75,5.26,8.5,8.08,17.95,1.62,4.32,1.461,2.244,0.778,0.889,0.0,,
3.8,5.42,9.12,8.22,18.0,1.7,4.44,1.506,2.283,0.889,0.778,0.0,,
3.85,5.58,8.74,8.37,18.05,1.78,4.57,1.55,2.325,0.889,0.833,0.0,,
3.9,5.72,9.33,8.51,18.09,1.85,4.7,1.589,2.364,0.778,0.778,0.0,,
3.95,5.88,8.94,8.64,18.14,1.94,4.82,1.633,2.4,0.889,0.722,0.0,,
4.0,6.06,9.5,8.77,18.19,2.02,4.95,1.683,2.436,1.0,0.722,0.0,,
4.05,6.22,9.09,8.88,18.23,2.1,5.08,1.728,2.467,0.889,0.611,0.0,,
4.1,6.37,9.64,8.99,18.27,2.19,5.21,1.769,2.497,0.833,0.611,0.0,,
4.15,6.52,9.22,9.09,18.31,2.28,5.34,1.811,2.525,0.833,0.556,0.0,,
4.2,6.67,9.75,9.18,18.36,2.37,5.48,1.853,2.55,0.833,0.5,0.0,,
4.25,6.78,9.32,9.27,18.39,2.47,5.61,1.883,2.575,0.611,0.5,0.0,,
4.3,6.9,9.84,9.34,18.43,2.56,5.74,1.917,2.594,0.667,0.389,0.0,,
4.35,7.03,9.41,9.41,18.47,2.66,5.87,1.953,2.614,0.722,0.389,0.0,,
4.4,7.19,10.23,9.49,18.51,2.76,6.01,1.997,2.636,0.889,0.444,0.0,,
4.45,7.37,9.76,9.58,18.55,2.86,6.15,2.047,2.661,1.0,0.5,0.0,,
4.5,7.56,10.23,9.65,18.58,2.96,6.29,2.1,2.681,1.056,0.389,0.0,,
4.55,7.73,9.76,9.72,18.61,3.07,6.43,2.147,2.7,0.944,0.389,0.0,,
4.6,7.9,10.23,9.78,18.65,3.18,6.57,2.194,2.717,0.944,0.333,0.0,,
4.65,8.04,9.76,9.83,18.67,3.29,6.71,2.233,2.731,0.778,0.278,0.0,,
4.7,8.17,10.23,9.88,18.7,3.4,6.85,2.269,2.744,0.722,0.278,0.0,,
4.75,8.32,9.76,9.92,18.72,3.52,6.98,2.311,2.756,0.833,0.222,0.0,,
4.8,8.47,10.23,9.96,18.75,3.63,7.13,2.353,2.767,0.833,0.222,0.0,,
4.85,8.62,9.76,10.0,18.77,3.75,7.26,2.394,2.778,0.833,0.222,0.0,,
4.9,8.78,10.23,10.0,18.79,3.87,7.4,2.439,2.778,0.889,0.0,0.0,,
4.95,8.96,9.76,10.0,18.8,4.0,7.54,2.489,2.778,1.0,0.0,0.0,,
5.0,9.14,10.23,10.0,18.81,4.12,7.68,2.539,2.778,1.0,0.0,0.0,,
5.05,9.31,9.76,10.0,18.82,4.25,7.82,2.586,2.778,0.944,0.0,0.0,,
5.1,9.48,10.23,10.0,18.83,4.38,7.96,2.633,2.778,0.944,0.0,0.0,,
5.15,9.64,9.76,10.0,18.84,4.51,8.1,2.678,2.778,0.889,0.0,0.0,,
5.2,9.77,10.23,10.0,18.84,4.65,8.24,2.714,2.778,0.722,0.0,0.0,,
5.25,9.89,9.76,10.0,18.84,4.79,8.37,2.747,2.778,0.667,0.0,0.0,,
5.3,10.02,10.23,10.0,18.85,4.93,8.51,2.783,2.778,0.722,0.0,0.0,,
5.35,10.17,9.76,10.0,18.84,5.07,8.65,2.825,2.778,0.833,0.0,0.0,,
5.4,10.34,10.23,10.0,18.84,5.21,8.79,2.872,2.778,0.944,0.0,0.0,,
5.45,10.51,9.76,10.0,18.83,5.35,8.93,2.919,2.778,0.944,0.0,0.0,,
5.5,10.67,10.23,10.0,18.83,5.5,9.07,2.964,2.778,0.889,0.0,0.0,,
5.55,10.83,9.76,10.0,18.82,5.65,9.21,3.008,2.778,0.889,0.0,0.0,,
5.6,11.01,10.23,10.0,18.8,5.8,9.35,3.058,2.778,1.0,0.0,0.0,,
5.65,11.21,9.76,10.0,18.79,5.96,9.48,3.114,2.778,1.111,0.0,0.0,,
5.7,11.43,10.23,10.0,18.77,6.11,9.63,3.175,2.778,1.222,0.0,0.0,,
5.75,11.64,9.76,10.0,18.75,6.27,9.76,3.233,2.778,1.167,0.0,0.0,,
5.8,11.81,10.23,10.0,18.73,6.44,9.9,3.281,2.778,0.944,0.0,0.0,,
5.85,11.96,9.76,10.0,18.7,6.6,10.04,3.322,2.778,0.833,0.0,0.0,,
5.9,12.09,10.23,10.0,18.67,6.77,10.18,3.358,2.778,0.722,0.0,0.0,,
5.95,12.22,9.76,10.0,18.64,6.94,10.32,3.394,2.778,0.722,0.0,0.0,,
6.0,12.37,10.23,10.0,18.61,7.11,10.46,3.436,2.778,0.833,0.0,0.0,,
6.05,12.53,9.76,10.0,18.57,7.28,10.6,3.481,2.778,0.889,0.0,0.0,,
6.1,12.72,10.23,10.0,18.54,7.46,10.74,3.533,2.778,1.056,0.0,0.0,,
6.15,12.91,9.76,10.0,18.5,7.64,10.87,3.586,2.778,1.056,0.0,0.0,,
6.2,13.1,10.23,10.0,18.46,7.82,11.01,3.639,2.778,1.056,0.0,0.0,,
6.25,13.27,9.76,10.0,18.41,8.0,11.15,3.686,2.778,0.944,0.0,0.0,,
6.3,13.41,10.23,10.0,18.37,8.19,11.29,3.725,2.778,0.778,0.0,0.0,,
6.35,13.56,9.76,10.0,18.32,8.37,11.43,3.767,2.778,0.833,0.0,0.0,,
6.4,13.7,10.23,10.0,18.27,8.56,11.57,3.806,2.778,0.778,0.0,0.0,,
6.45,13.84,9.76,10.0,18.21,8.76,11.71,3.844,2.778,0.778,0.0,0.0,,
6.5,13.99,10.23,10.0,18.16,8.95,11.85,3.886,2.778,0.833,0.0,0.0,,
6.55,14.14,9.76,10.0,18.1,9.14,11.98,3.928,2.778,0.833,0.0,0.0,,
6.6,14.32,10.23,10.0,18.05,9.34,12.13,3.978,2.778,1.0,0.0,0.0,,
6.65,14.51,9.76,10.0,17.98,9.54,12.26,4.031,2.778,1.056,0.0,0.0,,
6.7,14.69,10.23,10.0,17.92,9.75,12.4,4.081,2.778,1.0,0.0,0.0,,
6.75,14.85,9.76,10.0,17.85,9.95,12.54,4.125,2.778,0.889,0.0,0.0,,
6.8,15.02,10.23,10.0,17.79,10.16,12.68,4.172,2.778,0.944,0.0,0.0,,
6.85,15.16,9.76,10.0,17.71,10.37,12.82,4.211,2.778,0.778,0.0,0.0,,
6.9,15.27,10.23,10.0,17.64,10.58,12.96,4.242,2.778,0.611,0.0,0.0,,
6.95,15.33,9.76,10.0,17.57,10.79,13.1,4.258,2.778,0.333,0.0,0.0,,
7.0,15.36,10.23,10.0,17.49,11.0,13.24,4.267,2.778,0.167,0.0,0.0,,
7.05,15.37,9.76,10.0,17.42,11.22,13.37,4.269,2.778,0.056,0.0,0.0,,
7.1,15.35,10.23,10.0,17.35,11.43,13.51,4.264,2.778,-0.111,0.0,0.0,,
7.15,15.33,9.76,10.0,17.27,11.65,13.65,4.258,2.778,-0.111,0.0,0.0,,
7.2,15.31,10.23,10.0,17.2,11.86,13.79,4.253,2.778,-0.111,0.0,0.0,,
7.25,15.31,9.76,10.0,17.12,12.07,13.93,4.253,2.778,0.0,0.0,0.0,,
7.3,15.31,10.23,10.0,17.05,12.28,14.07,4.253,2.778,0.0,0.0,0.0,,
7.35,15.32,9.76,10.0,16.97,12.5,14.21,4.256,2.778,0.056,0.0,0.0,,
7.4,15.33,10.23,10.0,16.9,12.71,14.35,4.258,2.778,0.056,0.0,0.0,,
7.45,15.33,9.76,10.0,16.83,12.92,14.48,4.258,2.778,0.0,0.0,0.0,,
7.5,15.31,10.23,10.0,16.76,13.13,14.63,4.253,2.778,-0.111,0.0,0.0,,
7.55,15.29,9.76,10.0,16.68,13.35,14.76,4.247,2.778,-0.111,0.0,0.0,,
7.6,15.25,10.23,10.0,16.61,13.56,14.9,4.236,2.778,-0.222,0.0,0.0,,
7.65,15.2,9.76,10.0,16.53,13.77,15.04,4.222,2.778,-0.278,0.0,0.0,,
7.7,15.14,10.23,10.0,16.46,13.98,15.18,4.206,2.778,-0.333,0.0,0.0,,
7.75,15.07,9.76,10.0,16.39,14.19,15.32,4.186,2.778,-0.389,0.0,0.0,,
7.8,15.0,10.23,10.0,16.32,14.4,15.46,4.167,2.778,-0.389,0.0,0.0,,
7.85,14.93,9.76,10.0,16.25,14.61,15.6,4.147,2.778,-0.389,0.0,0.0,,
7.9,14.87,10.23,10.0,16.19,14.81,15.74,4.131,2.778,-0.333,0.0,0.0,,
7.95,14.83,9.76,10.0,16.12,15.02,15.87,4.119,2.778,-0.222,0.0,0.0,,
8.0,14.8,10.23,10.0,16.05,15.23,16.01,4.111,2.778,-0.167,0.0,0.0,,
8.05,14.78,9.76,10.0,15.98,15.43,16.15,4.106,2.778,-0.111,0.0,0.0,,
8.1,14.76,10.23,10.0,15.92,15.64,16.29,4.1,2.778,-0.111,0.0,0.0,,
8.15,14.72,9.76,10.0,15.85,15.84,16.43,4.089,2.778,-0.222,0.0,0.0,,
8.2,14.66,10.23,10.0,15.79,16.04,16.57,4.072,2.778,-0.333,0.0,0.0,,
8.25,14.57,9.76,10.0,15.72,16.25,16.71,4.047,2.778,-0.5,0.0,0.0,,
8.3,14.47,10.23,10.0,15.66,16.45,16.85,4.019,2.778,-0.556,0.0,0.0,,
8.35,14.36,9.76,10.0,15.6,16.65,16.98,3.989,2.778,-0.611,0.0,0.0,,
8.4,14.26,10.23,10.0,15.54,16.85,17.13,3.961,2.778,-0.556,0.0,0.0,,
8.45,14.15,9.76,10.0,15.48,17.04,17.26,3.931,2.778,-0.611,0.0,0.0,,
8.5,14.04,10.23,10.0,15.43,17.24,17.4,3.9,2.778,-0.611,0.0,0.0,,
8.55,13.94,9.76,10.0,15.37,17.43,17.54,3.872,2.778,-0.556,0.0,0.0,,
8.6,13.84,10.23,10.0,15.32,17.63,17.68,3.844,2.778,-0.556,0.0,0.0,,
8.65,13.75,9.76,10.0,15.26,17.82,17.82,3.819,2.778,-0.5,0.0,0.0,,
8.7,13.65,10.23,10.0,15.21,18.01,17.96,3.792,2.778,-0.556,0.0,0.0,,
8.75,13.56,9.76,10.0,15.16,18.2,18.1,3.767,2.778,-0.5,0.0,0.0,,
8.8,13.46,10.23,10.0,15.12,18.38,18.24,3.739,2.778,-0.556,0.0,0.0,,
8.85,13.36,9.76,10.0,15.07,18.57,18.37,3.711,2.778,-0.556,0.0,0.0,,
8.9,13.26,10.23,10.0,15.02,18.76,18.51,3.683,2.778,-0.556,0.0,0.0,,
8.95,13.14,9.76,10.0,14.98,18.94,18.65,3.65,2.778,-0.667,0.0,0.0,,
9.0,13.04,10.23,10.0,14.93,19.12,18.79,3.622,2.778,-0.556,0.0,0.0,,
9.05,12.94,9.76,10.0,14.89,19.3,18.93,3.594,2.778,-0.556,0.0,0.0,,
9.1,12.84,10.23,10.0,14.85,19.48,19.07,3.567,2.778,-0.556,0.0,0.0,,
9.15,12.72,9.76,10.0,14.81,19.66,19.21,3.533,2.778,-0.667,0.0,0.0,,
9.2,12.6,10.23,10.0,14.78,19.83,19.35,3.5,2.778,-0.667,0.0,0.0,,
9.25,12.48,9.76,10.0,14.74,20.01,19.48,3.467,2.778,-0.667,0.0,0.0,,
9.3,12.34,10.23,10.0,14.71,20.18,19.63,3.428,2.778,-0.778,0.0,0.0,,
9.35,12.19,9.76,10.0,14.68,20.35,19.76,3.386,2.778,-0.833,0.0,0.0,,
9.4,12.05,10.23,10.0,14.65,20.52,19.9,3.347,2.778,-0.778,0.0,0.0,,
9.45,11.91,9.76,10.0,14.62,20.68,20.04,3.308,2.778,-0.778,0.0,0.0,,
9.5,11.78,10.23,10.0,14.6,20.85,20.18,3.272,2.778,-0.722,0.0,0.0,,
9.55,11.65,9.76,10.0,14.57,21.01,20.32,3.236,2.778,-0.722,0.0,0.0,,
9.6,11.54,10.23,10.0,14.55,21.17,20.46,3.206,2.778,-0.611,0.0,0.0,,
9.65,11.43,9.76,10.0,14.53,21.33,20.6,3.175,2.778,-0.611,0.0,0.0,,
9.7,11.31,10.23,10.0,14.51,21.49,20.74,3.142,2.778,-0.667,0.0,0.0,,
9.75,11.21,9.76,10.0,14.49,21.64,20.87,3.114,2.778,-0.556,0.0,0.0,,
9.8,11.1,10.23,10.0,14.48,21.8,21.01,3.083,2.778,-0.611,0.0,0.0,,
9.85,10.98,9.76,10.0,14.46,21.95,21.15,3.05,2.778,-0.667,0.0,0.0,,
9.9,10.88,10.23,10.0,14.45,22.1,21.29,3.022,2.778,-0.556,0.0,0.0,,
9.95,10.82,9.76,10.0,14.44,22.25,21.43,3.006,2.778,-0.333,0.0,0.0,,
10.0,10.77,10.23,10.0,14.43,22.4,21.57,2.992,2.778,-0.278,0.0,0.0,,
10.05,10.73,9.76,10.0,14.42,22.55,21.71,2.981,2.778,-0.222,0.0,0.0,,
10.1,10.73,10.23,10.0,14.41,22.7,21.85,2.981,2.778,0.0,0.0,0.0,,
10.15,10.73,9.76,10.0,14.4,22.85,21.98,2.981,2.778,0.0,0.0,0.0,,
10.2,10.75,10.23,10.0,14.39,23.0,22.12,2.986,2.778,0.111,0.0,0.0,,
10.25,10.76,9.76,10.0,14.37,23.15,22.26,2.989,2.778,0.056,0.0,0.0,,
10.3,10.77,10.23,10.0,14.37,23.3,22.4,2.992,2.778,0.056,0.0,0.0,,
10.35,10.78,9.76,10.0,14.35,23.45,22.54,2.994,2.778,0.056,0.0,0.0,,
10.4,10.79,10.23,10.0,14.34,23.6,22.68,2.997,2.778,0.056,0.0,0.0,,
10.45,10.8,9.76,10.0,14.33,23.75,22.82,3.0,2.778,0.056,0.0,0.0,,
10.5,10.81,10.23,10.0,14.32,23.9,22.96,3.003,2.778,0.056,0.0,0.0,,
10.55,10.84,9.76,10.0,14.31,24.05,23.1,3.011,2.778,0.167,0.0,0.0,,
10.6,10.88,10.23,10.0,14.3,24.2,23.24,3.022,2.778,0.222,0.0,0.0,,
10.65,10.92,9.76,10.0,14.28,24.35,23.37,3.033,2.778,0.222,0.0,0.0,,
10.7,10.97,10.23,10.0,14.27,24.5,23.51,3.047,2.778,0.278,0.0,0.0,,
10.75,11.03,9.76,10.0,14.26,24.66,23.65,3.064,2.778,0.333,0.0,0.0,,
10.8,11.08,10.23,10.0,14.24,24.81,23.79,3.078,2.778,0.278,0.0,0.0,,
10.85,11.12,9.76,10.0,14.23,24.96,23.93,3.089,2.778,0.222,0.0,0.0,,
10.9,11.15,10.23,10.0,14.21,25.12,24.07,3.097,2.778,0.167,0.0,0.0,,
10.95,11.15,9.76,10.0,14.2,25.27,24.21,3.097,2.778,0.0,0.0,0.0,,
11.0,11.14,10.23,10.0,14.18,25.43,24.35,3.094,2.778,-0.056,0.0,0.0,,
11.05,11.1,9.76,10.0,14.16,25.58,24.48,3.083,2.778,-0.222,0.0,0.0,,
11.1,11.05,10.23,10.0,14.15,25.74,24.62,3.069,2.778,-0.278,0.0,0.0,,
11.15,10.98,9.76,10.0,14.13,25.89,24.76,3.05,2.778,-0.389,0.0,0.0,,
11.2,10.91,10.23,10.0,14.12,26.04,24.9,3.031,2.778,-0.389,0.0,0.0,,
11.25,10.85,9.76,10.0,14.11,26.19,25.04,3.014,2.778,-0.333,0.0,0.0,,
11.3,10.8,10.23,10.0,14.1,26.34,25.18,3.0,2.778,-0.278,0.0,0.0,,
11.35,10.75,9.76,10.0,14.09,26.49,25.32,2.986,2.778,-0.278,0.0,0.0,,
11.4,10.7,10.23,10.0,14.08,26.64,25.46,2.972,2.778,-0.278,0.0,0.0,,
11.45,10.65,9.76,10.0,14.07,26.79,25.6,2.958,2.778,-0.278,0.0,0.0,,
11.5,10.61,10.23,10.0,14.06,26.94,25.74,2.947,2.778,-0.222,0.0,0.0,,
11.55,10.58,9.76,10.0,14.05,27.08,25.87,2.939,2.778,-0.167,0.0,0.0,,
11.6,10.57,10.23,10.0,14.05,27.23,26.01,2.936,2.778,-0.056,0.0,0.0,,
11.65,10.58,9.76,10.0,14.04,27.38,26.15,2.939,2.778,0.056,0.0,0.0,,
11.7,10.6,10.23,10.0,14.03,27.53,26.29,2.944,2.778,0.111,0.0,0.0,,
11.75,10.61,9.76,10.0,14.02,27.67,26.43,2.947,2.778,0.056,0.0,0.0,,
11.8,10.61,10.23,10.0,14.01,27.82,26.57,2.947,2.778,0.0,0.0,0.0,,
11.85,10.6,9.76,10.0,14.0,27.97,26.71,2.944,2.778,-0.056,0.0,0.0,,
11.9,10.58,10.23,10.0,14.0,28.11,26.85,2.939,2.778,-0.111,0.0,0.0,,
11.95,10.56,9.76,10.0,13.99,28.26,26.98,2.933,2.778,-0.111,0.0,0.0,,
12.0,10.55,10.23,10.0,13.98,28.41,27.12,2.931,2.778,-0.056,0.0,0.0,,
12.05,10.56,9.76,10.0,13.97,28.55,27.26,2.933,2.778,0.056,0.0,0.0,,
12.1,10.58,10.23,10.0,13.96,28.7,27.4,2.939,2.778,0.111,0.0,0.0,,
12.15,10.6,9.76,10.0,13.95,28.85,27.54,2.944,2.778,0.111,0.0,0.0,,
12.2,10.63,10.23,10.0,13.95,29.0,27.68,2.953,2.778,0.167,0.0,0.0,,
12.25,10.64,9.76,10.0,13.94,29.14,27.82,2.956,2.778,0.056,0.0,0.0,,
12.3,10.65,10.23,10.0,13.93,29.29,27.96,2.958,2.778,0.056,0.0,0.0,,
12.35,10.64,9.76,10.0,13.92,29.44,28.09,2.956,2.778,-0.056,0.0,0.0,,
12.4,10.6,10.23,10.0,13.91,29.59,28.24,2.944,2.778,-0.222,0.0,0.0,,
12.45,10.55,9.76,10.0,13.9,29.73,28.37,2.931,2.778,-0.278,0.0,0.0,,
12.5,10.49,10.23,10.0,13.9,29.88,28.51,2.914,2.778,-0.333,0.0,0.0,,
12.55,10.43,9.76,10.0,13.89,30.03,28.65,2.897,2.778,-0.333,0.0,0.0,,
12.6,10.38,10.23,10.0,13.89,30.17,28.79,2.883,2.778,-0.278,0.0,0.0,,
12.65,10.34,9.76,10.0,13.88,30.31,28.93,2.872,2.778,-0.222,0.0,0.0,,
12.7,10.33,10.23,10.0,13.88,30.46,29.07,2.869,2.778,-0.056,0.0,0.0,,
12.75,10.36,9.76,10.0,13.87,30.6,29.21,2.878,2.778,0.167,0.0,0.0,,
12.8,10.41,10.23,10.0,13.87,30.74,29.35,2.892,2.778,0.278,0.0,0.0,,
12.85,10.48,9.76,10.0,13.86,30.89,29.48,2.911,2.778,0.389,0.0,0.0,,
12.9,10.55,10.23,10.0,13.85,31.04,29.62,2.931,2.778,0.389,0.0,0.0,,
12.95,10.61,9.76,10.0,13.84,31.18,29.76,2.947,2.778,0.333,0.0,0.0,,
13.0,10.65,10.23,10.0,13.83,31.33,29.9,2.958,2.778,0.222,0.0,0.0,,
13.05,10.65,9.76,10.0,13.82,31.48,30.04,2.958,2.778,0.0,0.0,0.0,,
13.1,10.61,10.23,10.0,13.82,31.63,30.18,2.947,2.778,-0.222,0.0,0.0,,
13.15,10.55,9.76,10.0,13.81,31.77,30.32,2.931,2.778,-0.333,0.0,0.0,,
13.2,10.48,10.23,10.0,13.8,31.92,30.46,2.911,2.778,-0.389,0.0,0.0,,
13.25,10.39,9.76,10.0,13.79,32.06,30.59,2.886,2.778,-0.5,0.0,0.0,,
13.3,10.32,10.23,10.0,13.79,32.21,30.74,2.867,2.778,-0.389,0.0,0.0,,
13.35,10.26,9.76,10.0,13.79,32.35,30.87,2.85,2.778,-0.333,0.0,0.0,,
13.4,10.24,10.23,10.0,13.78,32.49,31.01,2.844,2.778,-0.111,0.0,0.0,,
13.45,10.23,9.76,10.0,13.78,32.63,31.15,2.842,2.778,-0.056,0.0,0.0,,
