Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
5.0,9.4,2.611,10.23,2.778,10.0,0.722,0.0,0.0,4.93,7.78,23.1,0.98,,0.8414555000000004
5.05,9.52,2.644,9.76,2.778,10.0,0.667,0.0,0.0,5.06,7.92,23.11,,,0.9282290000000004
5.1,9.65,2.681,10.23,2.778,10.0,0.722,0.0,0.0,5.2,8.06,23.12,,,1.0268155
5.15,9.8,2.722,9.76,2.778,10.0,0.833,0.0,0.0,5.33,8.19,23.12,,,1.1376589999999998
5.2,9.94,2.761,10.23,2.778,10.0,0.778,0.0,0.0,5.47,8.33,23.12,,,1.2446555000000004
5.25,10.08,2.8,9.76,2.778,10.0,0.778,0.0,0.0,5.61,8.47,23.12,,,1.3531729999999995
5.3,10.23,2.842,10.23,2.778,10.0,0.833,0.0,0.0,5.75,8.61,23.12,,,1.471739
5.35,10.38,2.883,9.76,2.778,10.0,0.833,0.0,0.0,5.89,8.75,23.11,,,1.5891835000000003
5.4,10.54,2.928,10.23,2.778,10.0,0.889,0.0,0.0,6.04,8.89,23.11,,,1.7200209999999996
5.45,10.68,2.967,9.76,2.778,10.0,0.778,0.0,0.0,6.19,9.03,23.1,,,1.8350514999999992
5.5,10.8,3.0,10.23,2.778,10.0,0.667,0.0,0.0,6.34,9.17,23.09,,,1.9335729999999995
5.55,10.93,3.036,9.76,2.778,10.0,0.722,0.0,0.0,6.49,9.3,23.08,,,2.0422930000000004
5.6,11.08,3.078,10.23,2.778,10.0,0.833,0.0,0.0,6.64,9.45,23.07,,,2.170770999999999
5.65,11.23,3.119,9.76,2.778,10.0,0.833,0.0,0.0,6.8,9.58,23.05,,,2.297891500000001
5.7,11.38,3.161,10.23,2.778,10.0,0.833,0.0,0.0,6.95,9.72,23.03,,,2.4298555
5.75,11.54,3.206,9.76,2.778,10.0,0.889,0.0,0.0,7.11,9.86,23.01,,,2.573203
5.8,11.69,3.247,10.23,2.778,10.0,0.833,0.0,0.0,7.27,10.0,22.99,,,2.705571499999999
5.85,11.84,3.289,9.76,2.778,10.0,0.833,0.0,0.0,7.44,10.14,22.96,,,2.8429115
5.9,11.99,3.331,10.23,2.778,10.0,0.833,0.0,0.0,7.6,10.28,22.94,,,2.9820154999999997
5.95,12.12,3.367,9.76,2.778,10.0,0.722,0.0,0.0,7.77,10.42,22.91,,,3.1026515
6.0,12.23,3.397,10.23,2.778,10.0,0.611,0.0,0.0,7.94,10.56,22.88,,,3.204171499999999
6.05,12.37,3.436,9.76,2.778,10.0,0.778,0.0,0.0,8.11,10.69,22.84,,,3.337493
6.1,12.51,3.475,10.23,2.778,10.0,0.778,0.0,0.0,8.28,10.83,22.81,,,3.4723355000000002
