Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
0.0,0.0,0.0,8.82,2.45,8.82,,,1.5,0.0,0.0,21.01,11.52,,0.0
0.05,0.0,0.0,10.58,2.7,9.7,0.002,4.9,1.5,0.0,0.14,21.01,,,0.0
0.1,0.0,0.0,10.75,2.79,10.05,-0.004,1.936,1.5,0.0,0.29,21.0,,,0.0
0.15000000000000002,0.0,0.0,7.77,2.63,9.48,0.002,-3.169,1.5,0.0,0.42,21.0,,,0.0
0.2,0.0,0.0,4.89,2.38,8.56,0.001,-5.095,1.5,0.0,0.5,21.0,,,0.0
0.25,0.0,0.0,0.29,2.0,7.18,-0.0,-7.664,1.5,0.0,0.53,21.0,,,0.0
0.30000000000000004,0.0,0.0,1.26,1.76,6.34,-0.001,-4.701,1.5,0.0,0.54,21.0,,,0.0
0.35000000000000003,0.04,0.01,1.82,1.6,5.77,0.237,-3.138,1.5,0.0,0.56,21.0,,,0.0
0.4,0.07,0.02,0.79,1.45,5.22,0.166,-3.074,1.5,0.0,0.57,21.0,,,0.0
0.45,0.05,0.01,0.76,1.33,4.77,-0.157,-2.478,1.5,0.0,0.58,21.0,,,0.0
0.5,0.07,0.02,0.71,1.1,3.96,0.156,-4.504,1.5,0.0,0.58,21.0,,,0.0
0.55,0.04,0.01,0.67,0.83,2.97,-0.174,-5.509,1.5,0.0,0.59,21.0,,,0.0
0.6000000000000001,0.08,0.02,0.63,0.54,1.96,0.216,-5.622,1.5,0.0,0.6,21.0,,,0.0
0.65,0.03,0.01,0.59,0.34,1.24,-0.285,-3.989,1.5,0.0,0.6,21.0,,,0.0
0.7000000000000001,0.1,0.03,0.55,0.22,0.81,0.373,-2.412,1.5,0.0,0.61,21.0,,,0.0
0.75,0.01,0.0,0.52,0.23,0.83,-0.48,0.129,1.5,0.0,0.61,21.0,,,0.0
0.8,0.12,0.03,0.49,0.21,0.75,0.605,-0.43,1.5,0.0,0.61,21.0,,,0.0
0.8500000000000001,0.02,0.0,0.46,0.17,0.62,-0.574,-0.757,1.5,0.0,0.62,21.0,,,0.0
0.9,0.15,0.04,0.43,0.16,0.58,0.738,-0.203,1.5,0.01,0.62,21.0,,,0.0
0.9500000000000001,0.05,0.01,0.4,0.15,0.54,-0.566,-0.199,1.5,0.01,0.63,21.0,,,0.0
1.0,0.18,0.05,0.75,0.15,0.55,0.74,0.022,1.5,0.01,0.64,21.0,,,0.0
1.05,0.08,0.02,1.29,0.17,0.61,-0.538,0.346,1.5,0.01,0.65,21.02,,,0.0
1.1,0.22,0.06,0.81,0.17,0.63,0.775,0.1,1.5,0.01,0.67,21.03,,,0.0
1.1500000000000001,0.14,0.04,1.5,0.2,0.72,-0.475,0.505,1.5,0.02,0.69,21.05,,,0.0
1.2000000000000002,0.28,0.08,1.02,0.21,0.77,0.807,0.26,1.5,0.02,0.7,21.06,,,0.0
1.25,0.5,0.14,1.73,0.25,0.89,1.232,0.671,1.5,0.02,0.73,21.08,,,0.0
1.3,0.71,0.2,1.26,0.27,0.96,1.118,0.43,1.5,0.03,0.74,21.09,,,0.0
1.35,0.8,0.22,1.97,0.31,1.12,0.512,0.844,1.5,0.04,0.77,21.1,,,0.0
1.4000000000000001,0.94,0.26,1.52,0.34,1.22,0.793,0.606,1.5,0.05,0.79,21.11,,,0.0
1.4500000000000002,0.99,0.27,2.23,0.39,1.41,0.248,1.019,1.5,0.07,0.82,21.13,,,0.0
1.5,1.01,0.28,1.79,0.42,1.51,0.15,0.574,1.5,0.08,0.85,21.14,,,0.0
1.55,1.14,0.32,2.5,0.45,1.63,0.703,0.672,1.5,0.1,0.88,21.16,,,0.0
1.6,1.09,0.3,2.06,0.49,1.76,-0.274,0.696,1.5,0.11,0.91,21.17,,,0.0
1.6500000000000001,1.18,0.33,2.78,0.52,1.89,0.479,0.711,1.5,0.13,0.95,21.2,,,0.0
1.7000000000000002,1.37,0.38,2.34,0.56,2.02,1.064,0.736,1.5,0.15,0.98,21.21,,,0.0
1.75,1.52,0.42,3.06,0.6,2.15,0.862,0.74,1.5,0.17,1.02,21.23,,,0.0
1.8,1.63,0.45,2.63,0.64,2.29,0.612,0.762,1.5,0.19,1.06,21.25,,,0.0
1.85,1.62,0.45,3.34,0.67,2.43,-0.06,0.761,1.5,0.21,1.11,21.27,,,0.0
1.9000000000000001,1.72,0.48,2.92,0.71,2.57,0.563,0.78,0.0,0.23,1.15,21.29,,,0.0
1.9500000000000002,1.57,0.43,3.63,0.75,2.71,-0.875,0.776,0.0,0.26,1.2,21.31,,,0.0
2.0,1.68,0.47,3.21,0.79,2.85,0.618,0.792,0.0,0.28,1.24,21.34,,,0.0
2.0500000000000003,1.7,0.47,3.92,0.83,2.99,0.111,0.788,0.0,0.3,1.3,21.37,,,0.0
2.1,1.79,0.5,3.5,0.87,3.13,0.516,0.801,0.0,0.33,1.35,21.39,,,0.0
2.15,1.9,0.53,4.21,0.91,3.28,0.609,0.794,0.0,0.35,1.4,21.42,,,0.0
2.2,2.05,0.57,3.79,0.95,3.42,0.855,0.805,0.0,0.38,1.46,21.45,,,0.0
2.25,2.1,0.58,4.5,0.99,3.57,0.267,0.799,0.0,0.41,1.52,21.48,,,0.0
2.3000000000000003,2.23,0.62,4.09,1.03,3.71,0.733,0.808,0.0,0.44,1.58,21.51,,,0.0
2.35,2.32,0.64,4.79,1.07,3.86,0.458,0.801,0.0,0.47,1.64,21.54,,,0.0
2.4000000000000004,2.41,0.67,4.38,1.11,4.0,0.499,0.808,0.0,0.5,1.7,21.57,,,0.0
2.45,2.5,0.7,5.07,1.15,4.15,0.55,0.802,0.0,0.54,1.77,21.61,,,0.0
2.5,2.61,0.72,4.67,1.19,4.29,0.571,0.809,0.0,0.58,1.84,21.64,,,0.0
2.5500000000000003,2.7,0.75,5.36,1.23,4.44,0.535,0.802,0.0,0.61,1.91,21.67,,,0.0
2.6,2.81,0.78,4.96,1.27,4.58,0.605,0.808,0.0,0.65,1.98,21.71,,,0.0
2.6500000000000004,2.93,0.81,5.65,1.31,4.73,0.645,0.802,0.0,0.69,2.06,21.74,,,0.0
2.7,3.05,0.85,5.25,1.35,4.87,0.695,0.81,0.0,0.73,2.13,21.78,,,0.0
2.75,3.18,0.88,5.94,1.39,5.02,0.695,0.802,0.0,0.78,2.22,21.81,,,0.0
2.8000000000000003,3.31,0.92,5.54,1.43,5.16,0.713,0.81,0.0,0.82,2.29,21.85,,,0.0
2.85,3.42,0.95,6.23,1.47,5.31,0.608,0.802,0.0,0.87,2.38,21.89,,,0.0
2.9000000000000004,3.52,0.98,5.84,1.51,5.45,0.573,0.811,0.0,0.92,2.46,21.92,,,0.0
2.95,3.62,1.0,6.52,1.55,5.6,0.544,0.801,0.0,0.97,2.55,21.96,,,0.0
3.0,3.72,1.03,6.13,1.59,5.74,0.58,0.811,0.0,1.02,2.64,21.99,,,0.0
3.0500000000000003,3.84,1.07,6.8,1.63,5.89,0.657,0.8,0.0,1.07,2.73,22.03,,,0.0
3.1,3.97,1.1,6.42,1.68,6.03,0.747,0.811,0.0,1.12,2.82,22.07,,,0.0
3.1500000000000004,4.11,1.14,7.09,1.72,6.18,0.776,0.8,0.0,1.18,2.92,22.11,,,0.0
3.2,4.26,1.18,6.71,1.76,6.32,0.802,0.81,0.0,1.24,3.01,22.15,,,0.0
3.25,4.4,1.22,7.38,1.8,6.47,0.766,0.799,0.0,1.3,3.11,22.19,,,0.0
3.3000000000000003,4.53,1.26,7.0,1.84,6.61,0.74,0.81,0.0,1.36,3.21,22.22,,,0.0
3.35,4.65,1.29,7.67,1.88,6.75,0.684,0.799,0.0,1.43,3.32,22.27,,,0.0
