Time (s),Ego Speed (km/h),Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m)
0.0,8.18,8.82,16.01,0.0,0.0
0.05,4.18,10.58,16.01,0.08,0.14
0.1,1.82,10.75,16.01,0.12,0.29
0.15,0.48,7.77,16.01,0.13,0.42
0.2,0.23,4.89,16.01,0.13,0.5
0.25,0.57,0.29,16.01,0.13,0.53
0.3,0.69,1.26,16.01,0.14,0.54
0.35,0.69,1.82,16.01,0.15,0.56
0.4,0.63,2.03,16.01,0.16,0.59
0.45,0.55,1.97,16.01,0.17,0.62
0.5,0.46,1.73,16.01,0.18,0.65
0.55,0.38,1.39,16.01,0.18,0.67
0.6,0.3,1.01,16.01,0.19,0.68
0.65,0.24,0.64,16.01,0.19,0.69
0.7,0.19,0.32,16.01,0.19,0.7
0.75,0.15,0.06,16.01,0.2,0.7
0.8,0.11,0.13,16.01,0.2,0.7
0.85,0.09,0.25,16.01,0.2,0.71
0.9,0.07,0.31,16.01,0.2,0.71
0.95,0.05,0.32,16.01,0.2,0.71
1.0,0.04,0.29,16.01,0.2,0.72
1.05,0.03,0.24,16.01,0.2,0.72
1.1,0.02,0.19,16.01,0.2,0.72
1.15,0.0,0.13,16.01,0.2,0.73
1.2,0.0,0.07,16.01,0.2,0.73
1.25,0.0,0.03,16.01,0.2,0.73
1.3,0.0,0.01,16.01,0.2,0.73
1.35,0.0,0.03,16.01,0.2,0.73
1.4,0.0,0.0,16.01,0.2,0.73
1.45,0.0,0.0,16.01,0.2,0.73
1.5,0.0,0.0,16.01,0.2,0.73
1.55,0.0,0.0,16.01,0.2,0.73
1.6,0.0,0.0,16.01,0.2,0.73
1.65,0.0,0.0,16.01,0.2,0.73
1.7,0.0,0.0,16.01,0.2,0.73
1.75,0.0,0.0,16.01,0.2,0.73
1.8,0.0,0.0,16.01,0.2,0.73
1.85,0.0,0.0,16.01,0.2,0.73
1.9,0.0,0.0,16.01,0.2,0.73
1.95,0.0,0.0,16.01,0.2,0.73
2.0,0.0,0.0,16.01,0.2,0.73
2.05,0.0,0.0,16.01,0.2,0.73
2.1,0.0,0.0,16.01,0.2,0.73
2.15,0.0,0.0,16.01,0.2,0.73
2.2,0.0,0.0,16.01,0.2,0.73
2.25,0.0,0.0,16.01,0.2,0.73
2.3,0.0,0.0,16.01,0.2,0.73
2.35,0.0,0.0,16.01,0.2,0.73
2.4,0.0,0.0,16.01,0.2,0.73
2.45,0.0,0.0,16.01,0.2,0.73
2.5,0.0,0.0,16.01,0.2,0.73
2.55,0.0,0.0,16.01,0.2,0.73
2.6,0.0,0.0,16.01,0.2,0.73
2.65,0.0,0.0,16.01,0.2,0.73
2.7,0.0,0.0,16.01,0.2,0.73
2.75,0.01,0.0,16.01,0.2,0.73
2.8,0.01,0.0,16.01,0.2,0.73
2.85,0.01,0.0,16.01,0.2,0.73
2.9,0.01,0.0,16.01,0.2,0.73
2.95,0.03,0.0,16.01,0.2,0.73
3.0,0.01,0.0,16.01,0.2,0.73
3.05,0.02,0.0,16.01,0.2,0.73
3.1,0.02,0.0,16.01,0.2,0.73
3.15,0.01,0.0,16.01,0.2,0.73
3.2,0.04,0.0,16.01,0.2,0.73
3.25,0.02,0.0,16.0,0.21,0.73
3.3,0.06,0.0,16.0,0.21,0.73
3.35,0.04,0.0,16.0,0.21,0.73
3.4,0.08,0.0,16.0,0.21,0.73
3.45,0.06,0.0,16.0,0.21,0.73
3.5,0.11,0.0,16.0,0.21,0.73
3.55,0.1,0.0,16.0,0.21,0.73
3.6,0.14,0.0,16.0,0.21,0.73
3.65,0.13,0.0,16.0,0.21,0.73
3.7,0.18,0.0,15.99,0.22,0.73
3.75,0.16,0.0,15.99,0.22,0.73
3.8,0.21,0.0,15.99,0.22,0.73
3.85,0.2,0.0,15.99,0.22,0.73
3.9,0.26,0.0,15.98,0.23,0.73
3.95,0.26,0.0,15.98,0.23,0.73
4.0,0.6,0.0,15.97,0.24,0.73
4.05,0.82,0.0,15.96,0.25,0.73
4.1,0.94,0.0,15.95,0.26,0.73
4.15,1.05,9.7,16.07,0.28,0.87
4.2,1.06,10.23,16.19,0.29,1.01
4.25,1.24,9.76,16.31,0.31,1.14
4.3,1.28,10.23,16.44,0.33,1.28
4.35,1.31,9.76,16.56,0.34,1.42
4.4,1.39,10.23,16.68,0.36,1.56
4.45,1.56,9.76,16.8,0.38,1.7
4.5,1.74,10.23,16.91,0.41,1.84
4.55,1.83,9.76,17.03,0.43,1.98
4.6,2.02,10.23,17.14,0.46,2.12
4.65,2.08,9.76,17.25,0.49,2.25
4.7,2.18,10.23,17.36,0.52,2.39
4.75,2.27,9.76,17.46,0.55,2.53
4.8,2.4,10.23,17.57,0.58,2.67
4.85,2.56,9.76,17.67,0.61,2.81
4.9,2.73,10.23,17.78,0.65,2.95
4.95,2.91,9.76,17.88,0.69,3.09
5.0,3.12,10.23,17.98,0.73,3.23
5.05,3.28,9.76,18.07,0.78,3.37
5.1,3.47,10.23,18.16,0.83,3.51
5.15,3.6,9.76,18.25,0.87,3.64
5.2,3.74,10.23,18.34,0.93,3.78
5.25,3.83,9.76,18.42,0.98,3.92
5.3,3.94,10.23,18.51,1.03,4.06
5.35,3.99,9.76,18.59,1.09,4.2
5.4,4.06,10.23,18.68,1.14,4.34
5.45,4.11,9.76,18.76,1.2,4.48
5.5,4.22,10.23,18.84,1.26,4.62
5.55,4.33,9.76,18.92,1.32,4.75
5.6,4.46,10.23,19.0,1.38,4.89
5.65,4.58,9.76,19.07,1.44,5.03
5.7,4.71,10.23,19.15,1.51,5.17
5.75,4.84,9.76,19.22,1.57,5.31
5.8,4.98,10.23,19.29,1.64,5.45
5.85,5.14,9.76,19.36,1.71,5.59
5.9,5.3,10.23,19.43,1.78,5.73
5.95,5.44,9.76,19.49,1.86,5.86
6.0,5.55,10.23,19.55,1.93,6.01
6.05,5.65,9.76,19.61,2.01,6.14
6.1,5.78,10.23,19.67,2.09,6.28
6.15,5.94,9.76,19.73,2.17,6.42
6.2,6.09,10.23,19.78,2.26,6.56
6.25,6.25,9.76,19.84,2.34,6.7
6.3,6.44,10.23,19.89,2.43,6.84
6.35,6.66,9.76,19.93,2.52,6.98
6.4,6.87,10.23,19.98,2.62,7.12
6.45,7.05,9.76,20.02,2.72,7.25
6.5,7.22,10.23,20.06,2.81,7.39
6.55,7.37,9.76,20.1,2.92,7.53
6.6,7.53,10.23,20.13,3.02,7.67
6.65,7.7,9.76,20.17,3.13,7.81
6.7,7.84,10.23,20.2,3.23,7.95
6.75,7.99,9.76,20.23,3.34,8.09
6.8,8.13,10.23,20.25,3.46,8.23
6.85,8.27,9.76,20.28,3.57,8.36
6.9,8.44,10.23,20.3,3.69,8.51
6.95,8.62,9.76,20.32,3.8,8.64
7.0,8.81,10.23,20.34,3.93,8.78
7.05,8.97,9.76,20.35,4.05,8.92
7.1,9.07,10.23,20.37,4.18,9.06
7.15,9.12,9.76,20.38,4.3,9.2
7.2,9.17,10.23,20.39,4.43,9.34
7.25,9.22,9.76,20.4,4.56,9.48
7.3,9.3,10.23,20.41,4.69,9.62
7.35,9.42,9.76,20.42,4.82,9.75
7.4,9.56,10.23,20.43,4.95,9.89
7.45,9.71,9.76,20.43,5.08,10.03
7.5,9.83,10.23,20.44,5.22,10.17
7.55,9.91,9.76,20.44,5.35,10.31
7.6,9.98,10.23,20.44,5.49,10.45
7.65,10.06,9.76,20.44,5.63,10.59
7.7,10.17,10.23,20.44,5.77,10.73
7.75,10.32,9.76,20.44,5.91,10.86
7.8,10.5,10.23,20.43,6.06,11.01
7.85,10.7,9.76,20.42,6.21,11.14
7.9,10.88,10.23,20.41,6.36,11.28
7.95,11.05,9.76,20.4,6.51,11.42
8.0,11.21,10.23,20.38,6.66,11.56
8.05,11.34,9.76,20.36,6.82,11.7
8.1,11.44,10.23,20.35,6.98,11.84
8.15,11.53,9.76,20.32,7.14,11.98
8.2,11.64,10.23,20.3,7.3,12.12
8.25,11.75,9.76,20.28,7.46,12.25
8.3,11.88,10.23,20.25,7.63,12.39
8.35,12.04,9.76,20.22,7.79,12.53
8.4,12.21,10.23,20.2,7.96,12.67
8.45,12.39,9.76,20.16,8.13,12.81
8.5,12.57,10.23,20.13,8.31,12.95
8.55,12.72,9.76,20.09,8.48,13.09
8.6,12.83,10.23,20.06,8.66,13.23
8.65,12.93,9.76,20.01,8.84,13.36
8.7,13.02,10.23,19.97,9.02,13.51
8.75,13.13,9.76,19.93,9.2,13.64
