Time (s),Ego Speed (km/h),Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m)
8.45,0.0,0.0,16.01,0.2,0.84
8.5,0.0,0.0,16.01,0.2,0.84
8.55,0.0,0.0,16.01,0.2,0.84
8.6,0.0,0.0,16.01,0.2,0.84
8.65,0.0,0.0,16.01,0.2,0.84
8.7,0.0,0.0,16.01,0.2,0.84
8.75,0.0,0.0,16.01,0.2,0.84
8.8,0.0,0.0,16.01,0.2,0.84
8.85,0.0,0.0,16.01,0.2,0.84
8.9,0.0,0.0,16.01,0.2,0.84
8.95,0.0,0.0,16.01,0.2,0.84
9.0,0.0,0.0,16.01,0.2,0.84
9.05,0.0,0.0,16.01,0.2,0.84
9.1,0.0,0.0,16.01,0.2,0.84
9.15,0.0,0.0,16.01,0.2,0.84
9.2,0.0,0.0,16.01,0.2,0.84
9.25,0.0,0.0,16.01,0.2,0.84
9.3,0.0,0.0,16.01,0.2,0.84
9.35,0.0,0.0,16.01,0.2,0.84
9.4,0.0,0.0,16.01,0.2,0.84
9.45,0.0,0.0,16.01,0.2,0.84
9.5,0.0,0.0,16.01,0.2,0.84
9.55,0.0,0.0,16.01,0.2,0.84
9.6,0.0,0.0,16.01,0.2,0.84
9.65,0.0,0.0,16.01,0.2,0.84
9.7,0.0,0.0,16.01,0.2,0.84
9.75,0.0,0.0,16.01,0.2,0.84
9.8,0.0,0.0,16.01,0.2,0.84
9.85,0.0,0.0,16.01,0.2,0.84
9.9,0.01,0.0,16.01,0.2,0.84
9.95,0.0,0.0,16.01,0.2,0.84
10.0,0.0,0.0,16.01,0.2,0.84
10.05,0.0,0.0,16.01,0.2,0.84
10.1,0.0,0.0,16.01,0.2,0.84
10.15,0.0,0.0,16.01,0.2,0.84
10.2,0.02,0.0,16.01,0.2,0.84
10.25,0.02,0.0,16.01,0.2,0.84
10.3,0.01,0.0,16.01,0.2,0.84
10.35,0.03,0.0,16.01,0.2,0.84
10.4,0.01,0.0,16.01,0.2,0.84
10.45,0.04,0.0,16.0,0.21,0.84
10.5,0.01,0.0,16.0,0.21,0.84
10.55,0.06,0.0,16.0,0.21,0.84
10.6,0.04,0.0,16.0,0.21,0.84
10.65,0.08,0.0,16.0,0.21,0.84
10.7,0.07,0.0,16.0,0.21,0.84
10.75,0.12,0.0,16.0,0.21,0.84
10.8,0.1,0.0,16.0,0.21,0.84
10.85,0.15,0.0,16.0,0.21,0.84
10.9,0.14,0.0,15.99,0.22,0.84
10.95,0.2,0.0,15.99,0.22,0.84
11.0,0.19,0.0,15.99,0.22,0.84
11.05,0.25,0.0,15.99,0.22,0.84
11.1,0.29,0.0,15.98,0.23,0.84
11.15,0.8,0.0,15.97,0.24,0.84
11.2,1.04,0.0,15.96,0.25,0.84
11.25,1.26,28.94,16.35,0.27,1.25
11.3,1.33,30.78,16.76,0.28,1.67
11.35,1.6,29.19,17.14,0.3,2.08
11.4,1.73,30.79,17.54,0.33,2.5
11.45,1.78,29.19,17.93,0.35,2.91
11.5,1.78,30.79,18.33,0.38,3.34
11.55,1.75,29.19,18.71,0.4,3.75
11.6,1.5,30.79,19.11,0.42,4.17
11.65,1.14,29.19,19.51,0.44,4.58
11.7,0.97,30.79,19.92,0.46,5.0
11.75,0.99,29.19,20.31,0.47,5.41
11.8,1.25,30.79,20.72,0.48,5.84
11.85,1.52,29.2,21.11,0.5,6.25
11.9,1.75,30.79,21.51,0.53,6.67
11.95,2.16,29.2,21.89,0.55,7.08
12.0,2.4,30.79,22.28,0.59,7.5
12.05,2.6,29.2,22.66,0.62,7.91
12.1,2.64,30.79,23.05,0.66,8.34
12.15,2.68,29.2,23.42,0.7,8.75
12.2,2.67,30.79,23.8,0.73,9.17
12.25,2.73,29.2,24.18,0.77,9.58
12.3,2.78,30.79,24.56,0.81,10.0
12.35,2.92,29.2,24.93,0.85,10.41
12.4,3.06,30.79,25.31,0.89,10.84
12.45,3.26,29.2,25.68,0.93,11.25
12.5,3.47,30.78,26.06,0.98,11.67
12.55,3.73,29.2,26.41,1.03,12.08
12.6,3.96,30.78,26.79,1.08,12.5
12.65,4.23,29.2,27.14,1.14,12.91
12.7,4.46,30.78,27.5,1.2,13.34
12.75,4.65,29.2,27.85,1.27,13.75
12.8,4.79,30.78,28.2,1.33,14.17
12.85,4.91,29.2,28.55,1.4,14.58
12.9,4.99,30.78,28.9,1.47,15.0
12.95,5.07,29.2,29.24,1.54,15.41
13.0,5.16,30.78,29.59,1.61,15.84
13.05,5.29,29.2,29.93,1.68,16.25
13.1,5.44,30.78,30.28,1.76,16.67
13.15,5.62,29.2,30.61,1.83,17.08
13.2,5.81,30.78,30.96,1.91,17.5
13.25,6.0,29.2,31.28,2.0,17.91
13.3,6.17,30.78,31.62,2.08,18.34
13.35,6.34,29.2,31.95,2.17,18.75
13.4,6.48,30.78,32.28,2.26,19.17
13.45,6.6,29.2,32.6,2.35,19.58
13.5,6.67,30.78,32.93,2.44,20.0
13.55,6.71,29.2,33.25,2.53,20.41
13.6,6.76,30.78,33.58,2.63,20.84
13.65,6.82,29.2,33.89,2.72,21.25
13.7,6.92,30.78,34.22,2.82,21.67
13.75,7.05,29.2,34.53,2.91,22.08
13.8,7.21,30.78,34.86,3.01,22.5
13.85,7.38,29.2,35.17,3.11,22.91
13.9,7.55,30.78,35.49,3.22,23.34
13.95,7.7,29.2,35.79,3.32,23.75
14.0,7.84,30.78,36.1,3.43,24.17
14.05,7.99,29.2,36.4,3.54,24.58
14.1,8.15,30.78,36.72,3.66,25.0
14.15,8.3,29.2,37.01,3.77,25.41
14.2,8.45,30.78,37.32,3.89,25.83
14.25,8.59,29.2,37.61,4.0,26.24
14.3,8.71,30.78,37.91,4.13,26.67
14.35,8.82,29.2,38.2,4.25,27.08
14.4,8.94,30.78,38.5,4.37,27.5
14.45,9.07,29.2,38.79,4.5,27.91
14.5,9.22,30.78,39.08,4.62,28.33
14.55,9.38,29.2,39.36,4.75,28.74
14.6,9.53,30.78,39.66,4.88,29.17
14.65,9.64,29.2,39.93,5.02,29.58
14.7,9.71,30.78,40.22,5.15,30.0
14.75,9.78,29.2,40.5,5.29,30.41
14.8,9.84,30.78,40.78,5.42,30.83
14.85,9.9,29.2,41.06,5.56,31.24
14.9,9.97,30.78,41.34,5.7,31.67
14.95,10.06,29.2,41.61,5.84,32.08
15.0,10.16,30.78,41.9,5.98,32.5
15.05,10.26,29.2,42.16,6.12,32.91
15.1,10.35,30.78,42.45,6.26,33.33
15.15,10.45,29.2,42.71,6.41,33.74
15.2,10.56,30.78,42.99,6.55,34.17
15.25,10.67,29.2,43.25,6.7,34.58
15.3,10.79,30.78,43.52,6.85,35.0
15.35,10.91,29.2,43.78,7.0,35.41
15.4,11.02,30.78,44.05,7.15,35.83
15.45,11.14,29.2,44.31,7.31,36.24
15.5,11.26,30.78,44.58,7.46,36.67
15.55,11.38,29.2,44.83,7.62,37.08
15.6,11.5,30.78,45.1,7.78,37.5
15.65,11.62,29.2,45.35,7.94,37.91
15.7,11.74,30.78,45.61,8.1,38.33
15.75,11.86,29.2,45.85,8.27,38.74
15.8,11.98,30.78,46.11,8.43,39.17
15.85,12.11,29.2,46.35,8.6,39.58
15.9,12.24,30.78,46.61,8.77,40.0
15.95,12.37,29.2,46.85,8.94,40.41
16.0,12.5,30.78,47.1,9.11,40.83
16.05,12.64,29.2,47.33,9.29,41.24
16.1,12.77,30.78,47.58,9.47,41.67
16.15,12.91,29.2,47.81,9.64,42.08
16.2,13.03,30.78,48.05,9.82,42.5
16.25,13.12,29.2,48.28,10.01,42.91
16.3,13.16,30.78,48.52,10.19,43.33
16.35,13.2,29.2,48.75,10.37,43.74
16.4,13.24,30.78,48.99,10.55,44.17
16.45,13.31,29.2,49.21,10.74,44.58
16.5,13.41,30.78,49.45,10.92,45.0
16.55,13.54,29.2,49.67,11.11,45.41
16.6,13.7,30.78,49.91,11.3,45.83
16.65,13.88,29.2,50.13,11.49,46.24
16.7,14.05,30.78,50.36,11.69,46.67
16.75,14.22,29.2,50.57,11.89,47.08
16.8,14.4,30.78,50.79,12.08,47.5
16.85,14.56,29.2,51.0,12.29,47.91
16.9,14.69,30.78,51.22,12.49,48.33
16.95,14.82,29.2,51.43,12.69,48.74
17.0,14.94,30.78,51.64,12.9,49.17
17.05,15.06,29.2,51.84,13.11,49.58
17.1,15.19,30.78,52.06,13.32,50.0
17.15,15.34,29.2,52.26,13.53,50.41
17.2,15.51,30.78,52.47,13.75,50.83
17.25,15.69,29.2,52.66,13.96,51.24
17.3,15.88,30.78,52.86,14.18,51.67
17.35,16.07,29.2,53.05,14.4,52.08
17.4,16.24,30.78,53.25,14.63,52.5
17.45,16.4,29.2,53.43,14.86,52.91
17.5,16.54,30.78,53.62,15.09,53.33
17.55,16.67,29.2,53.8,15.32,53.74
17.6,16.79,30.78,54.0,15.55,54.17
17.65,16.91,29.2,54.17,15.78,54.58
17.7,17.03,30.78,54.36,16.02,55.0
17.75,17.16,29.2,54.53,16.26,55.41
17.8,17.3,30.78,54.71,16.5,55.83
17.85,17.45,29.2,54.88,16.74,56.24
17.9,17.61,30.78,55.06,16.98,56.66
17.95,17.8,29.2,55.23,17.23,57.07
18.0,18.0,30.78,55.4,17.48,57.5
18.05,18.2,29.2,55.56,17.73,57.91
18.1,18.38,30.78,55.73,17.98,58.33
18.15,18.53,29.2,55.88,18.24,58.74
18.2,18.7,30.78,56.05,18.5,59.16
18.25,18.91,29.2,56.19,18.76,59.57
18.3,19.13,30.78,56.35,19.02,60.0
18.35,19.37,29.2,56.5,19.29,60.41
18.4,19.61,30.78,56.65,19.56,60.83
18.45,19.83,29.2,56.78,19.84,61.24
18.5,20.01,29.99,56.92,20.11,61.65
18.55,20.14,29.19,57.05,20.39,62.06
18.6,20.23,30.78,57.19,20.67,62.49
18.65,20.31,29.2,57.32,20.95,62.9
18.7,20.38,30.78,57.46,21.24,63.32
18.75,20.47,29.2,57.59,21.52,63.73
18.8,20.55,30.78,57.73,21.81,64.15
18.85,20.64,29.2,57.85,22.09,64.56
18.9,20.72,30.78,57.99,22.38,64.99
18.95,20.79,29.2,58.11,22.67,65.4
19.0,20.86,30.78,58.24,22.96,65.82
19.05,20.9,29.2,58.36,23.25,66.23
19.1,20.92,30.78,58.49,23.54,66.65
19.15,20.93,29.2,58.61,23.83,67.06
19.2,20.92,30.78,58.75,24.12,67.49
19.25,20.91,29.2,58.87,24.41,67.9
19.3,20.9,30.78,59.0,24.7,68.32
19.35,20.88,29.2,59.12,24.99,68.73
19.4,20.86,30.78,59.25,25.28,69.15
19.45,20.84,29.2,59.37,25.57,69.56
19.5,20.81,30.78,59.51,25.86,69.99
19.55,20.78,29.2,59.63,26.15,70.4
19.6,20.74,30.78,59.76,26.43,70.82
19.65,20.69,29.2,59.88,26.72,71.23
19.7,20.64,30.78,60.02,27.01,71.65
19.75,20.58,29.2,60.15,27.3,72.06
19.8,20.5,29.93,60.27,27.58,72.47
19.85,20.4,27.18,60.37,27.86,72.86
19.9,20.3,24.97,60.46,28.15,73.23
19.95,20.2,21.71,60.5,28.43,73.55
20.0,20.1,20.78,60.53,28.71,73.86
20.05,20.01,19.82,60.55,28.99,74.15
20.1,19.92,18.78,60.55,29.26,74.44
20.15,19.84,17.76,60.54,29.54,74.71
20.2,19.77,16.71,60.53,29.81,74.96
20.25,19.73,15.57,60.5,30.09,75.21
20.3,19.7,14.62,60.46,30.36,75.44
20.35,19.71,13.61,60.41,30.64,75.67
20.4,19.75,12.63,60.34,30.91,75.87
20.45,19.81,11.79,60.26,31.19,76.07
20.5,19.86,10.92,60.17,31.46,76.25
20.55,19.91,10.03,60.06,31.74,76.42
20.6,19.95,9.16,59.95,32.01,76.58
20.65,19.98,8.21,59.81,32.29,76.73
20.7,20.0,7.29,59.67,32.57,76.86
20.75,20.03,6.45,59.51,32.85,76.98
20.8,20.06,5.58,59.34,33.13,77.09
20.85,20.08,4.75,59.16,33.4,77.18
20.9,20.08,3.89,58.96,33.68,77.27
20.95,20.07,3.05,58.75,33.96,77.34
21.0,20.03,2.21,58.54,34.24,77.4
21.05,19.97,1.39,58.31,34.52,77.45
21.1,19.9,0.65,58.06,34.8,77.48
21.15,19.83,0.54,57.82,35.07,77.51
21.2,19.77,0.25,57.56,35.35,77.53
21.25,19.73,0.3,57.3,35.62,77.54
21.3,19.72,0.35,57.03,35.89,77.55
21.35,19.75,0.38,56.76,36.17,77.55
21.4,19.81,0.41,56.49,36.44,77.55
21.45,19.9,0.65,56.21,36.72,77.56
21.5,20.0,0.76,55.94,37.0,77.57
21.55,20.11,0.76,55.66,37.27,77.58
21.6,20.21,0.69,55.39,37.55,77.59
21.65,20.26,0.57,55.11,37.84,77.59
21.7,20.25,0.42,54.83,38.12,77.6
21.75,20.19,0.28,54.55,38.4,77.6
21.8,20.11,0.15,54.27,38.68,77.61
21.85,20.02,0.04,53.99,38.96,77.61
21.9,19.94,0.03,53.72,39.23,77.61
21.95,19.87,0.09,53.44,39.51,77.61
22.0,19.81,0.11,53.16,39.79,77.61
22.05,19.79,0.12,52.89,40.06,77.61
22.1,19.8,0.11,52.61,40.34,77.61
22.15,19.84,0.1,52.34,40.61,77.61
22.2,19.92,0.08,52.06,40.89,77.62
22.25,20.01,0.05,51.78,41.16,77.62
22.3,20.11,0.03,51.51,41.44,77.62
22.35,20.2,0.01,51.23,41.72,77.62
22.4,20.25,0.0,50.94,42.0,77.62
22.45,20.27,0.01,50.66,42.29,77.62
22.5,20.22,0.0,50.38,42.57,77.62
22.55,20.12,0.0,50.1,42.85,77.62
22.6,19.99,0.0,49.82,43.13,77.62
22.65,19.84,0.0,49.55,43.4,77.62
22.7,19.68,0.0,49.27,43.68,77.62
22.75,19.55,0.0,49.0,43.95,77.62
22.8,19.47,0.0,48.73,44.22,77.62
22.85,19.47,0.0,48.46,44.49,77.62
22.9,19.56,0.0,48.19,44.76,77.62
22.95,19.73,0.0,47.92,45.03,77.62
23.0,19.94,0.0,47.64,45.31,77.62
23.05,20.15,0.0,47.36,45.59,77.62
23.1,20.28,0.0,47.08,45.87,77.62
23.15,20.29,0.0,46.8,46.15,77.62
23.2,20.2,0.0,46.52,46.43,77.62
23.25,20.02,25.08,46.61,46.71,77.99
23.3,19.79,25.11,46.7,46.99,78.36
23.35,19.55,28.9,46.83,47.26,78.76
23.4,19.34,30.82,46.98,47.53,79.18
23.45,19.17,29.14,47.13,47.8,79.59
23.5,19.13,30.84,47.29,48.06,80.02
23.55,19.26,29.11,47.43,48.33,80.43
23.6,19.49,30.86,47.59,48.6,80.86
23.65,19.79,29.13,47.73,48.87,81.27
23.7,20.11,30.85,47.88,49.15,81.7
23.75,20.39,29.15,48.01,49.43,82.11
23.8,20.61,30.84,48.15,49.72,82.53
23.85,20.71,29.16,48.27,50.0,82.94
23.9,20.68,30.82,48.41,50.29,83.37
23.95,20.53,29.17,48.53,50.58,83.78
24.0,20.28,30.82,48.67,50.86,84.2
24.05,20.0,29.17,48.8,51.14,84.61
24.1,19.73,30.81,48.95,51.41,85.03
24.15,19.54,29.17,49.08,51.69,85.44
24.2,19.48,30.81,49.24,51.96,85.86
24.25,19.54,29.18,49.38,52.23,86.27
24.3,19.69,30.81,49.53,52.5,86.7
24.35,19.9,29.18,49.66,52.78,87.11
24.4,20.12,30.8,49.81,53.05,87.53
24.45,20.31,29.18,49.93,53.34,87.94
24.5,20.4,30.8,50.08,53.62,88.36
24.55,20.4,29.18,50.2,53.9,88.77
24.6,20.32,30.8,50.34,54.19,89.2
24.65,20.21,29.18,50.47,54.47,89.61
24.7,20.09,30.8,50.61,54.75,90.03
24.75,19.98,29.19,50.75,55.02,90.44
24.8,19.88,30.8,50.89,55.3,90.86
24.85,19.84,29.19,51.03,55.58,91.27
24.9,19.86,30.79,51.18,55.85,91.7
24.95,19.95,29.19,51.31,56.13,92.11
25.0,20.06,30.79,51.45,56.41,92.53
25.05,20.18,29.19,51.58,56.69,92.94
25.1,20.28,30.79,51.73,56.97,93.36
25.15,20.33,29.19,51.85,57.25,93.77
25.2,20.33,30.79,51.99,57.53,94.2
25.25,20.28,29.19,52.12,57.81,94.61
25.3,20.19,30.79,52.26,58.1,95.03
25.35,20.09,29.19,52.4,58.37,95.44
25.4,19.99,30.79,52.54,58.65,95.86
25.45,19.92,29.19,52.67,58.93,96.27
25.5,19.91,30.79,52.82,59.21,96.7
25.55,19.95,29.19,52.95,59.48,97.11
25.6,20.03,30.79,53.1,59.76,97.53
25.65,20.12,29.19,53.23,60.04,97.94
25.7,20.22,30.79,53.37,60.32,98.36
25.75,20.29,29.2,53.5,60.6,98.77
25.8,20.3,30.79,53.64,60.88,99.2
25.85,20.28,29.2,53.77,61.17,99.61
25.9,20.22,30.79,53.91,61.45,100.03
25.95,20.14,29.2,54.04,61.73,100.44
26.0,20.04,30.79,54.19,62.01,100.86
26.05,19.97,29.2,54.32,62.28,101.27
26.1,19.92,30.79,54.47,62.56,101.7
26.15,19.9,29.2,54.6,62.84,102.11
26.2,19.91,30.79,54.75,63.11,102.53
26.25,19.97,29.2,54.88,63.39,102.94
26.3,20.05,30.78,55.03,63.67,103.36
26.35,20.16,29.2,55.16,63.95,103.77
26.4,20.27,30.78,55.3,64.23,104.2
26.45,20.32,29.2,55.43,64.51,104.61
26.5,20.3,30.78,55.57,64.79,105.03
26.55,20.22,29.2,55.7,65.07,105.44
26.6,20.08,30.78,55.84,65.35,105.86
26.65,19.92,29.2,55.97,65.63,106.27
26.7,19.75,30.78,56.12,65.91,106.7
26.75,19.61,29.2,56.26,66.18,107.11
26.8,19.54,30.78,56.41,66.45,107.53
26.85,19.56,29.2,56.55,66.72,107.94
26.9,19.64,30.78,56.7,66.99,108.36
26.95,19.75,29.2,56.83,67.27,108.77
27.0,19.86,30.78,56.98,67.54,109.19
27.05,19.98,29.2,57.11,67.82,109.6
27.1,20.08,30.78,57.26,68.1,110.03
27.15,20.14,29.2,57.39,68.38,110.44
27.2,20.17,30.78,57.53,68.66,110.86
27.25,20.15,29.2,57.66,68.94,111.27
27.3,20.08,30.78,57.81,69.22,111.69
27.35,19.98,29.2,57.94,69.5,112.1
27.4,19.84,30.78,58.09,69.77,112.53
27.45,19.7,29.2,58.22,70.05,112.94
27.5,19.58,30.78,58.37,70.32,113.36
27.55,19.53,29.2,58.51,70.59,113.77
27.6,19.58,30.78,58.66,70.86,114.19
27.65,19.73,29.2,58.8,71.13,114.6
27.7,19.94,30.78,58.95,71.41,115.03
27.75,20.15,29.2,59.08,71.69,115.44
27.8,20.32,30.78,59.22,71.97,115.86
27.85,20.44,29.2,59.35,72.25,116.27
27.9,20.5,30.78,59.49,72.54,116.69
27.95,20.5,29.2,59.61,72.82,117.1
28.0,20.45,30.78,59.75,73.11,117.53
28.05,20.37,29.2,59.88,73.39,117.94
28.1,20.28,30.78,60.02,73.67,118.36
28.15,20.19,29.2,60.15,73.95,118.77
28.2,20.11,30.78,60.29,74.23,119.19
28.25,20.05,29.2,60.42,74.51,119.6
28.3,20.02,30.78,60.57,74.79,120.03
28.35,20.0,29.2,60.7,75.07,120.44
28.4,20.0,30.78,60.84,75.35,120.86
28.45,19.99,29.2,60.98,75.62,121.27
28.5,19.98,30.78,61.12,75.9,121.69
28.55,19.97,29.2,61.25,76.18,122.1
28.6,19.97,30.78,61.4,76.46,122.53
28.65,19.98,29.2,61.53,76.73,122.94
28.7,20.01,30.78,61.68,77.01,123.36
28.75,20.04,29.2,61.81,77.29,123.77
28.8,20.09,30.78,61.96,77.57,124.19
