Time (s),Ego Speed (km/h),Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m)
0.0,8.18,8.82,16.01,0.0,0.0
0.05,4.18,10.58,16.01,0.08,0.14
0.1,1.82,10.75,16.01,0.12,0.29
0.15,0.48,7.77,16.01,0.13,0.42
0.2,0.23,4.89,16.01,0.13,0.5
0.25,0.57,0.29,16.0,0.13,0.53
0.3,0.69,1.26,16.0,0.14,0.54
0.35,0.69,1.82,16.0,0.15,0.56
0.4,0.63,2.03,16.0,0.16,0.59
0.45,0.55,1.97,16.0,0.17,0.62
0.5,0.46,1.73,16.0,0.18,0.65
0.55,0.38,1.39,16.0,0.18,0.67
0.6,0.3,1.01,16.0,0.19,0.68
0.65,0.24,0.64,16.0,0.19,0.69
0.7,0.19,0.32,16.0,0.19,0.7
0.75,0.15,0.06,16.0,0.2,0.7
0.8,0.11,0.13,16.0,0.2,0.7
0.85,0.09,0.25,16.0,0.2,0.71
0.9,0.07,0.31,16.0,0.2,0.71
0.95,0.05,0.32,16.0,0.2,0.71
1.0,0.04,0.29,16.0,0.2,0.72
1.05,0.03,0.24,16.0,0.2,0.72
1.1,0.02,0.19,16.0,0.2,0.72
1.15,0.02,0.13,16.0,0.2,0.73
1.2,0.01,0.07,16.0,0.2,0.73
1.25,0.0,0.03,16.0,0.2,0.73
1.3,0.0,0.01,16.0,0.2,0.73
1.35,0.0,0.03,16.0,0.2,0.73
1.4,0.0,0.0,16.0,0.2,0.73
1.45,0.0,0.0,16.0,0.2,0.73
1.5,0.0,0.0,16.0,0.2,0.73
1.55,0.0,0.0,16.0,0.2,0.73
1.6,0.0,0.0,16.0,0.2,0.73
1.65,0.0,0.0,16.0,0.2,0.73
1.7,0.0,0.0,16.0,0.2,0.73
1.75,0.0,0.0,16.0,0.2,0.73
1.8,0.0,0.0,16.0,0.2,0.73
1.85,0.0,0.0,16.0,0.2,0.73
1.9,0.0,0.0,16.0,0.2,0.73
1.95,0.0,0.0,16.0,0.2,0.73
2.0,0.0,0.0,16.0,0.2,0.73
2.05,0.0,0.0,16.0,0.2,0.73
2.1,0.0,0.0,16.0,0.2,0.73
2.15,0.0,0.0,16.0,0.2,0.73
2.2,0.0,0.0,16.0,0.2,0.73
2.25,0.0,0.0,16.0,0.2,0.73
2.3,0.0,0.0,16.0,0.2,0.73
2.35,0.0,0.0,16.0,0.2,0.73
2.4,0.0,0.0,16.0,0.2,0.73
2.45,0.0,0.0,16.0,0.2,0.73
2.5,0.0,0.0,16.0,0.2,0.73
2.55,0.01,0.0,16.0,0.2,0.73
2.6,0.0,0.0,16.0,0.2,0.73
2.65,0.0,0.0,16.0,0.2,0.73
2.7,0.01,0.0,16.0,0.2,0.73
2.75,0.01,0.0,16.0,0.2,0.73
2.8,0.0,0.0,16.0,0.2,0.73
2.85,0.02,0.0,16.0,0.2,0.73
2.9,0.02,0.0,16.0,0.2,0.73
2.95,0.01,0.0,16.0,0.2,0.73
3.0,0.03,0.0,16.0,0.21,0.73
3.05,0.01,0.0,16.0,0.21,0.73
3.1,0.04,0.0,16.0,0.21,0.73
3.15,0.02,0.0,16.0,0.21,0.73
3.2,0.06,0.0,16.0,0.21,0.73
3.25,0.04,0.0,16.0,0.21,0.73
3.3,0.08,0.0,16.0,0.21,0.73
3.35,0.06,0.0,16.0,0.21,0.73
3.4,0.11,0.0,16.0,0.21,0.73
3.45,0.09,0.0,16.0,0.21,0.73
3.5,0.14,0.0,16.0,0.21,0.73
3.55,0.12,0.0,15.99,0.21,0.73
3.6,0.17,0.0,15.99,0.22,0.73
3.65,0.16,0.0,15.99,0.22,0.73
3.7,0.21,0.0,15.99,0.22,0.73
3.75,0.2,0.0,15.98,0.22,0.73
3.8,0.26,0.0,15.98,0.23,0.73
3.85,0.48,0.0,15.98,0.23,0.73
3.9,0.79,0.0,15.97,0.24,0.73
3.95,1.04,0.0,15.95,0.25,0.73
4.0,1.24,18.98,16.21,0.27,1.0
4.05,1.33,20.89,16.47,0.29,1.28
4.1,1.31,19.1,16.72,0.31,1.55
4.15,1.29,20.89,16.99,0.33,1.84
4.2,1.29,19.09,17.24,0.34,2.11
4.25,1.49,20.89,17.51,0.36,2.39
4.3,1.5,19.09,17.76,0.38,2.66
4.35,1.63,20.89,18.02,0.4,2.95
4.4,1.71,19.1,18.27,0.43,3.22
4.45,1.77,20.89,18.53,0.45,3.51
4.5,2.04,19.1,18.78,0.48,3.78
4.55,2.09,20.89,19.03,0.51,4.06
4.6,2.27,19.1,19.27,0.54,4.33
4.65,2.31,20.89,19.53,0.57,4.62
4.7,2.41,19.1,19.76,0.6,4.89
4.75,2.51,20.89,20.01,0.64,5.17
4.8,2.64,19.1,20.25,0.67,5.44
4.85,2.78,20.89,20.5,0.71,5.73
4.9,2.97,19.1,20.73,0.75,6.0
4.95,3.1,20.89,20.97,0.79,6.28
5.0,3.26,19.1,21.19,0.84,6.55
5.05,3.39,20.89,21.43,0.88,6.84
5.1,3.56,19.1,21.66,0.93,7.11
5.15,3.7,20.89,21.89,0.98,7.39
5.2,3.86,19.1,22.11,1.03,7.66
5.25,3.99,20.89,22.34,1.09,7.95
5.3,4.14,19.1,22.55,1.15,8.22
5.35,4.26,20.89,22.78,1.2,8.5
5.4,4.4,19.1,22.99,1.26,8.77
5.45,4.53,20.89,23.21,1.33,9.06
5.5,4.67,19.1,23.42,1.39,9.33
5.55,4.8,20.89,23.64,1.46,9.62
5.6,4.94,19.1,23.84,1.52,9.89
5.65,5.07,20.89,24.05,1.59,10.17
5.7,5.2,19.1,24.25,1.67,10.44
5.75,5.33,20.89,24.47,1.74,10.73
5.8,5.46,19.1,24.66,1.81,11.0
5.85,5.58,20.89,24.87,1.89,11.28
5.9,5.71,19.1,25.06,1.97,11.55
5.95,5.86,20.89,25.27,2.05,11.84
6.0,6.02,19.1,25.45,2.13,12.11
6.05,6.19,20.89,25.65,2.22,12.39
6.1,6.35,19.1,25.84,2.3,12.66
6.15,6.51,20.89,26.03,2.39,12.95
6.2,6.65,19.1,26.21,2.49,13.22
6.25,6.79,20.89,26.4,2.58,13.5
6.3,6.92,19.1,26.58,2.68,13.77
6.35,7.05,20.89,26.77,2.77,14.06
6.4,7.18,19.1,26.94,2.87,14.33
6.45,7.32,20.89,27.12,2.97,14.61
6.5,7.45,19.1,27.29,3.07,14.88
6.55,7.6,20.89,27.47,3.18,15.17
6.6,7.75,19.1,27.63,3.29,15.44
6.65,7.9,20.89,27.81,3.39,15.73
6.7,8.03,19.1,27.97,3.51,16.0
6.75,8.12,20.89,28.14,3.62,16.28
6.8,8.18,19.1,28.3,3.73,16.55
6.85,8.24,20.89,28.47,3.85,16.84
6.9,8.32,19.1,28.63,3.96,17.11
6.95,8.42,20.89,28.8,4.08,17.39
7.0,8.54,19.1,28.95,4.19,17.66
7.05,8.68,20.89,29.11,4.31,17.95
7.1,8.82,19.1,29.26,4.44,18.22
7.15,8.96,20.89,29.43,4.56,18.5
7.2,9.1,19.1,29.57,4.69,18.77
7.25,9.25,20.89,29.73,4.81,19.06
7.3,9.39,19.1,29.87,4.94,19.33
7.35,9.53,20.89,30.02,5.07,19.61
7.4,9.64,19.1,30.16,5.21,19.88
7.45,9.75,20.89,30.31,5.34,20.17
7.5,9.86,19.1,30.44,5.48,20.44
7.55,9.97,20.89,30.59,5.62,20.73
7.6,10.11,19.1,30.72,5.76,21.0
7.65,10.26,20.89,30.87,5.9,21.28
7.7,10.42,19.1,30.99,6.04,21.55
7.75,10.59,20.89,31.13,6.19,21.84
7.8,10.75,19.1,31.26,6.34,22.11
7.85,10.9,20.89,31.39,6.49,22.39
7.9,11.05,19.1,31.51,6.64,22.66
7.95,11.18,20.89,31.64,6.79,22.95
8.0,11.3,19.1,31.75,6.95,23.22
8.05,11.42,20.89,31.88,7.11,23.5
8.1,11.56,19.1,31.99,7.27,23.77
8.15,11.72,20.89,32.12,7.43,24.06
8.2,11.9,19.1,32.22,7.59,24.33
8.25,12.08,20.89,32.34,7.76,24.61
8.3,12.26,19.1,32.44,7.93,24.88
8.35,12.43,20.89,32.55,8.1,25.17
8.4,12.59,19.1,32.65,8.28,25.44
8.45,12.73,20.89,32.76,8.45,25.72
8.5,12.91,19.1,32.85,8.63,25.99
8.55,13.14,20.89,32.96,8.81,26.28
8.6,13.38,19.1,33.04,9.0,26.55
8.65,13.64,20.89,33.14,9.18,26.84
8.7,13.89,19.1,33.22,9.38,27.11
8.75,14.11,20.89,33.31,9.57,27.39
