Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
0.0,0.05,0.01,1.76,0.49,1.76,,,1.5,0.0,0.0,31.01,23.97,,0.0
0.05,0.03,0.01,1.76,0.49,1.76,-0.128,0.0,1.5,0.0,0.01,31.01,,,0.0
0.1,0.15,0.04,1.76,0.49,1.76,0.679,0.001,1.5,0.0,0.03,31.0,,,0.0
0.15000000000000002,0.23,0.06,1.77,0.49,1.76,0.435,0.002,1.5,0.0,0.04,31.0,,,0.0
0.2,0.27,0.08,1.77,0.49,1.77,0.248,0.005,1.5,0.01,0.06,31.0,,,0.0
0.25,0.3,0.08,1.77,0.49,1.77,0.128,0.008,1.5,0.01,0.07,31.0,,,0.0
0.30000000000000004,0.31,0.09,1.78,0.49,1.77,0.052,0.013,1.5,0.02,0.09,31.0,,,0.0
0.35000000000000003,0.31,0.09,1.8,0.49,1.77,0.005,0.019,1.5,0.02,0.1,31.0,,,0.0
0.4,0.3,0.08,1.82,0.49,1.78,-0.025,0.027,1.5,0.03,0.12,31.0,,,0.0
0.45,0.3,0.08,1.84,0.5,1.78,-0.043,0.034,1.5,0.03,0.14,31.0,,,0.0
0.5,0.29,0.08,1.87,0.5,1.79,-0.054,0.058,1.5,0.03,0.15,31.01,,,0.0
0.55,0.11,0.03,1.9,0.5,1.81,-0.997,0.078,1.5,0.04,0.17,31.01,,,0.0
0.6000000000000001,0.17,0.05,1.95,0.51,1.83,0.368,0.101,1.5,0.04,0.19,31.02,,,0.0
0.65,0.03,0.01,2.0,0.51,1.85,-0.784,0.127,1.5,0.04,0.21,31.04,,,0.0
0.7000000000000001,0.14,0.04,2.05,0.52,1.88,0.623,0.157,1.5,0.04,0.23,31.05,,,0.0
0.75,0.03,0.01,2.12,0.53,1.91,-0.615,0.19,1.5,0.04,0.25,31.06,,,0.0
0.8,0.16,0.05,2.19,0.54,1.95,0.727,0.224,1.5,0.04,0.28,31.08,,,0.0
0.8500000000000001,0.07,0.02,2.26,0.56,2.0,-0.544,0.259,1.5,0.04,0.3,31.1,,,0.0
0.9,0.2,0.06,2.35,0.57,2.05,0.771,0.294,1.5,0.05,0.33,31.12,,,0.0
0.9500000000000001,0.12,0.03,2.43,0.59,2.11,-0.482,0.33,1.5,0.05,0.35,31.14,,,0.0
1.0,0.26,0.07,2.53,0.6,2.18,0.799,0.366,1.5,0.05,0.38,31.16,,,0.0
1.05,0.39,0.11,2.63,0.62,2.25,0.703,0.402,1.5,0.06,0.41,31.18,,,0.0
1.1,0.62,0.17,2.73,0.65,2.33,1.277,0.435,1.5,0.06,0.45,31.2,,,0.0
1.1500000000000001,0.83,0.23,2.84,0.67,2.41,1.163,0.467,1.5,0.07,0.48,31.22,,,0.0
1.2000000000000002,0.95,0.26,2.95,0.69,2.5,0.673,0.497,1.5,0.09,0.52,31.24,,,0.0
1.25,0.97,0.27,3.06,0.72,2.6,0.103,0.523,1.5,0.1,0.55,31.26,,,0.0
1.3,0.88,0.24,3.17,0.75,2.69,-0.48,0.547,1.5,0.11,0.59,31.29,,,0.0
1.35,0.91,0.25,3.29,0.78,2.8,0.166,0.571,1.5,0.13,0.63,31.31,,,0.0
1.4000000000000001,1.05,0.29,3.41,0.81,2.9,0.757,0.593,1.5,0.14,0.68,31.34,,,0.0
1.4500000000000002,1.14,0.32,3.41,0.83,3.0,0.522,0.54,1.5,0.16,0.72,31.37,,,0.0
1.5,1.42,0.4,3.2,0.85,3.07,1.571,0.374,1.5,0.18,0.77,31.39,,,0.0
1.55,1.72,0.48,3.65,0.88,3.17,1.642,0.567,1.5,0.2,0.81,31.42,,,0.0
1.6,1.81,0.5,3.45,0.9,3.24,0.49,0.399,1.5,0.22,0.86,31.44,,,0.0
1.6500000000000001,2.03,0.56,3.92,0.93,3.35,1.216,0.603,1.5,0.25,0.92,31.47,,,0.0
1.7000000000000002,2.07,0.57,3.7,0.95,3.43,0.23,0.42,1.5,0.28,0.97,31.49,,,0.0
1.75,2.11,0.59,4.21,0.98,3.54,0.241,0.638,1.5,0.31,1.02,31.52,,,0.0
1.8,2.18,0.61,3.97,1.01,3.62,0.392,0.441,1.5,0.34,1.08,31.54,,,0.0
1.85,2.3,0.64,4.49,1.04,3.74,0.658,0.667,1.5,0.37,1.14,31.57,,,0.0
1.9000000000000001,2.43,0.67,4.23,1.06,3.82,0.705,0.455,0.0,0.4,1.2,31.6,,,0.0
1.9500000000000002,2.58,0.72,4.78,1.1,3.96,0.863,0.763,0.0,0.43,1.27,31.63,,,0.0
2.0,2.69,0.75,4.5,1.14,4.09,0.602,0.724,0.0,0.47,1.33,31.65,,,0.0
2.0500000000000003,2.88,0.8,5.07,1.18,4.23,1.041,0.79,0.0,0.51,1.4,31.68,,,0.0
2.1,3.03,0.84,4.78,1.21,4.36,0.834,0.74,0.0,0.55,1.46,31.71,,,0.0
2.15,3.22,0.89,5.36,1.25,4.51,1.044,0.799,0.0,0.6,1.54,31.74,,,0.0
2.2,3.36,0.93,5.06,1.29,4.64,0.81,0.754,0.0,0.64,1.61,31.76,,,0.0
2.25,3.53,0.98,5.65,1.33,4.79,0.957,0.803,0.0,0.69,1.69,31.79,,,0.0
2.3000000000000003,3.66,1.02,5.34,1.37,4.93,0.724,0.763,0.0,0.74,1.76,31.82,,,0.0
2.35,3.8,1.05,5.94,1.41,5.07,0.743,0.806,0.0,0.79,1.84,31.85,,,0.0
