Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
0.0,0.05,0.01,1.76,0.49,1.76,,,1.5,0.0,0.0,26.01,11.46,,0.0
0.05,0.03,0.01,1.76,0.49,1.76,-0.125,0.0,1.5,0.0,0.01,26.01,,,0.0
0.1,0.07,0.02,1.76,0.49,1.76,0.248,0.001,1.5,0.0,0.03,26.01,,,0.0
0.15000000000000002,0.05,0.01,1.77,0.49,1.76,-0.109,0.002,1.5,0.0,0.04,26.01,,,0.0
0.2,0.1,0.03,1.77,0.49,1.77,0.259,0.005,1.5,0.0,0.06,26.01,,,0.0
0.25,0.08,0.02,1.77,0.49,1.77,-0.099,0.009,1.5,0.01,0.07,26.01,,,0.0
0.30000000000000004,0.13,0.04,1.78,0.49,1.77,0.274,0.014,1.5,0.01,0.09,26.01,,,0.0
0.35000000000000003,0.11,0.03,1.8,0.49,1.77,-0.085,0.02,1.5,0.01,0.1,26.01,,,0.0
0.4,0.17,0.05,1.82,0.49,1.78,0.289,0.027,1.5,0.01,0.12,26.02,,,0.0
0.45,0.15,0.04,1.84,0.5,1.78,-0.071,0.035,1.5,0.01,0.14,26.02,,,0.0
0.5,0.21,0.06,1.87,0.5,1.8,0.305,0.06,1.5,0.02,0.15,26.03,,,0.0
0.55,0.2,0.06,1.91,0.5,1.81,-0.053,0.081,1.5,0.02,0.17,26.03,,,0.0
0.6000000000000001,0.26,0.07,1.95,0.51,1.83,0.327,0.106,1.5,0.02,0.19,26.04,,,0.0
0.65,0.35,0.1,2.01,0.51,1.85,0.511,0.134,1.5,0.03,0.21,26.05,,,0.0
0.7000000000000001,0.74,0.21,2.07,0.52,1.88,2.161,0.165,1.5,0.03,0.23,26.06,,,0.0
0.75,1.02,0.28,2.13,0.53,1.92,1.548,0.199,1.5,0.05,0.25,26.06,,,0.0
0.8,1.08,0.3,2.2,0.54,1.96,0.342,0.234,1.5,0.06,0.28,26.07,,,0.0
0.8500000000000001,1.13,0.32,2.28,0.56,2.01,0.315,0.269,1.5,0.08,0.3,26.07,,,0.0
0.9,1.2,0.33,2.37,0.57,2.06,0.339,0.305,1.5,0.09,0.33,26.08,,,0.0
0.9500000000000001,1.18,0.33,2.45,0.59,2.13,-0.089,0.341,1.5,0.11,0.36,26.08,,,0.0
1.0,1.17,0.33,2.55,0.61,2.19,-0.037,0.375,1.5,0.13,0.39,26.09,,,0.0
1.05,1.32,0.37,2.65,0.63,2.27,0.838,0.409,1.5,0.14,0.42,26.1,,,0.0
1.1,1.54,0.43,2.75,0.65,2.35,1.211,0.441,1.5,0.16,0.45,26.11,,,0.0
1.1500000000000001,1.65,0.46,2.69,0.67,2.41,0.594,0.379,1.5,0.19,0.48,26.12,,,0.0
1.2000000000000002,1.92,0.53,2.43,0.68,2.45,1.48,0.2,1.5,0.21,0.52,26.12,,,0.0
1.25,2.04,0.57,2.85,0.7,2.52,0.7,0.396,1.5,0.24,0.55,26.13,,,0.0
1.3,2.15,0.6,2.64,0.71,2.56,0.585,0.242,1.5,0.27,0.59,26.14,,,0.01
1.35,2.38,0.66,3.09,0.73,2.65,1.307,0.451,1.5,0.3,0.63,26.15,,,0.04
1.4000000000000001,2.38,0.66,2.87,0.75,2.7,-0.029,0.28,1.5,0.33,0.67,26.15,,,0.03
1.4500000000000002,2.44,0.68,3.36,0.77,2.79,0.34,0.504,1.5,0.37,0.72,26.17,,,0.03
1.5,2.47,0.69,3.12,0.79,2.84,0.162,0.318,1.5,0.4,0.76,26.17,,,0.03
1.55,2.58,0.72,3.64,0.82,2.94,0.618,0.553,1.5,0.44,0.81,26.19,,,0.04
1.6,2.68,0.75,3.39,0.84,3.01,0.583,0.354,1.5,0.47,0.86,26.2,,,0.05
1.6500000000000001,2.86,0.79,3.93,0.87,3.13,0.982,0.691,1.5,0.51,0.91,26.21,,,0.06
1.7000000000000002,3.01,0.84,3.66,0.9,3.26,0.828,0.687,1.5,0.55,0.96,26.22,,,0.08
1.75,3.23,0.9,4.23,0.94,3.39,1.218,0.77,1.5,0.6,1.02,26.24,,,0.11
